"iso2c","year","country","GDPCurrentUSD","GDPperCapita","CapToAssetswdi","NPLwdi","CreditInfo","DomesticCredit","CreditBurCoverange","CurrentAccount","IMFCredits","PortfolioEquity","CashSurplusDeficit","ClaimsOnGov","CentGovDebt","ShortExternDebtAll","ExternPrivateDebt","ExternPublicDebt","ExternDebtTotal","TotalReserves","BankConcentration","TradeOpen","imfcode","IMFCreditsGDP","PortfolioEquityGDP","ShortExternDebtAllGDP","ExternPrivateDebtGDP","ExternPublicDebtGDP","ExternDebtTotalGDP","TotalReservesGDP"
"1",NA,1980,"Namibia",2168627165.41691,3305.53886054237,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150.029603315571,NA,0,NA,NA,NA,NA,NA,NA
"2",NA,1981,"Namibia",1950821648.7275,3265.11333855521,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,153.738317757009,NA,0,NA,NA,NA,NA,NA,NA
"3",NA,1982,"Namibia",1803252393.58499,3184.40048383942,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,142.747701736466,NA,0,NA,NA,NA,NA,NA,NA
"4",NA,1983,"Namibia",1928911229.22738,3055.64692546686,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.848766868311,NA,0,NA,NA,NA,NA,NA,NA
"5",NA,1984,"Namibia",1625456905.84067,2965.1054456303,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.687239366138,NA,0,NA,NA,NA,NA,NA,NA
"6",NA,1985,"Namibia",1355065229.69498,2884.46270326724,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.364238410596,NA,0,NA,NA,NA,NA,NA,NA
"7",NA,1986,"Namibia",1527331131.24552,2905.60448569968,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,129.111747851003,NA,0,NA,NA,NA,NA,NA,NA
"8",NA,1987,"Namibia",1934644161.03208,2881.2583509525,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,124.574765168825,NA,0,NA,NA,NA,NA,NA,NA
"9",NA,1988,"Namibia",2128466758.3768,2779.83765592955,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113.80450506303,NA,0,NA,NA,NA,NA,NA,NA
"10",NA,1989,"Namibia",2169538572.69908,2712.23725306985,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.982425307557,NA,0,NA,NA,NA,NA,NA,NA
"11",NA,1990,"Namibia",2350307670.25736,2672.80721632661,NA,NA,NA,19.503305377405,NA,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.322479855287,NA,0,0,NA,NA,NA,NA,NA
"12",NA,1991,"Namibia",2492290810.71881,2791.26529640718,NA,NA,NA,19.5342778262133,NA,NA,0,-4092253.147504,-2.56320836965998,-8.26962425689666,NA,NA,NA,NA,NA,NA,NA,120.967741935484,NA,0,-0.164196454519035,NA,NA,NA,NA,NA
"13",NA,1992,"Namibia",2837643688.65629,2898.01282988212,NA,NA,NA,44.1863462251328,NA,NA,0,6030825.58320626,-5.00061781786729,38.209626041803,NA,NA,NA,NA,NA,49717500,NA,119.127641171383,NA,0,0.212529346348697,NA,NA,NA,NA,1.75206986693748
"14",NA,1993,"Namibia",2846614324.53643,2756.41774367982,NA,NA,NA,48.265072027521,NA,NA,0,1071076.12727128,NA,4.51381295948243,NA,NA,NA,NA,NA,133694471.2,NA,108.589550634272,NA,0,0.037626316921092,NA,NA,NA,NA,4.6966134487422
"15",NA,1994,"Namibia",3251944750.45284,2872.70591111894,NA,NA,NA,48.5509049969689,NA,NA,0,37540853.4888164,NA,1.51644444813811,NA,NA,NA,NA,NA,202621731.3051,NA,99.8094743223348,NA,0,1.15441240148956,NA,NA,NA,NA,6.23078640179494
"16",NA,1995,"Namibia",3503088568.36826,2903.38851292779,NA,NA,NA,55.4788603809224,NA,NA,0,45739209.3099555,NA,1.66806083563995,NA,NA,NA,NA,NA,220986649.70013,NA,105.155044860696,NA,0,1.30568235479301,NA,NA,NA,NA,6.30833749667556
"17",NA,1996,"Namibia",3491458687.83628,2906.38973998347,NA,NA,NA,55.5933848511092,NA,NA,0,51193795.0298291,NA,9.94195108772134,NA,NA,NA,NA,NA,193866390.2192,NA,109.179934714543,NA,0,1.4662580774099,NA,NA,NA,NA,5.55259012213438
"18",NA,1997,"Namibia",3635229893.7672,2938.23426346243,NA,NA,NA,50.0317951167095,NA,NA,0,28819684.1915279,NA,-14.5982215048427,NA,NA,NA,NA,NA,250531564.92825,NA,105.062384335264,NA,0,0.792788490239388,NA,NA,NA,NA,6.89176674514589
"19",NA,1998,"Namibia",3398703726.78925,2948.20536214787,NA,NA,NA,48.9942838895098,NA,NA,0,18088795.1822303,NA,0.409811991975015,NA,NA,NA,NA,NA,260253246.318,NA,103.981052743627,NA,0,0.532226302623876,NA,NA,NA,NA,7.65742669084783
"20",NA,1999,"Namibia",3385555872.76121,2969.79385259932,NA,NA,NA,48.7805888609553,NA,NA,0,40670032.2895021,-2.79443047766389,5.04263572949717,NA,NA,NA,NA,NA,305489557.18136,NA,103.079675111197,NA,0,1.20128078867983,NA,NA,NA,NA,9.02332050223136
"21",NA,2000,"Namibia",3908598123.34455,3007.3189368047,NA,NA,NA,42.7467428571429,NA,NA,0,34744312.708861,-1.62975852534562,-3.99490213700037,NA,NA,NA,NA,NA,259836317.691399,NA,85.4230414746544,NA,0,0.888920058098238,NA,NA,NA,NA,6.64781360200469
"22",NA,2001,"Namibia",3546795054.15585,2990.30517340192,8.7,3.4,NA,43.460425740953,NA,NA,0,25914772.6151661,-4.18511544129687,1.27328395043515,NA,NA,NA,NA,NA,234251046.84519,NA,88.8455870312756,NA,0,0.730653229732044,NA,NA,NA,NA,6.60458366689988
"23",NA,2002,"Namibia",3361241961.35377,3090.21758235428,7.5,3.5,NA,42.1470028387384,NA,NA,0,8158647.00441614,-2.38858594411516,-4.95965739714587,NA,NA,NA,NA,NA,323133447.424437,NA,94.0784645780412,NA,0,0.242727155563956,NA,NA,NA,NA,9.61351343163323
"24",NA,2003,"Namibia",4931293712.20614,3183.93463133166,8.3,3.9,NA,46.5005371680249,NA,NA,0,3882128.6747626,-6.66756380012867,5.28860287293988,NA,NA,NA,NA,NA,325217778.002459,NA,95.855672313961,NA,0,0.0787243449959875,NA,NA,NA,NA,6.59497886320311
"25",NA,2004,"Namibia",6606970842.65234,3535.25634607019,8.8,2.4,4,49.6027557522435,35.3,NA,0,4533311.55634187,-2.58137725813632,2.67890093525049,NA,NA,NA,NA,NA,345060355.48061,NA,81.888047986129,NA,0,0.06861406935651,NA,NA,NA,NA,5.22267108026296
"26",NA,2005,"Namibia",7261301442.47414,3582.24385995747,7.8,2.3,4,55.5907341858717,35.2,4.59105518594973,0,5055378.70825487,-0.0486194425796392,3.37522520320021,NA,NA,NA,NA,NA,312104907.797971,100,80.7609849059055,NA,0,0.0696208351671509,NA,NA,NA,NA,4.29819516887633
"27",NA,2006,"Namibia",7978676469.77384,3787.21580961717,7.5,2.6,4,52.560751394446,35.2,13.5656326443084,0,4728614.98494808,5.17200710742578,-7.44039970956659,NA,NA,NA,NA,NA,449578847.021961,100,81.4114903383431,NA,0,0.059265656438907,NA,NA,NA,NA,5.63475469553291
"28",NA,2007,"Namibia",8811608766.89852,3937.48995608432,7.9,2.8,4,48.4722917972993,59.9,8.49801490737702,0,4521527.35828866,1.96010856783879,-10.5567606057186,NA,NA,NA,NA,NA,896022010.583133,100,102.778627921586,NA,0,0.0513133013267012,NA,NA,NA,NA,10.16865403681
"29",NA,2008,"Namibia",8829927125.40153,4012.41103461424,8,3.1,4,43.756776418533,59.6,2.90778432200387,0,3901631.13309236,NA,-9.79121410562495,NA,NA,NA,NA,NA,1292948220.1821,97.1657,107.786581855071,NA,0,0.0441864477212765,NA,NA,NA,NA,14.6427960482551
"30",NA,2009,"Namibia",8859203056.19983,3908.14323280495,7.9,2.7,4,45.9625244752498,57.7,-1.37860304043243,0,3726374.15147197,NA,-1.8281833547518,NA,NA,NA,NA,NA,2050927458.28497,97.3431,103.406154256028,NA,0,0.0420621824314568,NA,NA,NA,NA,23.1502477736944
"31",NA,2010,"Namibia",11065912279.3816,4085.71416766677,8.4,2,4,52.7520219773961,58.5,0.953272133476056,0,4376203.1280825,NA,7.34554575966876,NA,NA,NA,NA,NA,1695690506.52404,97.74748,102.319294954083,NA,0,0.0395466999701091,NA,NA,NA,NA,15.3235491454556
"32",NA,2011,"Namibia",12623100410.462,4242.35847946933,7.8,1.5,4,50.5851988478348,61.5,-1.1753224469683,0,4426434.09612985,NA,2.26391765891619,NA,NA,NA,NA,NA,1786689890.24195,97.63721,91.1006131488795,NA,0,0.035066140268212,NA,NA,NA,NA,14.1541287967665
"33",NA,2012,"Namibia",13072278942.987,4372.79849759393,8,1.4,4,49.5324212164339,63.9,NA,0,NA,NA,-1.3026039896811,NA,NA,NA,NA,NA,1745866242.86536,NA,95.0485916345984,NA,0,NA,NA,NA,NA,NA,13.3554849194981
"34","1A",1980,"Arab World",414508109868.625,3377.65219092717,NA,NA,NA,11.1837059309451,NA,NA,0,138771242.391063,NA,NA,NA,NA,NA,NA,NA,NA,NA,84.4169761061229,NA,0,0.0334785349398943,NA,NA,NA,NA,NA
"35","1A",1981,"Arab World",427269050608.395,3415.53480914492,NA,NA,NA,3.30826895386329,NA,NA,0,146900392.003721,NA,NA,NA,NA,NA,NA,NA,NA,NA,87.285925001587,NA,0,0.0343812386585331,NA,NA,NA,NA,NA
"36","1A",1982,"Arab World",397788016162.607,3172.76191954306,NA,NA,NA,7.84180996039745,NA,NA,0,66579752.1995266,NA,NA,NA,NA,NA,NA,NA,NA,NA,82.3348225660703,NA,0,0.0167374957249366,NA,NA,NA,NA,NA
"37","1A",1983,"Arab World",375179366310.678,2999.56490730485,NA,NA,NA,15.7248298725331,NA,NA,0,61876933.7377408,NA,NA,NA,NA,NA,NA,NA,NA,NA,77.783185066283,NA,0,0.016492627072274,NA,NA,NA,NA,NA
"38","1A",1984,"Arab World",379368940096.852,2956.73716723333,NA,NA,NA,23.6200150782388,NA,NA,0,102982192.717755,NA,NA,NA,NA,NA,NA,NA,NA,NA,74.4379737721619,NA,0,0.0271456573886792,NA,NA,NA,NA,NA
"39","1A",1985,"Arab World",374583388998.856,2865.24880183131,NA,NA,NA,30.9296914480833,NA,NA,0,35949849.9628967,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.8009374213952,NA,0,0.0095972888864558,NA,NA,NA,NA,NA
"40","1A",1986,"Arab World",352839737613.984,2793.29841248574,NA,NA,NA,47.4957412756469,NA,NA,0,39041387.0187388,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.8402132871453,NA,0,0.0110649064877866,NA,NA,NA,NA,NA
"41","1A",1987,"Arab World",376512328853.956,2704.28335675516,NA,NA,NA,51.5800943758384,NA,NA,0,16894694.7641531,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.239186451593,NA,0,0.00448715578997848,NA,NA,NA,NA,NA
"42","1A",1988,"Arab World",363121957893.304,2751.03415299643,NA,NA,NA,53.0650192644629,NA,NA,0,9326137.9588387,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.7032649457839,NA,0,0.00256832112630848,NA,NA,NA,NA,NA
"43","1A",1989,"Arab World",383457882712.67,2734.91632389873,NA,NA,NA,51.4501466091101,NA,NA,0,15800769.8486198,NA,NA,NA,NA,NA,NA,NA,NA,NA,69.4898975961825,NA,0,0.00412060113012712,NA,NA,NA,NA,NA
"44","1A",1990,"Arab World",431387192109.48,2845.55119220206,NA,NA,NA,47.9690843005613,NA,NA,0,4554079.69639469,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.9880581317318,NA,0,0.00105568263956222,NA,NA,NA,NA,NA
"45","1A",1991,"Arab World",424318498922.64,2925.34785946769,NA,NA,NA,46.587694725903,NA,NA,0,33527256.6682739,NA,NA,NA,NA,NA,NA,NA,NA,NA,76.6330266424583,NA,0,0.00790143648070985,NA,NA,NA,NA,NA
"46","1A",1992,"Arab World",454267602482.586,2994.76220276832,NA,NA,NA,46.8800680428669,NA,NA,0,47488033.7692685,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.3211108138349,NA,0,0.010453757545056,NA,NA,NA,NA,NA
"47","1A",1993,"Arab World",459879134429.771,3003.06110373399,NA,NA,NA,49.4687833479624,NA,NA,0,43584643.4824864,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.6849856863696,NA,0,0.0094774126981276,NA,NA,NA,NA,NA
"48","1A",1994,"Arab World",470200934260.646,3032.8803356169,NA,NA,NA,49.9743361151041,NA,NA,0,243687389.959679,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.8650051532797,NA,0,0.0518262241105195,NA,NA,NA,NA,NA
"49","1A",1995,"Arab World",504711226934.71,3025.48175310846,NA,NA,NA,49.8640340175958,NA,NA,0,32005125.3281526,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.3272402211466,NA,0,0.00634127469732169,NA,NA,NA,NA,NA
"50","1A",1996,"Arab World",557436621301.803,3094.97520068933,NA,NA,NA,46.7572638264726,NA,NA,0,183975095.902544,NA,NA,NA,NA,NA,NA,NA,NA,NA,68.2938914492257,NA,0,0.0330037691949445,NA,NA,NA,NA,NA
"51","1A",1997,"Arab World",592427663299.71,3140.80342044572,NA,NA,NA,49.5888769898247,NA,NA,0,706340233.14708,NA,NA,NA,NA,NA,NA,NA,NA,NA,66.522651581567,NA,0,0.119228097690931,NA,NA,NA,NA,NA
"52","1A",1998,"Arab World",575755771525.71,3223.01879817376,NA,NA,NA,57.8752204305632,NA,NA,0,189058830.357062,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.2735708986008,NA,0,0.0328366365926424,NA,NA,NA,NA,NA
"53","1A",1999,"Arab World",628182600846.002,3240.8690031805,NA,NA,NA,57.998551218119,NA,NA,0,710552392.89252,NA,NA,NA,NA,NA,NA,NA,NA,NA,61.1080708122747,NA,0,0.113112396289803,NA,NA,NA,NA,NA
"54","1A",2000,"Arab World",723694306542.266,3321.33258684583,NA,NA,NA,50.8708251977753,NA,NA,0,254668218.870473,NA,NA,NA,NA,NA,NA,NA,NA,NA,67.7148369108542,NA,0,0.0351900265855691,NA,NA,NA,NA,NA
"55","1A",2001,"Arab World",703915275298.082,3311.7997055985,NA,NA,NA,55.2946931813369,NA,NA,0,-1337567.07388785,NA,NA,NA,NA,NA,NA,NA,NA,NA,70.1503053738808,NA,0,-0.000190018191226414,NA,NA,NA,NA,NA
"56","1A",2002,"Arab World",713804289586.116,3301.63098244313,NA,15.3,NA,54.9309412838072,NA,NA,0,-125317572.066549,NA,NA,NA,NA,NA,NA,NA,NA,NA,71.5233948614896,NA,0,-0.0175562929355905,NA,NA,NA,NA,NA
"57","1A",2003,"Arab World",804100804249.573,3399.85810946423,NA,NA,NA,53.5634178124611,NA,NA,0,511441454.442414,NA,NA,NA,NA,NA,NA,NA,NA,NA,75.9780914583442,NA,0,0.063604146611906,NA,NA,NA,NA,NA
"58","1A",2004,"Arab World",946643582228.887,3608.72174714796,NA,12.5,1.25,46.9279733974634,1.0375,NA,0,765198276.401631,NA,NA,NA,NA,NA,NA,NA,NA,NA,83.0109575831828,NA,0,0.0808327749499933,NA,NA,NA,NA,NA
"59","1A",2005,"Arab World",1158762407500.52,3740.06201926503,NA,8.3,1.44444444444444,40.2925755574577,1.46111111111111,NA,0,4876034670.56254,NA,NA,NA,NA,NA,NA,NA,NA,NA,88.0370026911841,NA,0,0.420796760319509,NA,NA,NA,NA,NA
"60","1A",2006,"Arab World",1396469740105.35,3890.47303200741,NA,6.3,1.66666666666667,37.2222273317726,1.58888888888889,NA,0,2276973953.93702,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.0666656294096,NA,0,0.163052151331632,NA,NA,NA,NA,NA
"61","1A",2007,"Arab World",1631880343193.5,4015.15127468682,NA,NA,2.05,37.3432159357354,2.985,NA,0,349825342.224265,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.559345314655,NA,0,0.0214369480999861,NA,NA,NA,NA,NA
"62","1A",2008,"Arab World",2073805224439.72,4175.64553391184,NA,NA,2.4,32.1533465212172,4.34,NA,0,3154441414.12367,NA,NA,NA,NA,NA,NA,NA,NA,NA,99.4458777465293,NA,0,0.152108856557438,NA,NA,NA,NA,NA
"63","1A",2009,"Arab World",1807824851146.26,4170.4248766632,NA,NA,2.7,43.9453329531621,5.405,NA,0,1625795155.38325,NA,NA,NA,NA,NA,NA,NA,NA,NA,89.5389713819767,NA,0,0.0899310104268346,NA,NA,NA,NA,NA
"64","1A",2010,"Arab World",2103058392938.17,4269.13636467595,NA,NA,2.8,44.2509143882474,5.425,NA,0,4358071078.85819,NA,NA,NA,NA,NA,NA,NA,NA,NA,90.5701346219755,NA,0,0.207225395808889,NA,NA,NA,NA,NA
"65","1A",2011,"Arab World",2555354699725.03,4403.40601026673,NA,NA,3.05,40.2560210677975,6.305,NA,0,47479218.8175974,NA,NA,NA,NA,NA,NA,NA,NA,NA,95.7634999495199,NA,0,0.00185802850863351,NA,NA,NA,NA,NA
"66","1A",2012,"Arab World",NA,4490.00197500885,NA,NA,3.0952380952381,23.8306577253341,7.29047619047619,NA,0,506335196.537554,NA,NA,NA,NA,NA,NA,NA,NA,NA,96.7886741362391,NA,NA,NA,NA,NA,NA,NA,NA
"67","1W",1980,"World",11125699881160.7,5045.15965873171,NA,NA,NA,92.6059835665878,NA,NA,0,15513067726.2499,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9553407946836,NA,0,0.13943453348511,NA,NA,NA,NA,NA
"68","1W",1981,"World",11428783514675.7,5060.1875978515,NA,NA,NA,94.0835445517805,NA,NA,0,13130624000.6481,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.395102623446,NA,0,0.114890827915211,NA,NA,NA,NA,NA
"69","1W",1982,"World",11328820796467.1,4991.37956750578,NA,NA,NA,98.9479610828842,NA,NA,0,7493067403.72407,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.8857464305612,NA,0,0.0661416359067202,NA,NA,NA,NA,NA
"70","1W",1983,"World",11584784658356,5035.7670682895,NA,NA,NA,104.769457525182,NA,NA,0,21034032238.9035,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.189348885554,NA,0,0.181566018352632,NA,NA,NA,NA,NA
"71","1W",1984,"World",12028027856867.4,5182.03024074637,NA,NA,NA,108.72126868636,NA,NA,0,193765421.495212,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.8958892292839,NA,0,0.00161094922460278,NA,NA,NA,NA,NA
"72","1W",1985,"World",12646806166258.8,5287.88016624036,NA,NA,NA,112.209025257575,NA,NA,0,21345147305.0324,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.3578571444922,NA,0,0.168778955132407,NA,NA,NA,NA,NA
"73","1W",1986,"World",14936803860432.5,5365.03808241519,NA,NA,NA,121.253603261859,NA,NA,0,34726608553.0876,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.4089346467904,NA,0,0.232490222657862,NA,NA,NA,NA,NA
"74","1W",1987,"World",16949061912073.3,5456.52202316796,NA,NA,NA,126.50170957923,NA,NA,0,8593873052.21339,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.2304867457485,NA,0,0.050704122132516,NA,NA,NA,NA,NA
"75","1W",1988,"World",18956557582741.6,5609.31370082529,NA,NA,NA,130.523588528222,NA,NA,0,24956107203.7087,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.3007945093415,NA,0,0.131648940451241,NA,NA,NA,NA,NA
"76","1W",1989,"World",19911717151673.4,5721.45470645646,NA,NA,NA,134.555606477013,NA,NA,0,74334809452.1755,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.4768290090203,NA,0,0.373321943486568,NA,NA,NA,NA,NA
"77","1W",1990,"World",22237058668974.8,5784.58496813232,NA,NA,NA,129.01690488941,NA,NA,0,-11585586168.4681,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.7564701230861,NA,0,-0.0521003534727025,NA,NA,NA,NA,NA
"78","1W",1991,"World",23331403156197.9,5768.77505143095,NA,NA,NA,132.829028851858,NA,NA,0,85668982272.023,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.5007256819826,NA,0,0.367183155245703,NA,NA,NA,NA,NA
"79","1W",1992,"World",24961589855741.8,5786.75529447015,NA,NA,NA,136.43441852294,NA,NA,0,46384678260.4625,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.8286619692598,NA,0,0.185824214437178,NA,NA,NA,NA,NA
"80","1W",1993,"World",25421978315123.5,5790.71253552155,NA,NA,NA,141.100011866244,NA,NA,0,178038129335.077,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.202494414622,NA,0,0.700331528601621,NA,NA,NA,NA,NA
"81","1W",1994,"World",27299138426052,5885.54773877995,NA,NA,NA,141.342044539256,NA,NA,0,121172913832.437,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.3908936466422,NA,0,0.443870835560143,NA,NA,NA,NA,NA
"82","1W",1995,"World",30206374448006.7,5968.29158471638,NA,NA,NA,143.858343176277,NA,NA,0,120571122807.685,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.690203912911,NA,0,0.399157876478094,NA,NA,NA,NA,NA
"83","1W",1996,"World",30844033731460.8,6077.25730913363,NA,NA,NA,142.680812693514,NA,NA,0,174042570760.504,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.2014886095746,NA,0,0.564266568619983,NA,NA,NA,NA,NA
"84","1W",1997,"World",30784707283431.3,6215.07121462265,NA,NA,NA,142.15857354841,NA,NA,0,199513607660.459,NA,NA,NA,NA,NA,NA,NA,NA,43.73693,46.0048650325018,NA,0,0.648093242607636,NA,NA,NA,NA,NA
"85","1W",1998,"World",30668307239956.4,6281.57263881608,NA,NA,NA,152.235661269491,NA,NA,0,321677406186.81,NA,NA,NA,NA,NA,NA,NA,NA,82.10876,46.4279973914455,NA,0,1.04889195112703,NA,NA,NA,NA,NA
"86","1W",1999,"World",31825126768930.9,6406.22481188419,NA,NA,NA,158.753041899771,NA,NA,0,605613348667.294,NA,NA,NA,NA,NA,NA,NA,NA,83.336255,46.8380454069255,NA,0,1.90294088398894,NA,NA,NA,NA,NA
"87","1W",2000,"World",32872324986797.4,6590.88434528086,8.7,9.5,NA,156.265176292398,NA,NA,0,657426616370.485,NA,NA,NA,NA,NA,NA,NA,NA,83.76357,51.3034795328596,NA,0,1.99993951335821,NA,NA,NA,NA,NA
"88","1W",2001,"World",32678362783846.8,6619.80606194791,8.7,8.5,NA,159.491562634406,NA,NA,0,405827769382.81,-0.201841148079153,NA,NA,NA,NA,NA,NA,NA,85.827555,50.1277905273334,NA,0,1.24188525620817,NA,NA,NA,NA,NA
"89","1W",2002,"World",33924664960888.2,6672.65617379642,8.9,8,NA,157.893351757051,NA,NA,0,179292153325.441,-1.75651536157071,NA,NA,NA,NA,NA,NA,NA,86.38457,49.4627509358481,NA,0,0.528500881385703,NA,NA,NA,NA,NA
"90","1W",2003,"World",38058693029123.6,6775.58646833706,8.8,6.25,NA,162.105112248407,NA,NA,0,432617699882.375,-2.51464060951,NA,NA,NA,NA,NA,NA,NA,86.47525,50.0745397849482,NA,0,1.13671191901236,NA,NA,NA,NA,NA
"91","1W",2004,"World",42826770007282.1,6972.50713749175,8.7,4.2,2.4258064516129,160.607384591884,15.4812903225806,NA,0,509330374940.47,-2.13142936747287,NA,NA,NA,NA,NA,NA,NA,87.23737,53.1080574370683,NA,0,1.18928038433406,NA,NA,NA,NA,NA
"92","1W",2005,"World",46328508515723.7,7137.63006438574,8.55,3.5,2.48275862068966,160.457289431486,15.8436781609195,NA,0,911841479366.468,-1.8177467679763,NA,NA,NA,NA,NA,NA,NA,82.248315,55.2381271246018,NA,0,1.96820814781247,NA,NA,NA,NA,NA
"93","1W",2006,"World",50172505567029.2,7340.73006250782,9.1,3.1,2.57865168539326,160.793119558557,17.1432584269663,NA,0,898466939269.091,-0.75700971597079,NA,NA,NA,NA,NA,NA,NA,82.67843,58.0269230133916,NA,0,1.79075557242953,NA,NA,NA,NA,NA
"94","1W",2007,"World",56488054878408.9,7541.34642049045,9,2.7,2.68508287292818,159.732575285045,19.2613259668508,NA,0,921215944225.161,-0.843373354429828,NA,NA,NA,NA,NA,NA,NA,85.558325,58.8510466218936,NA,0,1.63081548162366,NA,NA,NA,NA,NA
"95","1W",2008,"World",61952359911162.9,7559.87647525847,8.95,3.1,2.89010989010989,154.437843903917,20.2637362637363,NA,0,-183332637767.076,-2.5472201042717,NA,NA,NA,NA,NA,NA,NA,85.187305,61.0288878551855,NA,0,-0.295925188370495,NA,NA,NA,NA,NA
"96","1W",2009,"World",58716039506316.4,7314.24244618068,9.5,4.25,3,166.945165632308,21.7147540983607,NA,0,858386867394.919,-6.78388138045045,NA,NA,NA,NA,NA,NA,NA,84.00407,52.6404243934144,NA,0,1.46192909912219,NA,NA,NA,NA,NA
"97","1W",2010,"World",64081876752375.4,7519.09441620152,9.5,3.95,3.14754098360656,163.972613541323,23.0633879781421,NA,0,778474345144.257,-6.33795180614356,NA,NA,NA,NA,NA,NA,NA,83.46297,57.6292626064752,NA,0,1.21481202579698,NA,NA,NA,NA,NA
"98","1W",2011,"World",71058486031366.1,7642.34996146141,9.65,3.7,3.25405405405405,163.008901376199,25.8140540540541,NA,0,267561777000.077,-5.38263051078235,NA,NA,NA,NA,NA,NA,NA,81.10186,61.212269043097,NA,0,0.376537401714374,NA,NA,NA,NA,NA
"99","1W",2012,"World",72440448832221.3,7732.09784049109,NA,NA,3.31216931216931,168.930116779916,25.7640211640212,NA,0,775999904425.722,NA,NA,NA,NA,NA,NA,NA,NA,NA,60.468513907842,NA,0,1.07122459473299,NA,NA,NA,NA,NA
"100","4E",1980,"East Asia & Pacific (developing only)",379721816607.205,329.240764984224,NA,NA,NA,43.7120475673885,NA,NA,1550997000,50509570.515236,NA,NA,NA,14093011000,8685652000,36357736000,60687396000,NA,NA,31.923434402694,NA,0.408456120287762,0.0133017299260117,3.71140408152482,2.2873723921385,9.57483463153487,15.982067225486,NA
"101","4E",1981,"East Asia & Pacific (developing only)",406404954166.257,342.723866067116,NA,NA,NA,45.6369485689193,NA,NA,3314357000,11227650.5343209,NA,NA,NA,17403171000,10413267000,41960769000,73091564000,NA,NA,33.998515379957,NA,0.815530658773447,0.00276267560698282,4.2822241268448,2.56228840058382,10.3248665081071,17.9849096943092,NA
"102","4E",1982,"East Asia & Pacific (developing only)",423591589252.371,357.856807488276,NA,NA,NA,49.0242225644003,NA,NA,3198744000,26521605.3207977,NA,NA,NA,22222862000,12597777000,50064103000,88083486000,NA,NA,30.297799572447,NA,0.755148138244602,0.00626112651755142,5.24629444112024,2.97403851248198,11.8189558693462,20.794436961193,NA
"103","4E",1983,"East Asia & Pacific (developing only)",443587483850.002,381.595096094947,NA,NA,NA,52.8217647179508,NA,NA,3486415000,14782534.1132315,NA,NA,NA,24489212000,12984677000,59720198000,100680502000,NA,NA,29.4005872781921,NA,0.785958830429698,0.00333249576496847,5.52071753410449,2.92719643198741,13.4630033926282,22.6968761891498,NA
