"imfcode","country","year","yrcurnt","govfrac","execrlc","checks","polariz","percent1","percentl","prtyin","ElectionYear"
"1",733,"South Sudan",2011,NA,NA,NA,1,0,92.9899978637695,NA,1,NA
"2",733,"South Sudan",2012,NA,0.616532623767853,NA,1,0,92.9899978637695,NA,2,NA
"3",423,"Turk Cyprus",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4",423,"Turk Cyprus",1976,0,NA,NA,1,0,NA,NA,NA,"ElectionYear"
"5",423,"Turk Cyprus",1977,4,0,"Right",3,0,NA,NA,NA,"NotElectionYear"
"6",423,"Turk Cyprus",1978,3,0,"Right",3,0,NA,NA,NA,"NotElectionYear"
"7",423,"Turk Cyprus",1979,2,0,"Right",3,0,NA,NA,NA,"NotElectionYear"
"8",423,"Turk Cyprus",1980,1,0,"Right",3,0,NA,NA,NA,"NotElectionYear"
"9",423,"Turk Cyprus",1981,0,0,"Right",3,0,NA,NA,NA,"ElectionYear"
"10",423,"Turk Cyprus",1982,4,0.391304343938828,"Right",4,2,NA,NA,NA,"NotElectionYear"
"11",423,"Turk Cyprus",1983,3,0.391304343938828,"Right",4,2,NA,NA,NA,"NotElectionYear"
"12",423,"Turk Cyprus",1984,2,0.391304343938828,"Right",4,2,NA,NA,NA,"NotElectionYear"
"13",423,"Turk Cyprus",1985,0,0.391304343938828,"Right",4,2,NA,NA,NA,"ElectionYear"
"14",423,"Turk Cyprus",1986,4,0.253968268632889,"Right",3,2,NA,NA,NA,"NotElectionYear"
"15",423,"Turk Cyprus",1987,3,0.253968268632889,"Right",3,2,NA,NA,NA,"NotElectionYear"
"16",423,"Turk Cyprus",1988,2,0.253968268632889,"Right",3,2,NA,NA,NA,"NotElectionYear"
"17",423,"Turk Cyprus",1989,1,0.253968268632889,"Right",3,2,NA,NA,NA,"NotElectionYear"
"18",423,"Turk Cyprus",1990,0,0.253968268632889,"Right",3,2,NA,NA,NA,"ElectionYear"
"19",423,"Turk Cyprus",1991,4,0,"Right",3,0,67.5,NA,NA,"NotElectionYear"
"20",423,"Turk Cyprus",1992,3,0,"Right",3,0,67.5,NA,NA,"NotElectionYear"
"21",423,"Turk Cyprus",1993,2,0,"Right",3,0,67.5,NA,NA,"NotElectionYear"
"22",423,"Turk Cyprus",1994,1,0.51587301492691,"Right",3,2,67.5,NA,NA,"NotElectionYear"
"23",423,"Turk Cyprus",1995,0,0.51587301492691,"Right",3,2,67.5,NA,NA,"ElectionYear"
"24",423,"Turk Cyprus",1996,4,0.51587301492691,"Right",3,2,40.4000015258789,62.5,NA,"NotElectionYear"
"25",423,"Turk Cyprus",1997,3,0.51587301492691,"Right",3,2,40.4000015258789,62.5,NA,"NotElectionYear"
"26",423,"Turk Cyprus",1998,2,0.51587301492691,"Right",3,2,40.4000015258789,62.5,NA,"NotElectionYear"
"27",423,"Turk Cyprus",1999,1,0.468468457460403,"Right",3,2,40.4000015258789,62.5,NA,"NotElectionYear"
"28",423,"Turk Cyprus",2000,0,0.468468457460403,"Right",3,2,40.4000015258789,62.5,NA,"ElectionYear"
"29",423,"Turk Cyprus",2001,4,0.468468457460403,"Right",3,2,43.6699981689453,NA,NA,"NotElectionYear"
"30",423,"Turk Cyprus",2002,3,0.468468457460403,"Right",3,2,43.6699981689453,NA,NA,"NotElectionYear"
"31",423,"Turk Cyprus",2003,2,0.468468457460403,"Right",3,2,43.6699981689453,NA,NA,"NotElectionYear"
"32",423,"Turk Cyprus",2004,1,0.409230768680573,"Right",3,2,43.6699981689453,NA,NA,"NotElectionYear"
"33",423,"Turk Cyprus",2005,0,0.409230768680573,"Right",3,2,43.6699981689453,NA,NA,"ElectionYear"
"34",423,"Turk Cyprus",2006,4,0.331034481525421,"Left",4,2,55.7999992370605,NA,1,"NotElectionYear"
"35",423,"Turk Cyprus",2007,3,0.331034481525421,"Left",4,2,55.7999992370605,NA,2,"NotElectionYear"
"36",423,"Turk Cyprus",2008,2,0.331034481525421,"Left",4,2,55.7999992370605,NA,3,"NotElectionYear"
"37",423,"Turk Cyprus",2009,1,0.331034481525421,"Left",4,2,55.7999992370605,NA,4,"NotElectionYear"
"38",423,"Turk Cyprus",2010,0,0.475609749555588,"Left",3,2,55.7999992370605,NA,5,"ElectionYear"
"39",423,"Turk Cyprus",2011,4,0.279569894075394,"Left",3,0,50.3499984741211,NA,1,"NotElectionYear"
"40",423,"Turk Cyprus",2012,3,0.279569894075394,"Left",3,0,50.3499984741211,NA,2,"NotElectionYear"
"41",512,"Afghanistan",1975,NA,NA,"Center",1,0,NA,NA,NA,NA
"42",512,"Afghanistan",1976,NA,NA,"Center",1,0,NA,NA,NA,NA
"43",512,"Afghanistan",1977,NA,NA,"Center",1,0,NA,NA,NA,NA
"44",512,"Afghanistan",1978,5,NA,"Center",1,0,NA,NA,NA,"NotElectionYear"
"45",512,"Afghanistan",1979,NA,NA,"Left",1,0,NA,NA,NA,NA
"46",512,"Afghanistan",1980,NA,NA,"Left",1,0,NA,NA,NA,NA
"47",512,"Afghanistan",1981,NA,0,"Left",1,0,NA,NA,3,NA
"48",512,"Afghanistan",1982,NA,0,"Left",1,0,NA,NA,4,NA
"49",512,"Afghanistan",1983,NA,0,"Left",1,0,NA,NA,5,NA
"50",512,"Afghanistan",1984,NA,0,"Left",1,0,NA,NA,6,NA
"51",512,"Afghanistan",1985,NA,0,"Left",1,0,NA,NA,7,NA
"52",512,"Afghanistan",1986,NA,0,"Left",1,0,NA,NA,8,NA
"53",512,"Afghanistan",1987,NA,0,"Left",1,0,NA,NA,9,NA
"54",512,"Afghanistan",1988,6,0,"Left",1,0,NA,NA,10,"NotElectionYear"
"55",512,"Afghanistan",1989,5,0.90353125333786,"Left",1,0,NA,NA,11,"NotElectionYear"
"56",512,"Afghanistan",1990,4,0.90353125333786,"Left",1,0,NA,NA,12,"NotElectionYear"
"57",512,"Afghanistan",1991,3,0.90353125333786,"Left",1,0,NA,NA,1,"NotElectionYear"
"58",512,"Afghanistan",1992,2,0.90353125333786,"Left",1,0,NA,NA,2,"NotElectionYear"
"59",512,"Afghanistan",1993,1,0.559966742992401,NA,1,0,NA,NA,1,"NotElectionYear"
"60",512,"Afghanistan",1994,0,0.559966742992401,NA,1,0,NA,NA,2,"ElectionYear"
"61",512,"Afghanistan",1995,NA,0.559966742992401,NA,1,0,NA,NA,3,NA
"62",512,"Afghanistan",1996,NA,0.559966742992401,NA,1,0,NA,NA,4,NA
"63",512,"Afghanistan",1997,NA,NA,NA,1,0,NA,NA,1,NA
"64",512,"Afghanistan",1998,NA,NA,NA,1,0,NA,NA,2,NA
"65",512,"Afghanistan",1999,NA,NA,NA,1,0,NA,NA,3,NA
"66",512,"Afghanistan",2000,NA,NA,NA,1,0,NA,NA,4,NA
"67",512,"Afghanistan",2001,NA,NA,NA,1,0,NA,NA,5,NA
"68",512,"Afghanistan",2002,0,NA,NA,1,0,NA,NA,NA,"ElectionYear"
"69",512,"Afghanistan",2003,NA,NA,NA,1,0,NA,NA,NA,NA
"70",512,"Afghanistan",2004,NA,NA,NA,1,0,NA,NA,NA,NA
"71",512,"Afghanistan",2005,4,NA,NA,1,0,55,NA,NA,"NotElectionYear"
"72",512,"Afghanistan",2006,3,NA,NA,1,0,55,NA,NA,"NotElectionYear"
"73",512,"Afghanistan",2007,2,NA,NA,1,0,55,NA,NA,"NotElectionYear"
"74",512,"Afghanistan",2008,1,NA,NA,1,0,55,NA,NA,"NotElectionYear"
"75",512,"Afghanistan",2009,0,NA,NA,1,0,55,NA,NA,"ElectionYear"
"76",512,"Afghanistan",2010,4,NA,NA,1,0,49.7000007629395,NA,NA,"NotElectionYear"
"77",512,"Afghanistan",2011,3,NA,NA,NA,NA,49.7000007629395,NA,NA,"NotElectionYear"
"78",512,"Afghanistan",2012,2,NA,NA,NA,NA,49.7000007629395,NA,NA,"NotElectionYear"
"79",614,"Angola",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80",614,"Angola",1976,NA,NA,"Left",1,0,NA,NA,1,NA
"81",614,"Angola",1977,NA,NA,"Left",1,0,NA,NA,2,NA
"82",614,"Angola",1978,NA,NA,"Left",1,0,NA,NA,3,NA
"83",614,"Angola",1979,NA,NA,"Left",1,0,NA,NA,4,NA
"84",614,"Angola",1980,NA,NA,"Left",1,0,NA,NA,5,NA
"85",614,"Angola",1981,NA,0,"Left",1,0,NA,NA,6,NA
"86",614,"Angola",1982,NA,0,"Left",1,0,NA,NA,7,NA
"87",614,"Angola",1983,NA,0,"Left",1,0,NA,NA,8,NA
"88",614,"Angola",1984,NA,0,"Left",1,0,NA,NA,9,NA
"89",614,"Angola",1985,NA,0,"Left",1,0,NA,NA,10,NA
"90",614,"Angola",1986,4,0,"Left",1,0,NA,NA,11,"NotElectionYear"
"91",614,"Angola",1987,3,0,"Left",1,0,NA,NA,12,"NotElectionYear"
"92",614,"Angola",1988,2,0,"Left",1,0,NA,NA,13,"NotElectionYear"
"93",614,"Angola",1989,1,0,"Left",1,0,NA,NA,14,"NotElectionYear"
"94",614,"Angola",1990,4,0,"Left",1,0,NA,NA,15,"NotElectionYear"
"95",614,"Angola",1991,3,0,"Left",1,0,NA,NA,16,"NotElectionYear"
"96",614,"Angola",1992,0,0,"Left",1,0,NA,NA,17,"ElectionYear"
"97",614,"Angola",1993,4,0,"Left",2,0,49.5699996948242,NA,18,"NotElectionYear"
"98",614,"Angola",1994,3,0,"Left",2,0,49.5699996948242,NA,19,"NotElectionYear"
"99",614,"Angola",1995,2,0,"Left",2,0,49.5699996948242,NA,20,"NotElectionYear"
"100",614,"Angola",1996,1,0,"Left",2,0,49.5699996948242,NA,21,"NotElectionYear"
"101",614,"Angola",1997,4,0,"Left",2,0,49.5699996948242,NA,22,"NotElectionYear"
"102",614,"Angola",1998,3,0,"Left",1,0,49.5699996948242,NA,23,"NotElectionYear"
"103",614,"Angola",1999,2,0,"Left",1,0,49.5699996948242,NA,24,"NotElectionYear"
"104",614,"Angola",2000,1,0,"Left",1,0,49.5699996948242,NA,25,"NotElectionYear"
"105",614,"Angola",2001,0,0,"Left",1,0,49.5699996948242,NA,26,"ElectionYear"
"106",614,"Angola",2002,4,0,"Left",1,0,49.5699996948242,NA,27,"NotElectionYear"
"107",614,"Angola",2003,3,0,"Left",1,0,49.5699996948242,NA,28,"NotElectionYear"
"108",614,"Angola",2004,2,0,"Left",1,0,49.5699996948242,NA,29,"NotElectionYear"
"109",614,"Angola",2005,1,0,"Left",1,0,49.5699996948242,NA,30,"NotElectionYear"
"110",614,"Angola",2006,0,0,"Left",1,0,49.5699996948242,NA,31,"ElectionYear"
"111",614,"Angola",2007,4,0,"Left",1,0,49.5699996948242,NA,32,"NotElectionYear"
"112",614,"Angola",2008,3,0,"Left",1,0,49.5699996948242,NA,33,"NotElectionYear"
"113",614,"Angola",2009,2,0.143332868814468,"Left",1,0,49.5699996948242,NA,34,"NotElectionYear"
"114",614,"Angola",2010,1,0.143332868814468,"Left",1,0,49.5699996948242,NA,35,"NotElectionYear"
"115",614,"Angola",2011,0,0.143332868814468,"Left",1,0,49.5699996948242,NA,36,"ElectionYear"
"116",614,"Angola",2012,4,0.143332868814468,"Left",1,0,49.5699996948242,NA,37,"NotElectionYear"
"117",914,"Albania",1975,NA,0,"Left",1,0,NA,NA,31,NA
"118",914,"Albania",1976,NA,1.11022302462516e-16,"Left",1,0,NA,NA,32,NA
"119",914,"Albania",1977,NA,1.11022302462516e-16,"Left",1,0,NA,NA,33,NA
"120",914,"Albania",1978,NA,1.11022302462516e-16,"Left",1,0,NA,NA,34,NA
"121",914,"Albania",1979,NA,1.11022302462516e-16,"Left",1,0,NA,NA,35,NA
"122",914,"Albania",1980,NA,1.11022302462516e-16,"Left",1,0,NA,NA,36,NA
"123",914,"Albania",1981,NA,1.11022302462516e-16,"Left",1,0,NA,NA,37,NA
"124",914,"Albania",1982,NA,1.11022302462516e-16,"Left",1,0,NA,NA,38,NA
"125",914,"Albania",1983,NA,1.11022302462516e-16,"Left",1,0,NA,NA,39,NA
"126",914,"Albania",1984,NA,1.11022302462516e-16,"Left",1,0,NA,NA,40,NA
"127",914,"Albania",1985,NA,1.11022302462516e-16,"Left",1,0,NA,NA,41,NA
"128",914,"Albania",1986,NA,1.11022302462516e-16,"Left",1,0,NA,NA,42,NA
"129",914,"Albania",1987,NA,1.11022302462516e-16,"Left",1,0,NA,NA,43,NA
"130",914,"Albania",1988,NA,1.11022302462516e-16,"Left",1,0,NA,NA,44,NA
"131",914,"Albania",1989,NA,1.11022302462516e-16,"Left",1,0,NA,NA,45,NA
"132",914,"Albania",1990,NA,1.11022302462516e-16,"Left",1,0,NA,NA,46,NA
"133",914,"Albania",1991,0,0,"Left",1,0,NA,NA,47,"ElectionYear"
"134",914,"Albania",1992,0,0.42852771282196,"Left",NA,0,NA,NA,48,"ElectionYear"
"135",914,"Albania",1993,4,0.132756128907204,"Right",2,0,NA,NA,1,"NotElectionYear"
"136",914,"Albania",1994,3,0.132756128907204,"Right",2,0,NA,NA,2,"NotElectionYear"
"137",914,"Albania",1995,2,0.132756128907204,"Right",2,0,NA,NA,3,"NotElectionYear"
"138",914,"Albania",1996,0,0.132756128907204,"Right",2,0,NA,NA,4,"ElectionYear"
"139",914,"Albania",1997,0,0.0472258068621159,"Right",2,0,NA,NA,5,"ElectionYear"
"140",914,"Albania",1998,3,0.237668663263321,"Left",2,0,NA,NA,1,"NotElectionYear"
"141",914,"Albania",1999,2,0.237668663263321,"Left",2,0,NA,NA,2,"NotElectionYear"
"142",914,"Albania",2000,1,0.237668663263321,"Left",2,0,NA,NA,3,"NotElectionYear"
"143",914,"Albania",2001,0,0.237871065735817,"Left",2,0,NA,NA,4,"ElectionYear"
"144",914,"Albania",2002,3,0.224213927984238,"Left",2,0,NA,NA,5,"NotElectionYear"
"145",914,"Albania",2003,2,0.224213927984238,"Left",2,0,NA,NA,6,"NotElectionYear"
"146",914,"Albania",2004,1,0.224213927984238,"Left",2,0,NA,NA,7,"NotElectionYear"
"147",914,"Albania",2005,0,0.224213927984238,"Left",2,0,NA,NA,8,"ElectionYear"
"148",914,"Albania",2006,3,0.450786054134369,"Right",3,2,NA,NA,1,"NotElectionYear"
"149",914,"Albania",2007,2,0.450786054134369,"Right",3,2,NA,NA,2,"NotElectionYear"
"150",914,"Albania",2008,1,0.450786054134369,"Right",3,2,NA,NA,3,"NotElectionYear"
"151",914,"Albania",2009,0,0.450786054134369,"Right",3,2,NA,NA,4,"ElectionYear"
"152",914,"Albania",2010,3,0.237429231405258,"Right",2,2,NA,NA,5,"NotElectionYear"
"153",914,"Albania",2011,2,0.237429231405258,"Right",2,2,NA,NA,6,"NotElectionYear"
"154",914,"Albania",2012,1,0.237429231405258,"Right",2,2,NA,NA,7,"NotElectionYear"
"155",NA,"UAE",1975,NA,0,NA,1,0,NA,NA,NA,NA
"156",NA,"UAE",1976,0,0,NA,1,0,NA,NA,NA,"ElectionYear"
"157",NA,"UAE",1977,4,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"158",NA,"UAE",1978,3,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"159",NA,"UAE",1979,2,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"160",NA,"UAE",1980,1,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"161",NA,"UAE",1981,0,0,NA,1,0,NA,NA,NA,"ElectionYear"
"162",NA,"UAE",1982,4,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"163",NA,"UAE",1983,3,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"164",NA,"UAE",1984,2,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"165",NA,"UAE",1985,1,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"166",NA,"UAE",1986,0,0,NA,1,0,NA,NA,NA,"ElectionYear"
"167",NA,"UAE",1987,4,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"168",NA,"UAE",1988,3,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"169",NA,"UAE",1989,2,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"170",NA,"UAE",1990,1,0,NA,1,0,NA,NA,NA,"NotElectionYear"
"171",NA,"UAE",1991,0,0,NA,1,0,NA,NA,NA,"ElectionYear"
"172",NA,"UAE",1992,4,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"173",NA,"UAE",1993,3,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"174",NA,"UAE",1994,2,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"175",NA,"UAE",1995,1,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"176",NA,"UAE",1996,0,NA,NA,1,0,NA,NA,NA,"ElectionYear"
"177",NA,"UAE",1997,4,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"178",NA,"UAE",1998,3,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"179",NA,"UAE",1999,2,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"180",NA,"UAE",2000,1,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"181",NA,"UAE",2001,0,NA,NA,1,0,NA,NA,NA,"ElectionYear"
"182",NA,"UAE",2002,4,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"183",NA,"UAE",2003,3,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"184",NA,"UAE",2004,2,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"185",NA,"UAE",2005,4,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"186",NA,"UAE",2006,3,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"187",NA,"UAE",2007,2,0.512820541858673,NA,1,0,NA,NA,NA,"NotElectionYear"
"188",NA,"UAE",2008,1,0.512820541858673,NA,1,0,NA,NA,NA,"NotElectionYear"
"189",NA,"UAE",2009,0,0.512820541858673,NA,1,0,NA,NA,NA,"ElectionYear"
"190",NA,"UAE",2010,4,0.512820541858673,NA,1,0,NA,NA,NA,"NotElectionYear"
"191",NA,"UAE",2011,3,0.512820541858673,NA,1,0,NA,NA,NA,"NotElectionYear"
"192",NA,"UAE",2012,2,0.512820541858673,NA,1,0,NA,NA,NA,"NotElectionYear"
"193",213,"Argentina",1975,NA,NA,"Left",NA,NA,62,NA,2,NA
"194",213,"Argentina",1976,NA,NA,"Left",NA,NA,62,NA,3,NA
"195",213,"Argentina",1977,NA,NA,NA,1,0,NA,NA,NA,NA
"196",213,"Argentina",1978,NA,NA,NA,1,0,NA,NA,NA,NA
"197",213,"Argentina",1979,5,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"198",213,"Argentina",1980,4,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"199",213,"Argentina",1981,3,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"200",213,"Argentina",1982,2,NA,NA,1,0,NA,NA,NA,"NotElectionYear"
"201",213,"Argentina",1983,0,NA,NA,1,0,NA,NA,NA,"ElectionYear"
"202",213,"Argentina",1984,5,0,"Center",2,0,51.7999992370605,NA,1,"NotElectionYear"
"203",213,"Argentina",1985,4,0,"Center",2,0,51.7999992370605,NA,2,"NotElectionYear"
"204",213,"Argentina",1986,3,0,"Center",2,0,51.7999992370605,NA,3,"NotElectionYear"
"205",213,"Argentina",1987,2,0,"Center",5,1,51.7999992370605,NA,4,"NotElectionYear"
"206",213,"Argentina",1988,1,0,"Center",5,1,51.7999992370605,NA,5,"NotElectionYear"
"207",213,"Argentina",1989,0,0,"Center",5,1,51.7999992370605,NA,6,"ElectionYear"
"208",213,"Argentina",1990,5,0.656496047973633,"Right",5,2,48.5,NA,1,"NotElectionYear"
"209",213,"Argentina",1991,4,0.656496047973633,"Right",5,2,48.5,NA,2,"NotElectionYear"
"210",213,"Argentina",1992,3,0.134501099586487,"Right",5,2,48.5,NA,3,"NotElectionYear"
"211",213,"Argentina",1993,2,0.134501099586487,"Right",5,2,48.5,NA,4,"NotElectionYear"
"212",213,"Argentina",1994,1,0,"Right",2,0,48.5,NA,5,"NotElectionYear"
"213",213,"Argentina",1995,0,0,"Right",2,0,48.5,NA,6,"ElectionYear"
"214",213,"Argentina",1996,3,0,"Right",2,0,49.9000015258789,NA,7,"NotElectionYear"
"215",213,"Argentina",1997,2,0,"Right",2,0,49.9000015258789,NA,8,"NotElectionYear"
"216",213,"Argentina",1998,1,0.501584351062775,"Right",5,1,49.9000015258789,NA,9,"NotElectionYear"
"217",213,"Argentina",1999,0,0.501584351062775,"Right",5,1,49.9000015258789,NA,10,"ElectionYear"
"218",213,"Argentina",2000,3,0,"Center",4,1,48.5,NA,1,"NotElectionYear"
"219",213,"Argentina",2001,2,0,"Center",4,1,48.5,NA,2,"NotElectionYear"
"220",213,"Argentina",2002,1,0,"Right",4,1,NA,NA,1,"NotElectionYear"
"221",213,"Argentina",2003,0,0,"Right",4,1,NA,NA,2,"ElectionYear"
"222",213,"Argentina",2004,3,0,"Left",2,0,NA,NA,3,"NotElectionYear"
"223",213,"Argentina",2005,2,0,"Left",2,0,NA,NA,4,"NotElectionYear"
"224",213,"Argentina",2006,1,0,"Left",4,0,NA,NA,5,"NotElectionYear"
"225",213,"Argentina",2007,0,0,"Left",4,0,NA,NA,6,"ElectionYear"
"226",213,"Argentina",2008,3,0,"Left",5,1,45.2799987792969,NA,7,"NotElectionYear"
"227",213,"Argentina",2009,2,0,"Left",5,1,45.2799987792969,NA,8,"NotElectionYear"
"228",213,"Argentina",2010,1,0,"Left",5,1,45.2799987792969,NA,9,"NotElectionYear"
"229",213,"Argentina",2011,0,0,"Left",5,1,45.2799987792969,NA,10,"ElectionYear"
"230",213,"Argentina",2012,3,0,"Left",5,1,54,NA,11,"NotElectionYear"
"231",911,"Armenia",1975,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232",911,"Armenia",1976,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233",911,"Armenia",1977,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234",911,"Armenia",1978,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235",911,"Armenia",1979,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236",911,"Armenia",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237",911,"Armenia",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238",911,"Armenia",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239",911,"Armenia",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA
"240",911,"Armenia",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA
"241",911,"Armenia",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA
"242",911,"Armenia",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA
"243",911,"Armenia",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA
"244",911,"Armenia",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA
"245",911,"Armenia",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA
"246",911,"Armenia",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA
"247",911,"Armenia",1991,0,0,NA,1,0,NA,NA,1,"ElectionYear"
"248",911,"Armenia",1992,4,0,NA,3,NA,83,NA,2,"NotElectionYear"
"249",911,"Armenia",1993,3,0,NA,3,NA,83,NA,3,"NotElectionYear"
"250",911,"Armenia",1994,2,0,NA,3,NA,83,NA,4,"NotElectionYear"
"251",911,"Armenia",1995,1,0,NA,3,NA,83,NA,5,"NotElectionYear"
"252",911,"Armenia",1996,0,0,NA,2,0,83,NA,6,"ElectionYear"
"253",911,"Armenia",1997,4,0,NA,3,0,52,NA,7,"NotElectionYear"
"254",911,"Armenia",1998,0,0.583793044090271,NA,3,NA,52,NA,8,"ElectionYear"
"255",911,"Armenia",1999,4,0.583793044090271,NA,3,NA,38.7999992370605,59.5,NA,"NotElectionYear"
"256",911,"Armenia",2000,3,0.245535716414452,NA,3,NA,38.7999992370605,59.5,NA,"NotElectionYear"
"257",911,"Armenia",2001,2,0.245535716414452,NA,3,NA,38.7999992370605,59.5,NA,"NotElectionYear"
"258",911,"Armenia",2002,1,0.245535716414452,NA,3,NA,38.7999992370605,59.5,NA,"NotElectionYear"
"259",911,"Armenia",2003,0,0.245535716414452,NA,3,NA,38.7999992370605,59.5,NA,"ElectionYear"
"260",911,"Armenia",2004,4,0.615300536155701,NA,3,NA,49.5,67.5,NA,"NotElectionYear"
"261",911,"Armenia",2005,3,0.615300536155701,NA,3,NA,49.5,67.5,NA,"NotElectionYear"
"262",911,"Armenia",2006,2,0.615300536155701,NA,3,NA,49.5,67.5,NA,"NotElectionYear"
"263",911,"Armenia",2007,1,0.615300536155701,NA,3,NA,49.5,67.5,NA,"NotElectionYear"
"264",911,"Armenia",2008,0,0.613119781017303,NA,3,NA,49.5,67.5,NA,"ElectionYear"
"265",911,"Armenia",2009,4,0.613119781017303,NA,3,NA,52.8199996948242,NA,1,"NotElectionYear"
"266",911,"Armenia",2010,3,0.613119781017303,NA,3,NA,52.8199996948242,NA,2,"NotElectionYear"
"267",911,"Armenia",2011,2,0.613119781017303,NA,3,NA,52.8199996948242,NA,3,"NotElectionYear"
"268",911,"Armenia",2012,1,0.613119781017303,NA,3,NA,52.8199996948242,NA,4,"NotElectionYear"
"269",193,"Australia",1975,0,NA,"Left",NA,NA,NA,NA,3,"ElectionYear"
"270",193,"Australia",1976,2,0.381929188966751,"Right",4,0,NA,NA,1,"NotElectionYear"
"271",193,"Australia",1977,0,0.381929188966751,"Right",4,0,NA,NA,2,"ElectionYear"
"272",193,"Australia",1978,2,0.348290026187897,"Right",4,0,NA,NA,3,"NotElectionYear"
"273",193,"Australia",1979,1,0.348290026187897,"Right",4,0,NA,NA,4,"NotElectionYear"
"274",193,"Australia",1980,0,0.348290026187897,"Right",4,0,NA,NA,5,"ElectionYear"
"275",193,"Australia",1981,2,0.39985191822052,"Right",5,2,NA,NA,6,"NotElectionYear"
"276",193,"Australia",1982,1,0.39985191822052,"Right",5,2,NA,NA,7,"NotElectionYear"
"277",193,"Australia",1983,0,0.39985191822052,"Right",5,2,NA,NA,8,"ElectionYear"
"278",193,"Australia",1984,0,0,"Left",4,0,NA,NA,1,"ElectionYear"
"279",193,"Australia",1985,2,0,"Left",4,0,NA,NA,2,"NotElectionYear"
"280",193,"Australia",1986,1,0,"Left",4,0,NA,NA,3,"NotElectionYear"
"281",193,"Australia",1987,0,0,"Left",4,0,NA,NA,4,"ElectionYear"
"282",193,"Australia",1988,2,0,"Left",4,0,NA,NA,5,"NotElectionYear"
"283",193,"Australia",1989,1,0,"Left",4,0,NA,NA,6,"NotElectionYear"
"284",193,"Australia",1990,0,0,"Left",4,0,NA,NA,7,"ElectionYear"
"285",193,"Australia",1991,2,0,"Left",4,0,NA,NA,8,"NotElectionYear"
"286",193,"Australia",1992,1,0,"Left",4,0,NA,NA,9,"NotElectionYear"
"287",193,"Australia",1993,0,0,"Left",4,0,NA,NA,10,"ElectionYear"
"288",193,"Australia",1994,2,0,"Left",4,0,NA,NA,11,"NotElectionYear"
"289",193,"Australia",1995,1,0,"Left",4,0,NA,NA,12,"NotElectionYear"
"290",193,"Australia",1996,0,0,"Left",4,0,NA,NA,12,"ElectionYear"
"291",193,"Australia",1997,2,0.326012343168259,"Right",4,0,NA,NA,1,"NotElectionYear"
"292",193,"Australia",1998,1,0.326012343168259,"Right",4,0,NA,NA,2,"NotElectionYear"
"293",193,"Australia",1999,2,0.324050635099411,"Right",5,2,NA,NA,3,"NotElectionYear"
"294",193,"Australia",2000,1,0.324050635099411,"Right",5,2,NA,NA,4,"NotElectionYear"
"295",193,"Australia",2001,0,0.324050635099411,"Right",5,2,NA,NA,5,"ElectionYear"
"296",193,"Australia",2002,2,0.270099371671677,"Right",5,2,NA,NA,6,"NotElectionYear"
