"imfcode","country","year","W"
960,"CROATIA",2012,0.75
263,"HAITI",1975,0.25
263,"HAITI",1976,0.25
263,"HAITI",1977,0.25
263,"HAITI",1978,0.25
263,"HAITI",1979,0.25
263,"HAITI",1980,0.25
263,"HAITI",1981,0.25
263,"HAITI",1982,0.25
263,"HAITI",1983,0.25
263,"HAITI",1984,0.25
263,"HAITI",1985,0.25
263,"HAITI",1988,0
263,"HAITI",1989,0.25
263,"HAITI",1990,0.5
263,"HAITI",1991,0.25
263,"HAITI",1992,0
263,"HAITI",1993,0
263,"HAITI",1994,0.5
263,"HAITI",1995,0.75
263,"HAITI",1996,0.75
263,"HAITI",1997,0.75
263,"HAITI",1998,0.75
263,"HAITI",2000,0.5
263,"HAITI",2001,0.5
263,"HAITI",2002,0.5
263,"HAITI",2003,0.5
263,"HAITI",2006,0.75
263,"HAITI",2007,0.75
263,"HAITI",2008,0.75
263,"HAITI",2009,0.75
944,"HUNGARY",1975,0.5
944,"HUNGARY",1976,0.5
944,"HUNGARY",1977,0.5
944,"HUNGARY",1978,0.5
944,"HUNGARY",1979,0.5
944,"HUNGARY",1980,0.5
944,"HUNGARY",1981,0.5
944,"HUNGARY",1982,0.5
944,"HUNGARY",1983,0.5
944,"HUNGARY",1984,0.5
944,"HUNGARY",1985,0.5
944,"HUNGARY",1986,0.5
944,"HUNGARY",1987,0.5
944,"HUNGARY",1988,0.75
944,"HUNGARY",1990,1
944,"HUNGARY",1991,1
944,"HUNGARY",1992,1
944,"HUNGARY",1993,1
944,"HUNGARY",1994,1
944,"HUNGARY",1995,1
944,"HUNGARY",1996,1
944,"HUNGARY",1997,1
944,"HUNGARY",1998,1
944,"HUNGARY",1999,1
944,"HUNGARY",2000,1
944,"HUNGARY",2001,1
944,"HUNGARY",2002,1
944,"HUNGARY",2003,1
944,"HUNGARY",2004,1
944,"HUNGARY",2005,1
944,"HUNGARY",2006,1
944,"HUNGARY",2007,1
944,"HUNGARY",2008,1
944,"HUNGARY",2009,1
944,"HUNGARY",2010,1
944,"HUNGARY",2011,1
944,"HUNGARY",2012,1
536,"INDONESIA",1975,0.25
536,"INDONESIA",1976,0.25
536,"INDONESIA",1977,0.25
536,"INDONESIA",1978,0.25
536,"INDONESIA",1979,0.25
536,"INDONESIA",1980,0.25
536,"INDONESIA",1981,0.25
536,"INDONESIA",1982,0.25
536,"INDONESIA",1983,0.25
536,"INDONESIA",1984,0.25
536,"INDONESIA",1985,0.25
536,"INDONESIA",1986,0.25
536,"INDONESIA",1987,0.25
536,"INDONESIA",1988,0.25
536,"INDONESIA",1989,0.25
536,"INDONESIA",1990,0.25
536,"INDONESIA",1991,0.25
536,"INDONESIA",1992,0.25
536,"INDONESIA",1993,0.25
536,"INDONESIA",1994,0.25
536,"INDONESIA",1995,0.25
536,"INDONESIA",1996,0.25
536,"INDONESIA",1997,0.25
536,"INDONESIA",1998,0.25
536,"INDONESIA",1999,0.75
536,"INDONESIA",2000,0.75
536,"INDONESIA",2001,0.75
536,"INDONESIA",2002,0.75
536,"INDONESIA",2003,0.75
536,"INDONESIA",2004,0.75
536,"INDONESIA",2005,0.5
536,"INDONESIA",2006,0.5
536,"INDONESIA",2007,0.5
536,"INDONESIA",2008,0.5
536,"INDONESIA",2009,0.5
536,"INDONESIA",2010,0.5
536,"INDONESIA",2011,0.5
536,"INDONESIA",2012,0.5
178,"IRELAND",1975,1
178,"IRELAND",1976,1
178,"IRELAND",1977,1
178,"IRELAND",1978,1
178,"IRELAND",1979,1
178,"IRELAND",1980,1
178,"IRELAND",1981,1
178,"IRELAND",1982,1
178,"IRELAND",1983,1
178,"IRELAND",1984,1
178,"IRELAND",1985,1
178,"IRELAND",1986,1
178,"IRELAND",1987,1
178,"IRELAND",1988,1
178,"IRELAND",1989,1
178,"IRELAND",1990,1
178,"IRELAND",1991,1
178,"IRELAND",1992,1
178,"IRELAND",1993,1
178,"IRELAND",1994,1
178,"IRELAND",1995,1
178,"IRELAND",1996,1
178,"IRELAND",1997,1
178,"IRELAND",1998,1
178,"IRELAND",1999,1
178,"IRELAND",2000,1
178,"IRELAND",2001,1
178,"IRELAND",2002,1
178,"IRELAND",2003,1
178,"IRELAND",2004,1
178,"IRELAND",2005,1
178,"IRELAND",2006,1
178,"IRELAND",2007,1
178,"IRELAND",2008,1
178,"IRELAND",2009,1
178,"IRELAND",2010,1
178,"IRELAND",2011,1
178,"IRELAND",2012,1
436,"ISRAEL",1975,0.75
436,"ISRAEL",1976,0.75
436,"ISRAEL",1977,0.75
436,"ISRAEL",1978,0.75
436,"ISRAEL",1979,0.75
436,"ISRAEL",1980,0.75
436,"ISRAEL",1981,0.75
436,"ISRAEL",1982,0.75
436,"ISRAEL",1983,0.75
436,"ISRAEL",1984,0.75
436,"ISRAEL",1985,0.75
436,"ISRAEL",1986,0.75
436,"ISRAEL",1987,0.75
436,"ISRAEL",1988,0.75
436,"ISRAEL",1989,0.75
436,"ISRAEL",1990,0.75
436,"ISRAEL",1991,0.75
436,"ISRAEL",1992,0.75
436,"ISRAEL",1993,0.75
436,"ISRAEL",1994,0.75
436,"ISRAEL",1995,0.75
436,"ISRAEL",1996,0.75
436,"ISRAEL",1997,0.75
436,"ISRAEL",1998,0.75
436,"ISRAEL",1999,1
436,"ISRAEL",2000,1
436,"ISRAEL",2001,1
436,"ISRAEL",2002,1
436,"ISRAEL",2003,1
436,"ISRAEL",2004,1
436,"ISRAEL",2005,1
436,"ISRAEL",2006,1
436,"ISRAEL",2007,1
436,"ISRAEL",2008,1
436,"ISRAEL",2009,1
436,"ISRAEL",2010,1
436,"ISRAEL",2011,1
436,"ISRAEL",2012,1
534,"INDIA",1975,0.75
534,"INDIA",1976,0.75
534,"INDIA",1977,0.75
534,"INDIA",1978,0.75
534,"INDIA",1979,0.75
534,"INDIA",1980,0.75
534,"INDIA",1981,0.75
534,"INDIA",1982,0.75
534,"INDIA",1983,0.75
534,"INDIA",1984,0.75
534,"INDIA",1985,0.75
534,"INDIA",1986,0.75
534,"INDIA",1987,0.75
534,"INDIA",1988,0.75
534,"INDIA",1989,0.75
534,"INDIA",1990,0.75
534,"INDIA",1991,0.75
534,"INDIA",1992,0.75
534,"INDIA",1993,0.75
534,"INDIA",1994,0.75
534,"INDIA",1995,0.75
534,"INDIA",1996,0.5
534,"INDIA",1997,0.75
534,"INDIA",1998,0.75
534,"INDIA",1999,0.75
534,"INDIA",2000,0.75
534,"INDIA",2001,0.75
534,"INDIA",2002,0.75
534,"INDIA",2003,0.75
534,"INDIA",2004,0.75
534,"INDIA",2005,0.75
534,"INDIA",2006,0.75
534,"INDIA",2007,0.75
534,"INDIA",2008,0.75
534,"INDIA",2009,0.75
534,"INDIA",2010,0.75
534,"INDIA",2011,0.75
534,"INDIA",2012,0.75
433,"IRAQ",1975,0
433,"IRAQ",1976,0
433,"IRAQ",1977,0
433,"IRAQ",1978,0
433,"IRAQ",1979,0.25
433,"IRAQ",1980,0.5
433,"IRAQ",1981,0.5
433,"IRAQ",1982,0.5
433,"IRAQ",1983,0.5
433,"IRAQ",1984,0.5
433,"IRAQ",1985,0.5
433,"IRAQ",1986,0.5
433,"IRAQ",1987,0.5
433,"IRAQ",1988,0.5
433,"IRAQ",1989,0.5
433,"IRAQ",1990,0.5
433,"IRAQ",1991,0.5
433,"IRAQ",1992,0.5
433,"IRAQ",1993,0.5
433,"IRAQ",1994,0.5
433,"IRAQ",1995,0.5
433,"IRAQ",1996,0.5
433,"IRAQ",1997,0.5
433,"IRAQ",1998,0.5
433,"IRAQ",1999,0.5
433,"IRAQ",2000,0.5
433,"IRAQ",2001,0.5
433,"IRAQ",2002,0.5
433,"IRAQ",2010,0.75
433,"IRAQ",2011,0.75
433,"IRAQ",2012,0.75
429,"IRAN, ISLAMIC REPUBLIC OF",1975,0.25
429,"IRAN, ISLAMIC REPUBLIC OF",1976,0.25
429,"IRAN, ISLAMIC REPUBLIC OF",1977,0.25
429,"IRAN, ISLAMIC REPUBLIC OF",1978,0.25
429,"IRAN, ISLAMIC REPUBLIC OF",1982,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1983,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1984,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1985,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1986,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1987,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1988,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1989,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1990,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1991,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1992,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1993,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1994,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1995,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1996,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",1997,0.75
429,"IRAN, ISLAMIC REPUBLIC OF",1998,0.75
429,"IRAN, ISLAMIC REPUBLIC OF",1999,0.75
429,"IRAN, ISLAMIC REPUBLIC OF",2000,0.75
429,"IRAN, ISLAMIC REPUBLIC OF",2001,0.75
429,"IRAN, ISLAMIC REPUBLIC OF",2002,0.75
429,"IRAN, ISLAMIC REPUBLIC OF",2003,0.75
429,"IRAN, ISLAMIC REPUBLIC OF",2004,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",2005,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",2006,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",2007,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",2008,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",2009,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",2010,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",2011,0.5
429,"IRAN, ISLAMIC REPUBLIC OF",2012,0.5
136,"ITALY",1975,1
136,"ITALY",1976,1
136,"ITALY",1977,1
136,"ITALY",1978,1
136,"ITALY",1979,1
136,"ITALY",1980,1
136,"ITALY",1981,1
136,"ITALY",1982,1
136,"ITALY",1983,1
136,"ITALY",1984,1
136,"ITALY",1985,1
136,"ITALY",1986,1
136,"ITALY",1987,1
136,"ITALY",1988,1
136,"ITALY",1989,1
136,"ITALY",1990,1
136,"ITALY",1991,1
136,"ITALY",1992,1
136,"ITALY",1993,1
136,"ITALY",1994,1
136,"ITALY",1995,1
136,"ITALY",1996,1
136,"ITALY",1997,1
136,"ITALY",1998,1
136,"ITALY",1999,1
136,"ITALY",2000,1
136,"ITALY",2001,1
136,"ITALY",2002,1
136,"ITALY",2003,1
136,"ITALY",2004,1
136,"ITALY",2005,1
136,"ITALY",2006,1
136,"ITALY",2007,1
136,"ITALY",2008,1
136,"ITALY",2009,1
136,"ITALY",2010,1
136,"ITALY",2011,1
136,"ITALY",2012,1
343,"JAMAICA",1975,1
343,"JAMAICA",1976,1
343,"JAMAICA",1977,1
343,"JAMAICA",1978,1
343,"JAMAICA",1979,1
343,"JAMAICA",1980,1
343,"JAMAICA",1981,1
343,"JAMAICA",1982,1
343,"JAMAICA",1983,1
343,"JAMAICA",1984,1
343,"JAMAICA",1985,1
343,"JAMAICA",1986,1
343,"JAMAICA",1987,1
343,"JAMAICA",1988,1
343,"JAMAICA",1989,1
343,"JAMAICA",1990,1
343,"JAMAICA",1991,1
343,"JAMAICA",1992,1
343,"JAMAICA",1993,0.75
343,"JAMAICA",1994,0.75
343,"JAMAICA",1995,0.75
343,"JAMAICA",1996,0.75
343,"JAMAICA",1997,0.75
343,"JAMAICA",1998,0.75
343,"JAMAICA",1999,0.75
343,"JAMAICA",2000,0.75
343,"JAMAICA",2001,0.75
343,"JAMAICA",2002,0.75
343,"JAMAICA",2003,0.75
343,"JAMAICA",2004,0.75
343,"JAMAICA",2005,0.75
343,"JAMAICA",2006,0.75
343,"JAMAICA",2007,0.75
343,"JAMAICA",2008,0.75
343,"JAMAICA",2009,0.75
343,"JAMAICA",2010,0.75
343,"JAMAICA",2011,0.75
343,"JAMAICA",2012,0.75
439,"JORDAN",1975,0.25
439,"JORDAN",1976,0.25
439,"JORDAN",1977,0.25
439,"JORDAN",1978,0.25
439,"JORDAN",1979,0.25
439,"JORDAN",1980,0.25
439,"JORDAN",1981,0.25
439,"JORDAN",1982,0.25
439,"JORDAN",1983,0.25
439,"JORDAN",1984,0.25
439,"JORDAN",1985,0.25
439,"JORDAN",1986,0.25
439,"JORDAN",1987,0.25
439,"JORDAN",1988,0.25
439,"JORDAN",1989,0.25
439,"JORDAN",1990,0.25
439,"JORDAN",1991,0.25
439,"JORDAN",1992,0.25
439,"JORDAN",1993,0.25
439,"JORDAN",1994,0.25
439,"JORDAN",1995,0.25
439,"JORDAN",1996,0.25
439,"JORDAN",1997,0.25
439,"JORDAN",1998,0.25
439,"JORDAN",1999,0.25
439,"JORDAN",2000,0.25
439,"JORDAN",2001,0.25
439,"JORDAN",2002,0.25
439,"JORDAN",2003,0.25
439,"JORDAN",2004,0.25
439,"JORDAN",2005,0.25
439,"JORDAN",2006,0.25
439,"JORDAN",2007,0.25
439,"JORDAN",2008,0.25
439,"JORDAN",2009,0.25
439,"JORDAN",2010,0.25
439,"JORDAN",2011,0.25
439,"JORDAN",2012,0.25
158,"JAPAN",1975,1
158,"JAPAN",1976,1
158,"JAPAN",1977,1
158,"JAPAN",1978,1
158,"JAPAN",1979,1
158,"JAPAN",1980,1
158,"JAPAN",1981,1
158,"JAPAN",1982,1
158,"JAPAN",1983,1
158,"JAPAN",1984,1
158,"JAPAN",1985,1
158,"JAPAN",1986,1
158,"JAPAN",1987,1
158,"JAPAN",1988,1
158,"JAPAN",1989,1
158,"JAPAN",1990,1
158,"JAPAN",1991,1
158,"JAPAN",1992,1
158,"JAPAN",1993,1
158,"JAPAN",1994,1
158,"JAPAN",1995,1
158,"JAPAN",1996,1
158,"JAPAN",1997,1
158,"JAPAN",1998,1
158,"JAPAN",1999,1
158,"JAPAN",2000,1
158,"JAPAN",2001,1
158,"JAPAN",2002,1
158,"JAPAN",2003,1
158,"JAPAN",2004,1
158,"JAPAN",2005,1
158,"JAPAN",2006,1
158,"JAPAN",2007,1
158,"JAPAN",2008,1
158,"JAPAN",2009,1
158,"JAPAN",2010,1
158,"JAPAN",2011,1
158,"JAPAN",2012,1
664,"KENYA",1975,0.5
664,"KENYA",1976,0.5
664,"KENYA",1977,0.5
664,"KENYA",1978,0.5
664,"KENYA",1979,0.5
664,"KENYA",1980,0.5
664,"KENYA",1981,0.5
664,"KENYA",1982,0.5
664,"KENYA",1983,0.5
664,"KENYA",1984,0.5
664,"KENYA",1985,0.5
664,"KENYA",1986,0.5
664,"KENYA",1987,0.5
664,"KENYA",1988,0.5
664,"KENYA",1989,0.5
664,"KENYA",1990,0.5
664,"KENYA",1991,0.5
664,"KENYA",1992,0.5
664,"KENYA",1993,0.5
664,"KENYA",1994,0.5
664,"KENYA",1995,0.5
664,"KENYA",1996,0.5
664,"KENYA",1997,0.5
664,"KENYA",1998,0.5
664,"KENYA",1999,0.5
664,"KENYA",2000,0.5
664,"KENYA",2001,0.5
664,"KENYA",2002,0.75
664,"KENYA",2003,0.75
664,"KENYA",2004,0.75
664,"KENYA",2005,0.75
664,"KENYA",2006,0.75
664,"KENYA",2007,0.75
664,"KENYA",2008,0.75
664,"KENYA",2009,0.75
664,"KENYA",2010,0.75
664,"KENYA",2011,0.75
664,"KENYA",2012,0.75
917,"KYRGYZSTAN",1992,0.5
917,"KYRGYZSTAN",1993,0.5
917,"KYRGYZSTAN",1994,0.5
917,"KYRGYZSTAN",1995,0.5
917,"KYRGYZSTAN",1996,0.5
917,"KYRGYZSTAN",1997,0.5
917,"KYRGYZSTAN",1998,0.5
917,"KYRGYZSTAN",1999,0.5
917,"KYRGYZSTAN",2000,0.5
917,"KYRGYZSTAN",2001,0.5
917,"KYRGYZSTAN",2002,0.5
917,"KYRGYZSTAN",2003,0.5
917,"KYRGYZSTAN",2004,0.5
917,"KYRGYZSTAN",2005,0.75
917,"KYRGYZSTAN",2006,0.75
917,"KYRGYZSTAN",2007,0.75
917,"KYRGYZSTAN",2008,0.75
917,"KYRGYZSTAN",2009,0.75
917,"KYRGYZSTAN",2011,0.75
917,"KYRGYZSTAN",2012,0.75
522,"CAMBODIA",1976,0
522,"CAMBODIA",1977,0.25
522,"CAMBODIA",1978,0.25
522,"CAMBODIA",1993,0.75
522,"CAMBODIA",1994,0.75
522,"CAMBODIA",1995,0.75
522,"CAMBODIA",1996,0.75
522,"CAMBODIA",1997,0.25
522,"CAMBODIA",1998,0.25
522,"CAMBODIA",1999,0.25
522,"CAMBODIA",2000,0.25
522,"CAMBODIA",2001,0.25
522,"CAMBODIA",2002,0.25
522,"CAMBODIA",2003,0.25
522,"CAMBODIA",2004,0.25
522,"CAMBODIA",2005,0.25
522,"CAMBODIA",2006,0.25
522,"CAMBODIA",2007,0.25
522,"CAMBODIA",2008,0.25
522,"CAMBODIA",2009,0.25
522,"CAMBODIA",2010,0.25
522,"CAMBODIA",2011,0.25
522,"CAMBODIA",2012,0.25
632,"COMOROS",1976,0.25
632,"COMOROS",1977,0.25
632,"COMOROS",1978,0.25
632,"COMOROS",1979,0.25
632,"COMOROS",1980,0.25
632,"COMOROS",1981,0.25
632,"COMOROS",1982,0.25
632,"COMOROS",1983,0.25
632,"COMOROS",1984,0.25
632,"COMOROS",1985,0.25
632,"COMOROS",1986,0.25
632,"COMOROS",1987,0.25
632,"COMOROS",1988,0.25
632,"COMOROS",1989,0.25
632,"COMOROS",1990,0.75
632,"COMOROS",1991,0.75
632,"COMOROS",1992,0.75
632,"COMOROS",1993,0.75
632,"COMOROS",1994,0.75
632,"COMOROS",1996,0.75
632,"COMOROS",1997,0.75
632,"COMOROS",1998,0.75
632,"COMOROS",1999,0.25
632,"COMOROS",2000,0
632,"COMOROS",2001,0
632,"COMOROS",2002,0
632,"COMOROS",2003,0
632,"COMOROS",2004,0
632,"COMOROS",2005,0
632,"COMOROS",2006,0.5
632,"COMOROS",2007,0.75
632,"COMOROS",2008,0.75
632,"COMOROS",2009,0.75
632,"COMOROS",2010,0.75
632,"COMOROS",2011,0.75
632,"COMOROS",2012,0.75
443,"KUWAIT",1975,0.25
443,"KUWAIT",1976,0.25
443,"KUWAIT",1977,0.25
443,"KUWAIT",1978,0.25
443,"KUWAIT",1979,0.25
443,"KUWAIT",1980,0.25
443,"KUWAIT",1981,0.25
443,"KUWAIT",1982,0.25
443,"KUWAIT",1983,0.25
443,"KUWAIT",1984,0.25
443,"KUWAIT",1985,0.25
443,"KUWAIT",1986,0.25
443,"KUWAIT",1987,0.25
443,"KUWAIT",1988,0.25
443,"KUWAIT",1989,0.25
443,"KUWAIT",1991,0.25
443,"KUWAIT",1992,0.25
443,"KUWAIT",1993,0.25
443,"KUWAIT",1994,0.25
443,"KUWAIT",1995,0.25
443,"KUWAIT",1996,0.25
443,"KUWAIT",1997,0.25
443,"KUWAIT",1998,0.25
443,"KUWAIT",1999,0.25
443,"KUWAIT",2000,0.25
443,"KUWAIT",2001,0.25
443,"KUWAIT",2002,0.25
443,"KUWAIT",2003,0.25
443,"KUWAIT",2004,0.25
443,"KUWAIT",2005,0.25
443,"KUWAIT",2006,0.25
443,"KUWAIT",2007,0.25
443,"KUWAIT",2008,0.25
443,"KUWAIT",2009,0.25
443,"KUWAIT",2010,0.25
443,"KUWAIT",2011,0.25
443,"KUWAIT",2012,0.25
916,"KAZAKHSTAN",1992,0.5
916,"KAZAKHSTAN",1993,0.5
916,"KAZAKHSTAN",1994,0.5
916,"KAZAKHSTAN",1995,0.5
916,"KAZAKHSTAN",1996,0.5
916,"KAZAKHSTAN",1997,0.5
916,"KAZAKHSTAN",1998,0.5
916,"KAZAKHSTAN",1999,0.5
916,"KAZAKHSTAN",2000,0.5
916,"KAZAKHSTAN",2001,0.5
916,"KAZAKHSTAN",2002,0.5
916,"KAZAKHSTAN",2003,0.5
916,"KAZAKHSTAN",2004,0.5
916,"KAZAKHSTAN",2005,0.5
916,"KAZAKHSTAN",2006,0.5
916,"KAZAKHSTAN",2007,0.5
916,"KAZAKHSTAN",2008,0.5
916,"KAZAKHSTAN",2009,0.5
916,"KAZAKHSTAN",2010,0.5
916,"KAZAKHSTAN",2011,0.5
916,"KAZAKHSTAN",2012,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1975,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1976,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1977,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1978,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1979,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1980,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1981,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1982,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1983,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1984,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1985,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1986,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1987,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1988,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1989,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1990,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1991,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1992,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1993,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1994,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1995,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1996,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1997,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1998,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",1999,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2000,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2001,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2002,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2003,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2004,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2005,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2006,0.25
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2007,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2008,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2009,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2010,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2011,0.5
544,"LAO PEOPLE'S DEMOCRATIC REPUBLIC",2012,0.5
446,"LEBANON",2005,0.5
446,"LEBANON",2006,0.5
446,"LEBANON",2007,0.5
446,"LEBANON",2008,0.5
446,"LEBANON",2009,0.5
446,"LEBANON",2010,0.5
446,"LEBANON",2011,0.5
446,"LEBANON",2012,0.5
524,"SRI LANKA",1975,0.75
524,"SRI LANKA",1976,0.75
524,"SRI LANKA",1977,0.75
524,"SRI LANKA",1978,0.75
524,"SRI LANKA",1979,0.75
524,"SRI LANKA",1980,0.75
524,"SRI LANKA",1981,0.75
524,"SRI LANKA",1982,0.75
524,"SRI LANKA",1983,0.75
524,"SRI LANKA",1984,0.75
524,"SRI LANKA",1985,0.75
524,"SRI LANKA",1986,0.75
524,"SRI LANKA",1987,0.75
524,"SRI LANKA",1988,0.75
524,"SRI LANKA",1989,0.75
524,"SRI LANKA",1990,0.75
524,"SRI LANKA",1991,0.75
524,"SRI LANKA",1992,0.75
524,"SRI LANKA",1993,0.75
524,"SRI LANKA",1994,0.75
524,"SRI LANKA",1995,0.75
524,"SRI LANKA",1996,0.75
524,"SRI LANKA",1997,0.75
524,"SRI LANKA",1998,0.75
524,"SRI LANKA",1999,0.75
524,"SRI LANKA",2000,0.75
524,"SRI LANKA",2001,0.75
524,"SRI LANKA",2002,0.75
524,"SRI LANKA",2003,0.75
524,"SRI LANKA",2004,0.75
524,"SRI LANKA",2005,0.75
524,"SRI LANKA",2006,0.75
524,"SRI LANKA",2007,0.75
524,"SRI LANKA",2008,0.75
524,"SRI LANKA",2009,0.75
524,"SRI LANKA",2010,0.75
524,"SRI LANKA",2011,0.75
524,"SRI LANKA",2012,0.75
668,"LIBERIA",1975,0.5
668,"LIBERIA",1976,0.5
668,"LIBERIA",1977,0.5
668,"LIBERIA",1978,0.5
668,"LIBERIA",1979,0.5
668,"LIBERIA",1980,0.25
668,"LIBERIA",1981,0
668,"LIBERIA",1982,0
668,"LIBERIA",1983,0
668,"LIBERIA",1984,0
668,"LIBERIA",1985,0
668,"LIBERIA",1986,0
668,"LIBERIA",1987,0
668,"LIBERIA",1988,0
668,"LIBERIA",1989,0
668,"LIBERIA",1998,0.75
668,"LIBERIA",1999,0.75
668,"LIBERIA",2000,0.75
668,"LIBERIA",2001,0.75
668,"LIBERIA",2002,0.75
668,"LIBERIA",2006,0.75
668,"LIBERIA",2007,0.75
668,"LIBERIA",2008,0.75
668,"LIBERIA",2009,0.75
668,"LIBERIA",2010,0.75
668,"LIBERIA",2011,0.75
668,"LIBERIA",2012,0.75
666,"LESOTHO",1975,0.5
666,"LESOTHO",1976,0.5
666,"LESOTHO",1977,0.5
666,"LESOTHO",1978,0.5
666,"LESOTHO",1979,0.5
666,"LESOTHO",1980,0.5
666,"LESOTHO",1981,0.5
666,"LESOTHO",1982,0.5
666,"LESOTHO",1983,0.5
666,"LESOTHO",1984,0.5
666,"LESOTHO",1985,0.5
666,"LESOTHO",1986,0.25
666,"LESOTHO",1987,0
666,"LESOTHO",1988,0
666,"LESOTHO",1989,0
666,"LESOTHO",1990,0
666,"LESOTHO",1991,0
666,"LESOTHO",1992,0
666,"LESOTHO",1993,0.5
666,"LESOTHO",1994,0.75
666,"LESOTHO",1995,0.75
666,"LESOTHO",1996,0.75
666,"LESOTHO",1997,0.75
666,"LESOTHO",2002,0.75
666,"LESOTHO",2003,0.75
666,"LESOTHO",2004,0.75
666,"LESOTHO",2005,0.75
666,"LESOTHO",2006,0.75
666,"LESOTHO",2007,0.75
666,"LESOTHO",2008,0.75
666,"LESOTHO",2009,0.75
666,"LESOTHO",2010,0.75
666,"LESOTHO",2011,0.75
666,"LESOTHO",2012,0.75
946,"LITHUANIA",1992,1
946,"LITHUANIA",1993,1
946,"LITHUANIA",1994,1
946,"LITHUANIA",1995,1
946,"LITHUANIA",1996,1
946,"LITHUANIA",1997,1
946,"LITHUANIA",1998,1
946,"LITHUANIA",1999,1
946,"LITHUANIA",2000,1
946,"LITHUANIA",2001,1
946,"LITHUANIA",2002,1
946,"LITHUANIA",2003,1
946,"LITHUANIA",2004,1
946,"LITHUANIA",2005,1
946,"LITHUANIA",2006,1
946,"LITHUANIA",2007,1
946,"LITHUANIA",2008,1
946,"LITHUANIA",2009,1
946,"LITHUANIA",2010,1
946,"LITHUANIA",2011,1
946,"LITHUANIA",2012,1
137,"LUXEMBOURG",1975,1
137,"LUXEMBOURG",1976,1
137,"LUXEMBOURG",1977,1
137,"LUXEMBOURG",1978,1
137,"LUXEMBOURG",1979,1
