"imfcode","year","country","UDS","polity2"
"5000",223,1940,NA,NA,-7
"5001",223,1941,NA,NA,-7
"5002",223,1942,NA,NA,-7
"5003",223,1943,NA,NA,-7
"5004",223,1944,NA,NA,-7
"5005",223,1945,NA,NA,0
"5006",223,1946,"Brazil",0.469967813742665,7
"5007",223,1947,"Brazil",0.383114144070443,5
"5008",223,1948,"Brazil",0.35796210323872,5
"5009",223,1949,"Brazil",0.358764245777772,5
"5010",223,1950,"Brazil",0.374935128211776,5
"5011",223,1951,"Brazil",0.356876671237138,5
"5012",223,1952,"Brazil",0.3556648070387,5
"5013",223,1953,"Brazil",0.353518594078703,5
"5014",223,1954,"Brazil",0.356892750141175,5
"5015",223,1955,"Brazil",0.413929908087309,5
"5016",223,1956,"Brazil",0.404218379281681,5
"5017",223,1957,"Brazil",0.488961079749232,5
"5018",223,1958,"Brazil",0.532759732161919,6
"5019",223,1959,"Brazil",0.52892029957775,6
"5020",223,1960,"Brazil",0.470560408327216,6
"5021",223,1961,"Brazil",0.494013929327862,5
"5022",223,1962,"Brazil",0.492450689210904,5
"5023",223,1963,"Brazil",0.361678699446283,3
"5024",223,1964,"Brazil",-0.752316479282851,-3
"5025",223,1965,"Brazil",-0.909178923281391,-9
"5026",223,1966,"Brazil",-0.976043515352137,-9
"5027",223,1967,"Brazil",-0.977190557894711,-9
"5028",223,1968,"Brazil",-1.4442368125484,-9
"5029",223,1969,"Brazil",-1.25626091409498,-9
"5030",223,1970,"Brazil",-0.97886809097953,-9
"5031",223,1971,"Brazil",-0.98188024523545,-9
"5032",223,1972,"Brazil",-0.799034690825931,-9
"5033",223,1973,"Brazil",-0.80094060110815,-9
"5034",223,1974,"Brazil",-0.213584564603505,-4
"5035",223,1975,"Brazil",-0.249506523200111,-4
"5036",223,1976,"Brazil",-0.237205071088572,-4
"5037",223,1977,"Brazil",-0.306232698904781,-4
"5038",223,1978,"Brazil",-0.207717283680987,-4
"5039",223,1979,"Brazil",-0.217926573472421,-4
"5040",223,1980,"Brazil",-0.303424246433627,-4
"5041",223,1981,"Brazil",-0.179760936530605,-4
"5042",223,1982,"Brazil",-0.168108248387021,-3
"5043",223,1983,"Brazil",-0.164116355922861,-3
"5044",223,1984,"Brazil",-0.163309643553192,-3
"5045",223,1985,"Brazil",0.365102717705815,7
"5046",223,1986,"Brazil",0.469213033671916,7
"5047",223,1987,"Brazil",0.474277501795913,7
"5048",223,1988,"Brazil",0.488473538563155,8
"5049",223,1989,"Brazil",0.765675551074431,8
"5050",223,1990,"Brazil",0.742097483543414,8
"5051",223,1991,"Brazil",0.740588538450199,8
"5052",223,1992,"Brazil",0.745149532635408,8
"5053",223,1993,"Brazil",0.700207399081763,8
"5054",223,1994,"Brazil",0.746944519358364,8
"5055",223,1995,"Brazil",0.743075937032968,8
"5056",223,1996,"Brazil",0.746864403985393,8
"5057",223,1997,"Brazil",0.703863589942365,8
"5058",223,1998,"Brazil",0.704690005497117,8
"5059",223,1999,"Brazil",0.672513997597034,8
"5060",223,2000,"Brazil",0.810557300131988,8
"5061",223,2001,"Brazil",0.718476210079787,8
"5062",223,2002,"Brazil",0.767855410998852,8
"5063",223,2003,"Brazil",0.716012320776043,8
"5064",223,2004,"Brazil",0.716368246065149,8
"5065",223,2005,"Brazil",0.833647015405574,8
"5066",223,2006,"Brazil",0.798985625233716,8
"5067",223,2007,"Brazil",0.804080990828817,8
"5068",223,2008,"Brazil",0.800236167947957,8
"5069",223,2009,NA,NA,8
"5070",223,2010,NA,NA,8
"5071",223,2011,NA,NA,8
"5072",223,2012,NA,NA,8
"5073",228,1818,NA,NA,-5
"5074",228,1819,NA,NA,-5
"5075",228,1820,NA,NA,-5
"5076",228,1821,NA,NA,-5
"5077",228,1822,NA,NA,-5
"5078",228,1823,NA,NA,-5
"5079",228,1824,NA,NA,-5
"5080",228,1825,NA,NA,-5
"5081",228,1826,NA,NA,-5
"5082",228,1827,NA,NA,-5
"5083",228,1828,NA,NA,-5
"5084",228,1829,NA,NA,-5
"5085",228,1830,NA,NA,-5
"5086",228,1831,NA,NA,-5
"5087",228,1832,NA,NA,-5
"5088",228,1833,NA,NA,-5
"5089",228,1834,NA,NA,-5
"5090",228,1835,NA,NA,-5
"5091",228,1836,NA,NA,-5
"5092",228,1837,NA,NA,-5
"5093",228,1838,NA,NA,-5
"5094",228,1839,NA,NA,-5
"5095",228,1840,NA,NA,-5
"5096",228,1841,NA,NA,-5
"5097",228,1842,NA,NA,-5
"5098",228,1843,NA,NA,-5
"5099",228,1844,NA,NA,-5
"5100",228,1845,NA,NA,-5
"5101",228,1846,NA,NA,-5
"5102",228,1847,NA,NA,-5
"5103",228,1848,NA,NA,-5
"5104",228,1849,NA,NA,-5
"5105",228,1850,NA,NA,-5
"5106",228,1851,NA,NA,0
"5107",228,1852,NA,NA,0
"5108",228,1853,NA,NA,0
"5109",228,1854,NA,NA,0
"5110",228,1855,NA,NA,0
"5111",228,1856,NA,NA,0
"5112",228,1857,NA,NA,0
"5113",228,1858,NA,NA,0
"5114",228,1859,NA,NA,0
"5115",228,1860,NA,NA,0
"5116",228,1861,NA,NA,0
"5117",228,1862,NA,NA,0
"5118",228,1863,NA,NA,0
"5119",228,1864,NA,NA,0
"5120",228,1865,NA,NA,0
"5121",228,1866,NA,NA,0
"5122",228,1867,NA,NA,0
"5123",228,1868,NA,NA,0
"5124",228,1869,NA,NA,0
"5125",228,1870,NA,NA,0
"5126",228,1871,NA,NA,0
"5127",228,1872,NA,NA,0
"5128",228,1873,NA,NA,0
"5129",228,1874,NA,NA,3
"5130",228,1875,NA,NA,3
"5131",228,1876,NA,NA,3
"5132",228,1877,NA,NA,3
"5133",228,1878,NA,NA,3
"5134",228,1879,NA,NA,3
"5135",228,1880,NA,NA,3
"5136",228,1881,NA,NA,3
"5137",228,1882,NA,NA,3
"5138",228,1883,NA,NA,3
"5139",228,1884,NA,NA,3
"5140",228,1885,NA,NA,3
"5141",228,1886,NA,NA,3
"5142",228,1887,NA,NA,3
"5143",228,1888,NA,NA,5
"5144",228,1889,NA,NA,5
"5145",228,1890,NA,NA,5
"5146",228,1891,NA,NA,3
"5147",228,1892,NA,NA,3
"5148",228,1893,NA,NA,3
"5149",228,1894,NA,NA,3
"5150",228,1895,NA,NA,3
"5151",228,1896,NA,NA,3
"5152",228,1897,NA,NA,3
"5153",228,1898,NA,NA,3
"5154",228,1899,NA,NA,3
"5155",228,1900,NA,NA,3
"5156",228,1901,NA,NA,3
"5157",228,1902,NA,NA,3
"5158",228,1903,NA,NA,3
"5159",228,1904,NA,NA,3
"5160",228,1905,NA,NA,3
"5161",228,1906,NA,NA,3
"5162",228,1907,NA,NA,3
"5163",228,1908,NA,NA,3
"5164",228,1909,NA,NA,3
"5165",228,1910,NA,NA,3
"5166",228,1911,NA,NA,3
"5167",228,1912,NA,NA,3
"5168",228,1913,NA,NA,3
"5169",228,1914,NA,NA,3
"5170",228,1915,NA,NA,3
"5171",228,1916,NA,NA,3
"5172",228,1917,NA,NA,3
"5173",228,1918,NA,NA,3
"5174",228,1919,NA,NA,3
"5175",228,1920,NA,NA,3
"5176",228,1921,NA,NA,3
"5177",228,1922,NA,NA,3
"5178",228,1923,NA,NA,3
"5179",228,1924,NA,NA,0
"5180",228,1925,NA,NA,-2
"5181",228,1926,NA,NA,-2
"5182",228,1927,NA,NA,-2
"5183",228,1928,NA,NA,-2
"5184",228,1929,NA,NA,-2
"5185",228,1930,NA,NA,-2
"5186",228,1931,NA,NA,-2
"5187",228,1932,NA,NA,-2
"5188",228,1933,NA,NA,-2
"5189",228,1934,NA,NA,-2
"5190",228,1935,NA,NA,2
"5191",228,1936,NA,NA,2
"5192",228,1937,NA,NA,2
"5193",228,1938,NA,NA,2
"5194",228,1939,NA,NA,2
"5195",228,1940,NA,NA,2
"5196",228,1941,NA,NA,2
"5197",228,1942,NA,NA,2
"5198",228,1943,NA,NA,2
"5199",228,1944,NA,NA,2
"5200",228,1945,NA,NA,2
"5201",228,1946,"Chile",0.15475195065898,2
"5202",228,1947,"Chile",0.156467959230446,2
"5203",228,1948,"Chile",0.160722982202943,2
"5204",228,1949,"Chile",0.15907681159792,2
"5205",228,1950,"Chile",0.212439693197919,2
"5206",228,1951,"Chile",0.157192327763409,2
"5207",228,1952,"Chile",0.223984279234292,2
"5208",228,1953,"Chile",0.295762366098831,2
"5209",228,1954,"Chile",0.293230344573932,2
"5210",228,1955,"Chile",0.372498191337737,5
"5211",228,1956,"Chile",0.436350329630007,5
"5212",228,1957,"Chile",0.35714915045912,5
"5213",228,1958,"Chile",0.408807994242333,5
"5214",228,1959,"Chile",0.493396433673344,5
"5215",228,1960,"Chile",0.5128151974236,5
"5216",228,1961,"Chile",0.492306609012607,5
"5217",228,1962,"Chile",0.49015438379591,5
"5218",228,1963,"Chile",0.490803423521319,5
"5219",228,1964,"Chile",0.530824584072158,6
"5220",228,1965,"Chile",0.619215617763725,6
"5221",228,1966,"Chile",0.531198412278449,6
"5222",228,1967,"Chile",0.525734725337861,6
"5223",228,1968,"Chile",0.528288330488467,6
"5224",228,1969,"Chile",0.535206740152886,6
"5225",228,1970,"Chile",0.730093734110072,6
"5226",228,1971,"Chile",0.727384767091784,6
"5227",228,1972,"Chile",0.805441912628395,6
"5228",228,1973,"Chile",-0.462151857330677,-7
"5229",228,1974,"Chile",-0.938150876862622,-7
"5230",228,1975,"Chile",-0.934868924549339,-7
"5231",228,1976,"Chile",-0.932687996683607,-7
"5232",228,1977,"Chile",-0.953622046970193,-7
"5233",228,1978,"Chile",-0.952663654475573,-7
"5234",228,1979,"Chile",-0.858448768864577,-7
"5235",228,1980,"Chile",-1.17710576237136,-7
"5236",228,1981,"Chile",-0.951910631397499,-7
"5237",228,1982,"Chile",-0.947019183382275,-7
"5238",228,1983,"Chile",-0.660269669475472,-6
"5239",228,1984,"Chile",-0.660178602357422,-6
"5240",228,1985,"Chile",-0.617245897087194,-6
"5241",228,1986,"Chile",-0.664599945751724,-6
"5242",228,1987,"Chile",-0.660005325199486,-6
"5243",228,1988,"Chile",-0.508817595775543,-1
"5244",228,1989,"Chile",0.0160483851071893,8
"5245",228,1990,"Chile",0.66609262597267,8
"5246",228,1991,"Chile",0.672707708948397,8
"5247",228,1992,"Chile",0.67186794207275,8
"5248",228,1993,"Chile",0.674224539161438,8
"5249",228,1994,"Chile",0.670330982369227,8
"5250",228,1995,"Chile",0.667910017631756,8
"5251",228,1996,"Chile",0.672613823664368,8
"5252",228,1997,"Chile",0.669550176852351,8
"5253",228,1998,"Chile",0.633668896511933,8
"5254",228,1999,"Chile",0.65609015445724,8
"5255",228,2000,"Chile",0.763840908486262,9
"5256",228,2001,"Chile",0.700789665567821,9
"5257",228,2002,"Chile",0.751109757431268,9
"5258",228,2003,"Chile",0.822970199223525,9
"5259",228,2004,"Chile",0.822599979006048,9
"5260",228,2005,"Chile",0.823818057203252,9
"5261",228,2006,"Chile",1.18649302615344,10
"5262",228,2007,"Chile",1.18542020130667,10
"5263",228,2008,"Chile",1.17739983028509,10
"5264",228,2009,NA,NA,10
"5265",228,2010,NA,NA,10
"5266",228,2011,NA,NA,10
"5267",228,2012,NA,NA,10
"5268",233,1821,NA,NA,-1
"5269",233,1822,NA,NA,-1
"5270",233,1823,NA,NA,-1
"5271",233,1824,NA,NA,-1
"5272",233,1825,NA,NA,-1
"5273",233,1826,NA,NA,-1
"5274",233,1827,NA,NA,-1
"5275",233,1828,NA,NA,-5
"5276",233,1829,NA,NA,-5
"5277",233,1830,NA,NA,-5
"5278",233,1831,NA,NA,-5
"5279",233,1832,NA,NA,2
"5281",233,1833,NA,NA,2
"5282",233,1834,NA,NA,2
"5283",233,1835,NA,NA,2
"5284",233,1836,NA,NA,2
"5285",233,1837,NA,NA,2
"5286",233,1838,NA,NA,2
"5287",233,1839,NA,NA,2
"5288",233,1840,NA,NA,2
"5289",233,1841,NA,NA,2
"5290",233,1842,NA,NA,2
"5291",233,1843,NA,NA,2
"5292",233,1844,NA,NA,2
"5293",233,1845,NA,NA,2
"5294",233,1846,NA,NA,2
"5295",233,1847,NA,NA,2
"5296",233,1848,NA,NA,2
"5297",233,1849,NA,NA,2
"5298",233,1850,NA,NA,2
"5299",233,1851,NA,NA,2
"5300",233,1852,NA,NA,2
"5301",233,1853,NA,NA,2
"5302",233,1854,NA,NA,2
"5303",233,1855,NA,NA,2
"5304",233,1856,NA,NA,2
"5305",233,1857,NA,NA,2
"5306",233,1858,NA,NA,2
"5307",233,1859,NA,NA,2
"5308",233,1860,NA,NA,0
"5309",233,1861,NA,NA,-5
"5310",233,1862,NA,NA,-5
"5311",233,1863,NA,NA,-5
"5312",233,1864,NA,NA,-5
"5313",233,1865,NA,NA,-5
"5314",233,1866,NA,NA,-5
"5315",233,1867,NA,NA,8
"5316",233,1868,NA,NA,8
"5317",233,1869,NA,NA,8
"5318",233,1870,NA,NA,8
"5319",233,1871,NA,NA,8
"5320",233,1872,NA,NA,8
"5321",233,1873,NA,NA,8
"5322",233,1874,NA,NA,8
"5323",233,1875,NA,NA,8
"5324",233,1876,NA,NA,8
"5325",233,1877,NA,NA,8
"5326",233,1878,NA,NA,8
"5327",233,1879,NA,NA,8
"5328",233,1880,NA,NA,8
"5329",233,1881,NA,NA,8
"5330",233,1882,NA,NA,8
"5331",233,1883,NA,NA,8
"5332",233,1884,NA,NA,8
"5333",233,1885,NA,NA,8
"5334",233,1886,NA,NA,-3
"5335",233,1887,NA,NA,-3
"5336",233,1888,NA,NA,-3
"5337",233,1889,NA,NA,-3
"5338",233,1890,NA,NA,-3
"5339",233,1891,NA,NA,-3
"5340",233,1892,NA,NA,-3
"5341",233,1893,NA,NA,-3
"5342",233,1894,NA,NA,-3
"5343",233,1895,NA,NA,-3
"5344",233,1896,NA,NA,-3
"5345",233,1897,NA,NA,-3
"5346",233,1898,NA,NA,-3
"5347",233,1899,NA,NA,-3
"5348",233,1900,NA,NA,0
"5349",233,1901,NA,NA,0
"5350",233,1902,NA,NA,0
"5351",233,1903,NA,NA,0
"5352",233,1904,NA,NA,-5
"5353",233,1905,NA,NA,-5
"5354",233,1906,NA,NA,-5
"5355",233,1907,NA,NA,-5
"5356",233,1908,NA,NA,-5
"5357",233,1909,NA,NA,-5
"5358",233,1910,NA,NA,-5
"5359",233,1911,NA,NA,-5
"5360",233,1912,NA,NA,-5
"5361",233,1913,NA,NA,-5
"5362",233,1914,NA,NA,-5
"5363",233,1915,NA,NA,-5
"5364",233,1916,NA,NA,-5
"5365",233,1917,NA,NA,-5
"5366",233,1918,NA,NA,-5
"5367",233,1919,NA,NA,-5
"5368",233,1920,NA,NA,-5
"5369",233,1921,NA,NA,-5
"5370",233,1922,NA,NA,-5
"5371",233,1923,NA,NA,-5
"5372",233,1924,NA,NA,-5
"5373",233,1925,NA,NA,-5
"5374",233,1926,NA,NA,-5
"5375",233,1927,NA,NA,-5
"5376",233,1928,NA,NA,-5
"5377",233,1929,NA,NA,-5
"5378",233,1930,NA,NA,5
"5379",233,1931,NA,NA,5
"5380",233,1932,NA,NA,5
"5381",233,1933,NA,NA,5
"5382",233,1934,NA,NA,5
"5383",233,1935,NA,NA,5
"5384",233,1936,NA,NA,5
"5385",233,1937,NA,NA,5
"5386",233,1938,NA,NA,5
"5387",233,1939,NA,NA,5
"5388",233,1940,NA,NA,5
"5389",233,1941,NA,NA,5
"5390",233,1942,NA,NA,5
"5391",233,1943,NA,NA,5
"5392",233,1944,NA,NA,5
"5393",233,1945,NA,NA,5
"5394",233,1946,"Colombia",0.198053373971183,5
"5395",233,1947,"Colombia",0.195957057411098,5
"5396",233,1948,"Colombia",0.095387128133166,-5
"5397",233,1949,"Colombia",-0.302969388545753,-5
"5398",233,1950,"Colombia",-0.408804127302432,-5
"5399",233,1951,"Colombia",-0.534201940645764,-5
"5400",233,1952,"Colombia",-0.528692645937634,-5
"5401",233,1953,"Colombia",-0.618853814349761,-5
"5402",233,1954,"Colombia",-0.725504336473651,-5
"5403",233,1955,"Colombia",-0.725531565928489,-5
"5404",233,1956,"Colombia",-0.838520490481607,-5
"5405",233,1957,"Colombia",-0.280610901873068,7
"5406",233,1958,"Colombia",0.150164693526426,7
"5407",233,1959,"Colombia",0.279062951948821,7
"5408",233,1960,"Colombia",0.239943237975521,7
"5409",233,1961,"Colombia",0.273810820956151,7
"5410",233,1962,"Colombia",0.308193623488438,7
"5411",233,1963,"Colombia",0.309832818843285,7
"5412",233,1964,"Colombia",0.308869047034429,7
"5413",233,1965,"Colombia",0.294239139654756,7
"5414",233,1966,"Colombia",0.275568238161849,7
"5415",233,1967,"Colombia",0.275687007128202,7
"5416",233,1968,"Colombia",0.275999121151489,7
"5417",233,1969,"Colombia",0.274783300654508,7
"5418",233,1970,"Colombia",0.335262335952723,7
"5419",233,1971,"Colombia",0.334826928196223,7
"5420",233,1972,"Colombia",0.37840896377061,7
"5421",233,1973,"Colombia",0.380842065405211,7
"5422",233,1974,"Colombia",0.661380291642641,8
"5423",233,1975,"Colombia",0.624628515775905,8
"5424",233,1976,"Colombia",0.624286351251417,8
"5425",233,1977,"Colombia",0.56080718321183,8
"5426",233,1978,"Colombia",0.623155059889569,8
"5427",233,1979,"Colombia",0.621519463895192,8
"5428",233,1980,"Colombia",0.55692022826561,8
"5429",233,1981,"Colombia",0.623147488212995,8
"5430",233,1982,"Colombia",0.59585704871852,8
"5431",233,1983,"Colombia",0.643617232874431,8
"5432",233,1984,"Colombia",0.641728418911766,8
"5433",233,1985,"Colombia",0.744024079683636,8
"5434",233,1986,"Colombia",0.638679414819399,8
"5435",233,1987,"Colombia",0.640303476381312,8
"5436",233,1988,"Colombia",0.566219172529976,8
"5437",233,1989,"Colombia",0.581514548771771,8
"5438",233,1990,"Colombia",0.297538742061625,8
"5439",233,1991,"Colombia",0.322013712688567,9
"5440",233,1992,"Colombia",0.322201494064988,9
"5441",233,1993,"Colombia",0.32369321925367,9
"5442",233,1994,"Colombia",0.323063695672781,9
"5443",233,1995,"Colombia",0.257842520920736,7
"5444",233,1996,"Colombia",0.258288025423257,7
"5445",233,1997,"Colombia",0.254643751997806,7
"5446",233,1998,"Colombia",0.29829155730674,7
"5447",233,1999,"Colombia",0.205841101113997,7
"5448",233,2000,"Colombia",0.190844867759555,7
"5449",233,2001,"Colombia",0.206676016683222,7
"5450",233,2002,"Colombia",0.203936477320193,7
"5451",233,2003,"Colombia",0.203877536313031,7
"5452",233,2004,"Colombia",0.2028505519954,7
"5453",233,2005,"Colombia",0.244796980711354,7
"5454",233,2006,"Colombia",0.268729076546603,7
"5455",233,2007,"Colombia",0.274778977675274,7
"5456",233,2008,"Colombia",0.323480708743421,7
"5457",233,2009,NA,NA,7
"5458",233,2010,NA,NA,7
"5459",233,2011,NA,NA,7
"5460",233,2012,NA,NA,7
"5461",238,1838,NA,NA,-3
"5462",238,1839,NA,NA,-3
"5463",238,1840,NA,NA,-3
"5464",238,1841,NA,NA,1
"5465",238,1842,NA,NA,1
"5466",238,1843,NA,NA,1
"5467",238,1844,NA,NA,1
"5468",238,1845,NA,NA,1
"5469",238,1846,NA,NA,1
"5470",238,1847,NA,NA,1
"5471",238,1848,NA,NA,1
"5472",238,1849,NA,NA,1
"5473",238,1850,NA,NA,1
"5474",238,1851,NA,NA,1
"5475",238,1852,NA,NA,1
"5476",238,1853,NA,NA,3
"5477",238,1854,NA,NA,3
"5478",238,1855,NA,NA,3
"5479",238,1856,NA,NA,3
"5480",238,1857,NA,NA,3
"5481",238,1858,NA,NA,3
"5482",238,1859,NA,NA,3
"5483",238,1860,NA,NA,3
"5484",238,1861,NA,NA,3
"5485",238,1862,NA,NA,3
"5486",238,1863,NA,NA,3
"5487",238,1864,NA,NA,3
"5488",238,1865,NA,NA,3
"5489",238,1866,NA,NA,3
"5490",238,1867,NA,NA,5
"5491",238,1868,NA,NA,5
"5492",238,1869,NA,NA,5
"5493",238,1870,NA,NA,5
"5494",238,1871,NA,NA,5
"5495",238,1872,NA,NA,5
"5496",238,1873,NA,NA,5
"5497",238,1874,NA,NA,5
"5498",238,1875,NA,NA,6
"5499",238,1876,NA,NA,6
"5500",238,1877,NA,NA,6
"5501",238,1878,NA,NA,6
"5502",238,1879,NA,NA,6
"5503",238,1880,NA,NA,6
"5504",238,1881,NA,NA,6
"5505",238,1882,NA,NA,6
"5506",238,1883,NA,NA,7
"5507",238,1884,NA,NA,7
"5508",238,1885,NA,NA,7
"5509",238,1886,NA,NA,7
"5510",238,1887,NA,NA,7
"5511",238,1888,NA,NA,7
"5512",238,1889,NA,NA,7
"5513",238,1890,NA,NA,10
"5514",238,1891,NA,NA,10
"5515",238,1892,NA,NA,10
"5516",238,1893,NA,NA,10
"5517",238,1894,NA,NA,10
"5518",238,1895,NA,NA,10
"5519",238,1896,NA,NA,10
"5520",238,1897,NA,NA,10
"5521",238,1898,NA,NA,10
"5522",238,1899,NA,NA,10
"5523",238,1900,NA,NA,10
"5524",238,1901,NA,NA,10
"5525",238,1902,NA,NA,10
"5526",238,1903,NA,NA,10
"5527",238,1904,NA,NA,10
"5528",238,1905,NA,NA,10
"5529",238,1906,NA,NA,10
"5530",238,1907,NA,NA,10
"5531",238,1908,NA,NA,10
"5532",238,1909,NA,NA,10
"5533",238,1910,NA,NA,10
"5534",238,1911,NA,NA,10
"5535",238,1912,NA,NA,10
"5536",238,1913,NA,NA,10
"5537",238,1914,NA,NA,10
"5538",238,1915,NA,NA,10
"5539",238,1916,NA,NA,10
"5540",238,1917,NA,NA,10
"5541",238,1918,NA,NA,10
"5542",238,1919,NA,NA,10
"5543",238,1920,NA,NA,10
"5544",238,1921,NA,NA,10
"5545",238,1922,NA,NA,10
"5546",238,1923,NA,NA,10
"5547",238,1924,NA,NA,10
"5548",238,1925,NA,NA,10
"5549",238,1926,NA,NA,10
"5550",238,1927,NA,NA,10
"5551",238,1928,NA,NA,10
"5552",238,1929,NA,NA,10
"5553",238,1930,NA,NA,10
"5554",238,1931,NA,NA,10
"5555",238,1932,NA,NA,10
"5556",238,1933,NA,NA,10
"5557",238,1934,NA,NA,10
"5558",238,1935,NA,NA,10
"5559",238,1936,NA,NA,10
"5560",238,1937,NA,NA,10
"5561",238,1938,NA,NA,10
"5562",238,1939,NA,NA,10
"5563",238,1940,NA,NA,10
"5564",238,1941,NA,NA,10
"5565",238,1942,NA,NA,10
"5566",238,1943,NA,NA,10
"5567",238,1944,NA,NA,10
"5568",238,1945,NA,NA,10
"5569",238,1946,"Costa Rica",0.396316757892824,10
"5570",238,1947,"Costa Rica",0.395430114626401,10
"5571",238,1948,"Costa Rica",-0.174613286758203,10
"5572",238,1949,"Costa Rica",0.273600745507896,10
"5573",238,1950,"Costa Rica",0.381090705316903,10
"5574",238,1951,"Costa Rica",0.373862027555096,10
"5575",238,1952,"Costa Rica",0.37131333137494,10
"5576",238,1953,"Costa Rica",0.580050557428045,10
"5577",238,1954,"Costa Rica",0.581043121719715,10
"5578",238,1955,"Costa Rica",0.56626964595978,10
"5579",238,1956,"Costa Rica",0.580675292337781,10
"5580",238,1957,"Costa Rica",0.579551391179143,10
"5581",238,1958,"Costa Rica",0.922766589973404,10
"5582",238,1959,"Costa Rica",0.912713715057473,10
"5583",238,1960,"Costa Rica",0.977556348757676,10
"5584",238,1961,"Costa Rica",0.915758427277043,10
"5585",238,1962,"Costa Rica",0.913801982531932,10
"5586",238,1963,"Costa Rica",0.918583030441079,10
"5587",238,1964,"Costa Rica",0.920184047158666,10
"5588",238,1965,"Costa Rica",0.963934120143145,10
"5589",238,1966,"Costa Rica",0.916665387397907,10
"5590",238,1967,"Costa Rica",0.9153146894362,10
"5591",238,1968,"Costa Rica",0.914609601215207,10
"5592",238,1969,"Costa Rica",0.91718398846631,10
"5593",238,1970,"Costa Rica",0.99912119365205,10
"5594",238,1971,"Costa Rica",0.996222713348553,10
"5595",238,1972,"Costa Rica",1.14768971879356,10
"5596",238,1973,"Costa Rica",1.14921412517252,10
"5597",238,1974,"Costa Rica",1.21955871079061,10
"5598",238,1975,"Costa Rica",1.41691734204623,10
"5599",238,1976,"Costa Rica",1.41886594901657,10
"5600",238,1977,"Costa Rica",1.41344274851303,10
"5601",238,1978,"Costa Rica",1.4129171680108,10
"5602",238,1979,"Costa Rica",1.411461789952,10
"5603",238,1980,"Costa Rica",1.42614889779505,10
"5604",238,1981,"Costa Rica",1.22508357397138,10
"5605",238,1982,"Costa Rica",1.15164706675322,10
"5606",238,1983,"Costa Rica",1.194663324642,10
"5607",238,1984,"Costa Rica",1.1875535868196,10
"5608",238,1985,"Costa Rica",1.23503567503447,10
"5609",238,1986,"Costa Rica",1.29554492673981,10
"5610",238,1987,"Costa Rica",1.29436241140129,10
"5611",238,1988,"Costa Rica",1.29975521578712,10
"5612",238,1989,"Costa Rica",1.28917786634926,10
"5613",238,1990,"Costa Rica",1.30292191617218,10
"5614",238,1991,"Costa Rica",1.30313895562393,10
"5615",238,1992,"Costa Rica",1.297771387596,10
"5616",238,1993,"Costa Rica",1.11022237489624,10
"5617",238,1994,"Costa Rica",1.18498320382123,10
"5618",238,1995,"Costa Rica",1.191166549432,10
"5619",238,1996,"Costa Rica",1.18448254902475,10
"5620",238,1997,"Costa Rica",1.18990860204992,10
"5621",238,1998,"Costa Rica",1.10749632191234,10
"5622",238,1999,"Costa Rica",1.11127273640596,10
"5623",238,2000,"Costa Rica",1.14493185705631,10
"5624",238,2001,"Costa Rica",1.09735947940505,10
"5625",238,2002,"Costa Rica",1.02174744717893,10
"5626",238,2003,"Costa Rica",1.02413671397745,10
"5627",238,2004,"Costa Rica",1.18998402831192,10
"5628",238,2005,"Costa Rica",1.19231232055918,10
"5629",238,2006,"Costa Rica",1.18858688923925,10
"5630",238,2007,"Costa Rica",1.28561230810346,10
"5631",238,2008,"Costa Rica",1.18148543519411,10
"5632",238,2009,NA,NA,10
"5633",238,2010,NA,NA,10
"5634",238,2011,NA,NA,10
"5635",238,2012,NA,NA,10
"5636",243,1844,NA,NA,-3
"5637",243,1845,NA,NA,-3
"5638",243,1846,NA,NA,-3
"5639",243,1847,NA,NA,-3
"5640",243,1848,NA,NA,-3
"5641",243,1849,NA,NA,-3
"5642",243,1850,NA,NA,-3
"5643",243,1851,NA,NA,-3
"5644",243,1852,NA,NA,-3
"5645",243,1853,NA,NA,-3
"5646",243,1854,NA,NA,-3
"5647",243,1855,NA,NA,-3
"5648",243,1856,NA,NA,-3
"5649",243,1857,NA,NA,-3
"5650",243,1858,NA,NA,-3
"5651",243,1859,NA,NA,-3
"5652",243,1860,NA,NA,-3
"5653",243,1861,NA,NA,0
"5654",243,1862,NA,NA,0
"5655",243,1863,NA,NA,0
"5656",243,1864,NA,NA,0
"5657",243,1865,NA,NA,-3
"5658",243,1866,NA,NA,-3
"5659",243,1867,NA,NA,-3
"5660",243,1868,NA,NA,-3
"5661",243,1869,NA,NA,-3
"5662",243,1870,NA,NA,-3
"5663",243,1871,NA,NA,-3
"5664",243,1872,NA,NA,-3
"5665",243,1873,NA,NA,-3
"5666",243,1874,NA,NA,-3
"5667",243,1875,NA,NA,-3
"5668",243,1876,NA,NA,-3
"5669",243,1877,NA,NA,-3
"5670",243,1878,NA,NA,-3
"5671",243,1879,NA,NA,-3
"5672",243,1880,NA,NA,-3
"5673",243,1881,NA,NA,-3
"5674",243,1882,NA,NA,-3
"5675",243,1883,NA,NA,-3
"5676",243,1884,NA,NA,-3
"5677",243,1885,NA,NA,-3
"5678",243,1886,NA,NA,-3
"5679",243,1887,NA,NA,-3
"5680",243,1888,NA,NA,-3
"5681",243,1889,NA,NA,-3
"5682",243,1890,NA,NA,-3
"5683",243,1891,NA,NA,-3
"5684",243,1892,NA,NA,-3
"5685",243,1893,NA,NA,-3
