"imfcode","year","country","UDS","polity2"
"8122",336,1978,"Guyana",0.0862026148699843,0
"8123",336,1979,"Guyana",0.0361537177476951,0
"8124",336,1980,"Guyana",-0.121118323373255,-7
"8125",336,1981,"Guyana",-0.25497896791757,-7
"8126",336,1982,"Guyana",-0.257172913506151,-7
"8127",336,1983,"Guyana",-0.416597302704933,-7
"8128",336,1984,"Guyana",-0.414083520256374,-7
"8129",336,1985,"Guyana",-0.461831672634979,-7
"8130",336,1986,"Guyana",-0.485181551034438,-7
"8131",336,1987,"Guyana",-0.485452735788114,-7
"8132",336,1988,"Guyana",-0.441006868105729,-7
"8133",336,1989,"Guyana",-0.417714712389146,-7
"8134",336,1990,"Guyana",-0.422311565513639,-7
"8135",336,1991,"Guyana",-0.424411152620898,-7
"8136",336,1992,"Guyana",0.229903575662473,6
"8137",336,1993,"Guyana",0.324761420367246,6
"8138",336,1994,"Guyana",0.323977933141461,6
"8139",336,1995,"Guyana",0.323574740401301,6
"8140",336,1996,"Guyana",0.323894399084594,6
"8141",336,1997,"Guyana",0.323485215182585,6
"8142",336,1998,"Guyana",0.319008618342254,6
"8143",336,1999,"Guyana",0.324316391589118,6
"8144",336,2000,"Guyana",0.389312089250848,6
"8145",336,2001,"Guyana",0.377845806505974,6
"8146",336,2002,"Guyana",0.379398324496299,6
"8147",336,2003,"Guyana",0.371711643020542,6
"8148",336,2004,"Guyana",0.374266305417163,6
"8149",336,2005,"Guyana",0.28212624833657,6
"8150",336,2006,"Guyana",0.271676317900535,6
"8151",336,2007,"Guyana",0.265789485766028,6
"8152",336,2008,"Guyana",0.272093640329196,6
"8153",336,2009,NA,NA,6
"8154",336,2010,NA,NA,6
"8155",336,2011,NA,NA,6
"8156",336,2012,NA,NA,6
"8157",339,1981,"Belize",0.71595665655226,NA
"8158",339,1982,"Belize",0.712053386346608,NA
"8159",339,1983,"Belize",0.70511378869118,NA
"8160",339,1984,"Belize",0.71652961665405,NA
"8161",339,1985,"Belize",1.01349049455264,NA
"8162",339,1986,"Belize",0.916778253446988,NA
"8163",339,1987,"Belize",0.9130114833879,NA
"8164",339,1988,"Belize",0.824806023270704,NA
"8165",339,1989,"Belize",0.83013552469614,NA
"8166",339,1990,"Belize",0.827805158159012,NA
"8167",339,1991,"Belize",1.04396627174737,NA
"8168",339,1992,"Belize",1.04119109518954,NA
"8169",339,1993,"Belize",1.04441761631649,NA
"8170",339,1994,"Belize",1.04615402094439,NA
"8171",339,1995,"Belize",1.04654478634163,NA
"8172",339,1996,"Belize",1.04851486729993,NA
"8173",339,1997,"Belize",1.0501362766606,NA
"8174",339,1998,"Belize",0.907124235737155,NA
"8175",339,1999,"Belize",0.910235666220983,NA
"8176",339,2000,"Belize",0.765283469174163,NA
"8177",339,2001,"Belize",0.71548530899296,NA
"8178",339,2002,"Belize",0.706171314666239,NA
"8179",339,2003,"Belize",0.832162797906764,NA
"8180",339,2004,"Belize",0.827870597251457,NA
"8181",339,2005,"Belize",0.825690757257445,NA
"8182",339,2006,"Belize",0.824921349428912,NA
"8183",339,2007,"Belize",0.83128693384244,NA
"8184",339,2008,"Belize",0.826516343928166,NA
"8185",343,1959,NA,NA,10
"8186",343,1960,"Jamaica",1.47445108093972,10
"8187",343,1961,NA,NA,10
"8188",343,1962,"Jamaica",0.981101427688434,10
"8189",343,1963,"Jamaica",0.97999052113237,10
"8190",343,1964,"Jamaica",0.983727396408811,10
"8191",343,1965,"Jamaica",1.04514878969719,10
"8192",343,1966,"Jamaica",0.989547775390164,10
"8193",343,1967,"Jamaica",1.05422296298441,10
"8194",343,1968,"Jamaica",1.05301774178428,10
"8195",343,1969,"Jamaica",1.05558070298578,10
"8196",343,1970,"Jamaica",1.06086546001911,10
"8197",343,1971,"Jamaica",1.05879506529055,10
"8198",343,1972,"Jamaica",0.928806944738951,10
"8199",343,1973,"Jamaica",0.924319131035081,10
"8200",343,1974,"Jamaica",0.9269150354324,10
"8201",343,1975,"Jamaica",0.929566115534974,10
"8202",343,1976,"Jamaica",0.913324253154205,10
"8203",343,1977,"Jamaica",0.851595028798177,10
"8204",343,1978,"Jamaica",0.84623006413412,10
"8205",343,1979,"Jamaica",0.847779597260609,10
"8206",343,1980,"Jamaica",0.895984381092097,10
"8207",343,1981,"Jamaica",0.840629771632752,10
"8208",343,1982,"Jamaica",0.846977450936329,10
"8209",343,1983,"Jamaica",0.625963548485822,10
"8210",343,1984,"Jamaica",0.631088270490917,10
"8211",343,1985,"Jamaica",0.54273430505332,10
"8212",343,1986,"Jamaica",0.626994201120281,10
"8213",343,1987,"Jamaica",0.694242169873032,10
"8214",343,1988,"Jamaica",0.767887642593731,10
"8215",343,1989,"Jamaica",0.909328475939554,10
"8216",343,1990,"Jamaica",0.910242061701506,10
"8217",343,1991,"Jamaica",0.916012198316648,10
"8218",343,1992,"Jamaica",0.914059838290165,10
"8219",343,1993,"Jamaica",0.655760626561286,9
"8220",343,1994,"Jamaica",0.654128737189508,9
"8221",343,1995,"Jamaica",0.65687026886573,9
"8222",343,1996,"Jamaica",0.655882140980698,9
"8223",343,1997,"Jamaica",0.659871998262845,9
"8224",343,1998,"Jamaica",0.716368724485095,9
"8225",343,1999,"Jamaica",0.684375280400567,9
"8226",343,2000,"Jamaica",0.654684614057737,9
"8227",343,2001,"Jamaica",0.618886922361541,9
"8228",343,2002,"Jamaica",0.621378935963767,9
"8229",343,2003,"Jamaica",0.62169813431318,9
"8230",343,2004,"Jamaica",0.618658919267267,9
"8231",343,2005,"Jamaica",0.619308686539025,9
"8232",343,2006,"Jamaica",0.620672055239126,9
"8233",343,2007,"Jamaica",0.61495387024788,9
"8234",343,2008,"Jamaica",0.614660790618314,9
"8235",343,2009,NA,NA,9
"8236",343,2010,NA,NA,9
"8237",343,2011,NA,NA,9
"8238",343,2012,NA,NA,9
"8239",361,1983,"St. Kitts & Nevis",0.697238416147282,NA
"8240",361,1984,"St. Kitts & Nevis",1.04757523788336,NA
"8241",361,1985,"St. Kitts & Nevis",1.12626724773745,NA
"8242",361,1986,"St. Kitts & Nevis",1.05428763791818,NA
"8243",361,1987,"St. Kitts & Nevis",0.82710074140955,NA
"8244",361,1988,"St. Kitts & Nevis",0.909834626286865,NA
"8245",361,1989,"St. Kitts & Nevis",1.04984210364567,NA
"8246",361,1990,"St. Kitts & Nevis",1.04954315528634,NA
"8247",361,1991,"St. Kitts & Nevis",1.05398822369419,NA
"8248",361,1992,"St. Kitts & Nevis",1.04940730171789,NA
"8249",361,1993,"St. Kitts & Nevis",1.18317929518136,NA
"8250",361,1994,"St. Kitts & Nevis",0.797390620170563,NA
"8251",361,1995,"St. Kitts & Nevis",0.83046175156755,NA
"8252",361,1996,"St. Kitts & Nevis",0.820019022778531,NA
"8253",361,1997,"St. Kitts & Nevis",0.831032620388283,NA
"8254",361,1998,"St. Kitts & Nevis",0.832844923184478,NA
"8255",361,1999,"St. Kitts & Nevis",0.826772905291801,NA
"8256",361,2000,"St. Kitts & Nevis",1.11359703985303,NA
"8257",361,2001,"St. Kitts & Nevis",1.04663610288176,NA
"8258",361,2002,"St. Kitts & Nevis",1.05207259172101,NA
"8259",361,2003,"St. Kitts & Nevis",1.04795109444759,NA
"8260",361,2004,"St. Kitts & Nevis",0.944342221412046,NA
"8261",361,2005,"St. Kitts & Nevis",1.17985352244449,NA
"8262",361,2006,"St. Kitts & Nevis",1.17703589342539,NA
"8263",361,2007,"St. Kitts & Nevis",1.1832925215616,NA
"8264",361,2008,"St. Kitts & Nevis",1.17749809690586,NA
"8265",362,1979,"St. Lucia",0.586537263436123,NA
"8266",362,1980,"St. Lucia",0.800458703602436,NA
"8267",362,1981,"St. Lucia",0.692078819016152,NA
"8268",362,1982,"St. Lucia",0.697290381878504,NA
"8269",362,1983,"St. Lucia",0.690855763148603,NA
"8270",362,1984,"St. Lucia",0.824587384748169,NA
"8271",362,1985,"St. Lucia",0.94563209327417,NA
"8272",362,1986,"St. Lucia",0.831228686546418,NA
"8273",362,1987,"St. Lucia",0.828092281752238,NA
"8274",362,1988,"St. Lucia",0.905821496735033,NA
"8275",362,1989,"St. Lucia",0.822880805227586,NA
"8276",362,1990,"St. Lucia",0.831728025280281,NA
"8277",362,1991,"St. Lucia",0.821944774979196,NA
"8278",362,1992,"St. Lucia",0.82228543298558,NA
"8279",362,1993,"St. Lucia",0.829913581376703,NA
"8280",362,1994,"St. Lucia",0.829677421526266,NA
"8281",362,1995,"St. Lucia",0.828284390851847,NA
"8282",362,1996,"St. Lucia",0.829835872304775,NA
"8283",362,1997,"St. Lucia",0.831155564596176,NA
"8284",362,1998,"St. Lucia",0.824027238076385,NA
"8285",362,1999,"St. Lucia",0.826915009087687,NA
"8286",362,2000,"St. Lucia",0.938426451579924,NA
"8287",362,2001,"St. Lucia",0.826202348967696,NA
"8288",362,2002,"St. Lucia",0.829732254946307,NA
"8289",362,2003,"St. Lucia",0.831015789950729,NA
"8290",362,2004,"St. Lucia",0.82653302147905,NA
"8291",362,2005,"St. Lucia",1.04475125378577,NA
"8292",362,2006,"St. Lucia",1.0519697039832,NA
"8293",362,2007,"St. Lucia",1.04544613344563,NA
"8294",362,2008,"St. Lucia",1.05472520606478,NA
"8295",364,1979,"St. Vincent & Grenadine",0.590057109592343,NA
"8296",364,1980,"St. Vincent & Grenadine",0.714420549065742,NA
"8297",364,1981,"St. Vincent & Grenadine",0.586459328079643,NA
"8298",364,1982,"St. Vincent & Grenadine",0.584641178843886,NA
"8299",364,1983,"St. Vincent & Grenadine",0.591065919157099,NA
"8300",364,1984,"St. Vincent & Grenadine",0.686955549645948,NA
"8301",364,1985,"St. Vincent & Grenadine",0.846714614680753,NA
"8302",364,1986,"St. Vincent & Grenadine",0.694916546208308,NA
"8303",364,1987,"St. Vincent & Grenadine",0.828047522013261,NA
"8304",364,1988,"St. Vincent & Grenadine",0.90427019287499,NA
"8305",364,1989,"St. Vincent & Grenadine",0.715882232846413,NA
"8306",364,1990,"St. Vincent & Grenadine",0.713217511449968,NA
"8307",364,1991,"St. Vincent & Grenadine",0.714627608105192,NA
"8308",364,1992,"St. Vincent & Grenadine",0.708527253807109,NA
"8309",364,1993,"St. Vincent & Grenadine",0.899426338357765,NA
"8310",364,1994,"St. Vincent & Grenadine",0.827357902079128,NA
"8311",364,1995,"St. Vincent & Grenadine",0.823915417206643,NA
"8312",364,1996,"St. Vincent & Grenadine",0.826079531585686,NA
"8313",364,1997,"St. Vincent & Grenadine",0.827040474622003,NA
"8314",364,1998,"St. Vincent & Grenadine",0.941151634804516,NA
"8315",364,1999,"St. Vincent & Grenadine",0.938435110456496,NA
"8316",364,2000,"St. Vincent & Grenadine",1.03244938819265,NA
"8317",364,2001,"St. Vincent & Grenadine",0.939903944641862,NA
"8318",364,2002,"St. Vincent & Grenadine",0.941851844003587,NA
"8319",364,2003,"St. Vincent & Grenadine",0.937062408194837,NA
"8320",364,2004,"St. Vincent & Grenadine",0.941435256772418,NA
"8321",364,2005,"St. Vincent & Grenadine",1.04689118256915,NA
"8322",364,2006,"St. Vincent & Grenadine",1.04686003354801,NA
"8323",364,2007,"St. Vincent & Grenadine",1.05339685248868,NA
"8324",364,2008,"St. Vincent & Grenadine",1.04735724203895,NA
"8325",366,1975,"Suriname",0.726064380297579,5
"8326",366,1976,"Suriname",0.726640542322547,5
"8327",366,1977,"Suriname",0.727000042178367,5
"8328",366,1978,"Suriname",0.731212601475655,5
"8329",366,1979,"Suriname",0.72941437457002,5
"8330",366,1980,"Suriname",-1.41414328827028,-1
"8331",366,1981,"Suriname",-1.29249190124729,-1
"8332",366,1982,"Suriname",-1.29720285660541,-6
"8333",366,1983,"Suriname",-1.0667249167018,-6
"8334",366,1984,"Suriname",-1.06586000362496,-6
"8335",366,1985,"Suriname",-0.838938657142917,-6
"8336",366,1986,"Suriname",-0.870231736030708,-6
"8337",366,1987,"Suriname",-0.114509360225022,-1
"8338",366,1988,"Suriname",0.404192529992164,-1
"8339",366,1989,"Suriname",0.324251754959694,-1
"8340",366,1990,"Suriname",-0.0476656482711292,2
"8341",366,1991,"Suriname",0.356891905740526,5
"8342",366,1992,"Suriname",0.506651933337223,5
"8343",366,1993,"Suriname",0.504821394636163,5
"8344",366,1994,"Suriname",0.50490737891926,5
"8345",366,1995,"Suriname",0.504965175263986,5
"8346",366,1996,"Suriname",0.602272179900968,5
"8347",366,1997,"Suriname",0.59559167765989,5
"8348",366,1998,"Suriname",0.60392593377708,5
"8349",366,1999,"Suriname",0.602644986406509,5
"8350",366,2000,"Suriname",1.02585417392441,5
"8351",366,2001,"Suriname",0.932433251169704,5
"8352",366,2002,"Suriname",0.93259098177138,5
"8353",366,2003,"Suriname",0.937116429892792,5
"8354",366,2004,"Suriname",0.937390150498132,5
"8355",366,2005,"Suriname",0.797833205867371,5
"8356",366,2006,"Suriname",0.793921040076026,5
"8357",366,2007,"Suriname",0.799772701771225,5
"8358",366,2008,"Suriname",0.795891113811796,5
"8359",366,2009,NA,NA,5
"8360",366,2010,NA,NA,5
"8361",366,2011,NA,NA,5
"8362",366,2012,NA,NA,5
"8363",369,1962,"Trinidad",0.684147678857141,8
"8364",369,1963,"Trinidad",0.684033720518302,8
"8365",369,1964,"Trinidad",0.68692789597389,8
"8366",369,1965,"Trinidad",0.622027463340341,8
"8367",369,1966,"Trinidad",0.600986906440419,8
"8368",369,1967,"Trinidad",0.780526923739004,8
"8369",369,1968,"Trinidad",0.780749339913966,8
"8370",369,1969,"Trinidad",0.77996134921248,8
"8371",369,1970,"Trinidad",0.783725307586257,8
"8372",369,1971,"Trinidad",0.416528070258281,8
"8373",369,1972,"Trinidad",0.440357679503862,8
"8374",369,1973,"Trinidad",0.488747642960277,8
"8375",369,1974,"Trinidad",0.492093523133813,8
"8376",369,1975,"Trinidad",0.489239145217324,8
"8377",369,1976,"Trinidad",0.783328439760663,8
"8378",369,1977,"Trinidad",0.784656294436747,8
"8379",369,1978,"Trinidad",0.778804391402686,8
"8380",369,1979,"Trinidad",0.675127550681235,8
"8381",369,1980,"Trinidad",0.62574113277176,8
"8382",369,1981,"Trinidad",0.794691248690443,8
"8383",369,1982,"Trinidad",0.801078765832277,8
"8384",369,1983,"Trinidad",0.785736715482523,8
"8385",369,1984,"Trinidad",0.859443258723742,9
"8386",369,1985,"Trinidad",0.924553898995269,9
"8387",369,1986,"Trinidad",0.862110456385023,9
"8388",369,1987,"Trinidad",0.977804758793498,9
"8389",369,1988,"Trinidad",1.00230665874986,9
"8390",369,1989,"Trinidad",0.980261748249595,9
"8391",369,1990,"Trinidad",0.983357733640706,9
"8392",369,1991,"Trinidad",1.0472579945954,9
"8393",369,1992,"Trinidad",1.05076817201319,9
"8394",369,1993,"Trinidad",1.04871242722876,9
"8395",369,1994,"Trinidad",0.925434492576213,9
"8396",369,1995,"Trinidad",0.926173858888785,9
"8397",369,1996,"Trinidad",0.924273728723185,9
"8398",369,1997,"Trinidad",1.09132320505107,10
"8399",369,1998,"Trinidad",1.09389183420005,10
"8400",369,1999,"Trinidad",1.08482551435971,10
"8401",369,2000,"Trinidad",0.967949669628473,10
"8402",369,2001,"Trinidad",0.826657420796918,10
"8403",369,2002,"Trinidad",0.820125325161196,10
"8404",369,2003,"Trinidad",0.823593582678295,10
"8405",369,2004,"Trinidad",0.82728683780042,10
"8406",369,2005,"Trinidad",0.893745595546777,10
"8407",369,2006,"Trinidad",0.97299220104524,10
"8408",369,2007,"Trinidad",1.16035483350856,10
"8409",369,2008,"Trinidad",1.15653884078519,10
"8410",369,2009,NA,NA,10
"8411",369,2010,NA,NA,10
"8412",369,2011,NA,NA,10
"8413",369,2012,NA,NA,10
"8414",419,1971,"Bahrain",-1.8733637377743,-10
"8415",419,1972,"Bahrain",-1.14205184839629,-10
"8416",419,1973,"Bahrain",-0.751462596930001,-7
"8417",419,1974,"Bahrain",-0.550593537698305,-7
"8418",419,1975,"Bahrain",-1.14671102584694,-10
"8419",419,1976,"Bahrain",-1.14991763729567,-10
"8420",419,1977,"Bahrain",-1.14453099894607,-10
"8421",419,1978,"Bahrain",-1.14981619613934,-10
"8422",419,1979,"Bahrain",-1.17618510351559,-10
"8423",419,1980,"Bahrain",-1.26688022666815,-10
"8424",419,1981,"Bahrain",-1.26288112057984,-10
"8425",419,1982,"Bahrain",-1.26622927705083,-10
"8426",419,1983,"Bahrain",-1.13378615650678,-10
"8427",419,1984,"Bahrain",-1.13253590841533,-10
"8428",419,1985,"Bahrain",-1.09305786079759,-10
"8429",419,1986,"Bahrain",-1.1296423024569,-10
"8430",419,1987,"Bahrain",-1.14053373759566,-10
"8431",419,1988,"Bahrain",-1.07175012517742,-10
"8432",419,1989,"Bahrain",-1.24020549569094,-10
"8433",419,1990,"Bahrain",-1.24473447911004,-10
"8434",419,1991,"Bahrain",-1.23568894596525,-10
"8435",419,1992,"Bahrain",-1.24167407880295,-10
"8436",419,1993,"Bahrain",-1.13061194040913,-9
"8437",419,1994,"Bahrain",-1.12632500599358,-9
"8438",419,1995,"Bahrain",-1.13341970203124,-9
"8439",419,1996,"Bahrain",-1.2394370370063,-9
"8440",419,1997,"Bahrain",-1.23338346985619,-9
"8441",419,1998,"Bahrain",-1.2379570367178,-9
"8442",419,1999,"Bahrain",-1.23383346032663,-9
"8443",419,2000,"Bahrain",-1.06975135275456,-9
"8444",419,2001,"Bahrain",-0.913996006646035,-8
"8445",419,2002,"Bahrain",-0.672088159838946,-7
"8446",419,2003,"Bahrain",-0.668050434481633,-7
"8447",419,2004,"Bahrain",-0.67627586544743,-7
"8448",419,2005,"Bahrain",-0.675446256212605,-7
"8449",419,2006,"Bahrain",-0.67144980851977,-7
"8450",419,2007,"Bahrain",-0.678490349216345,-7
"8451",419,2008,"Bahrain",-0.671236324885635,-7
"8452",419,2009,NA,NA,-7
"8453",419,2010,NA,NA,-5
"8454",419,2011,NA,NA,-8
"8455",419,2012,NA,NA,-10
"8456",423,1960,"Cyprus",0.332741656070002,8
"8457",423,1961,"Cyprus",0.378676826713864,8
"8458",423,1962,"Cyprus",0.381517443165949,8
"8459",423,1963,"Cyprus",0.118340473032609,0
"8460",423,1964,"Cyprus",-0.0331998511490851,0
"8461",423,1965,"Cyprus",0.133842876461159,0
"8462",423,1966,"Cyprus",-0.0345678499332192,0
"8463",423,1967,"Cyprus",0.0351756282627712,0
"8464",423,1968,"Cyprus",0.240246149600474,7
"8465",423,1969,"Cyprus",0.239990724748265,7
"8466",423,1970,"Cyprus",0.17766171529814,7
"8467",423,1971,"Cyprus",0.23565335042279,7
"8468",423,1972,"Cyprus",0.303588010366535,7
"8469",423,1973,"Cyprus",0.298256722128214,7
"8470",423,1974,"Cyprus",0.359324011930224,10
"8471",423,1975,"Cyprus",0.3545799608657,10
"8472",423,1976,"Cyprus",0.396976792033436,10
"8473",423,1977,"Cyprus",0.395835188209779,10
"8474",423,1978,"Cyprus",0.388464731766948,10
"8475",423,1979,"Cyprus",0.429938767096577,10
"8476",423,1980,"Cyprus",0.296901664290004,10
"8477",423,1981,"Cyprus",0.711554738524738,10
"8478",423,1982,"Cyprus",0.7142243833864,10
"8479",423,1983,"Cyprus",1.28226264297693,10
"8480",423,1984,"Cyprus",1.28473738045813,10
"8481",423,1985,"Cyprus",1.00840792039959,10
"8482",423,1986,"Cyprus",1.28190267346562,10
"8483",423,1987,"Cyprus",1.28392941998834,10
"8484",423,1988,"Cyprus",1.28802094198076,10
"8485",423,1989,"Cyprus",1.56622297161634,10
"8486",423,1990,"Cyprus",1.56859080541102,10
"8487",423,1991,"Cyprus",1.56322115660151,10
"8488",423,1992,"Cyprus",1.56540402924045,10
"8489",423,1993,"Cyprus",1.57047926795324,10
"8490",423,1994,"Cyprus",1.55997417929024,10
"8491",423,1995,"Cyprus",1.5695320554803,10
"8492",423,1996,"Cyprus",1.56883330279481,10
"8493",423,1997,"Cyprus",1.56906156634642,10
"8494",423,1998,"Cyprus",1.56106067942715,10
"8495",423,1999,"Cyprus",1.56685223608193,10
"8496",423,2000,"Cyprus",1.57648536591821,10
"8497",423,2001,"Cyprus",1.56988334274697,10
"8498",423,2002,"Cyprus",1.56925706483709,10
"8499",423,2003,"Cyprus",1.568434484803,10
"8500",423,2004,"Cyprus",2.00585299496743,10
"8501",423,2005,"Cyprus",1.5634415161143,10
"8502",423,2006,"Cyprus",2.00505897451575,10
"8503",423,2007,"Cyprus",2.00809932125712,10
"8504",423,2008,"Cyprus",2.00860266227563,10
"8505",423,2009,NA,NA,10
"8506",423,2010,NA,NA,10
"8507",423,2011,NA,NA,10
"8508",423,2012,NA,NA,10
"8509",429,1800,NA,NA,-10
"8510",429,1801,NA,NA,-10
"8511",429,1802,NA,NA,-10
"8512",429,1803,NA,NA,-10
"8513",429,1804,NA,NA,-10
"8514",429,1805,NA,NA,-10
"8515",429,1806,NA,NA,-10
"8516",429,1807,NA,NA,-10
"8517",429,1808,NA,NA,-10
"8518",429,1809,NA,NA,-10
"8519",429,1810,NA,NA,-10
"8520",429,1811,NA,NA,-10
"8521",429,1812,NA,NA,-10
"8522",429,1813,NA,NA,-10
"8523",429,1814,NA,NA,-10
"8524",429,1815,NA,NA,-10
"8525",429,1816,NA,NA,-10
"8526",429,1817,NA,NA,-10
"8527",429,1818,NA,NA,-10
"8528",429,1819,NA,NA,-10
"8529",429,1820,NA,NA,-10
"8530",429,1821,NA,NA,-10
"8531",429,1822,NA,NA,-10
"8532",429,1823,NA,NA,-10
"8533",429,1824,NA,NA,-10
"8534",429,1825,NA,NA,-10
"8535",429,1826,NA,NA,-10
"8536",429,1827,NA,NA,-10
"8537",429,1828,NA,NA,-10
"8538",429,1829,NA,NA,-10
"8539",429,1830,NA,NA,-10
"8540",429,1831,NA,NA,-10
"8541",429,1832,NA,NA,-10
"8542",429,1833,NA,NA,-10
"8543",429,1834,NA,NA,-10
"8544",429,1835,NA,NA,-10
"8545",429,1836,NA,NA,-10
"8546",429,1837,NA,NA,-10
"8547",429,1838,NA,NA,-10
"8548",429,1839,NA,NA,-10
"8549",429,1840,NA,NA,-10
"8550",429,1841,NA,NA,-10
"8551",429,1842,NA,NA,-10
"8552",429,1843,NA,NA,-10
"8553",429,1844,NA,NA,-10
"8554",429,1845,NA,NA,-10
"8555",429,1846,NA,NA,-10
"8556",429,1847,NA,NA,-10
"8557",429,1848,NA,NA,-10
"8558",429,1849,NA,NA,-10
"8559",429,1850,NA,NA,-10
"8560",429,1851,NA,NA,-10
"8561",429,1852,NA,NA,-10
"8562",429,1853,NA,NA,-10
"8563",429,1854,NA,NA,-10
"8564",429,1855,NA,NA,-10
"8565",429,1856,NA,NA,-10
"8566",429,1857,NA,NA,-10
"8567",429,1858,NA,NA,-10
"8568",429,1859,NA,NA,-10
"8569",429,1860,NA,NA,-10
"8570",429,1861,NA,NA,-10
"8571",429,1862,NA,NA,-10
"8572",429,1863,NA,NA,-10
"8573",429,1864,NA,NA,-10
"8574",429,1865,NA,NA,-10
"8575",429,1866,NA,NA,-10
"8576",429,1867,NA,NA,-10
"8577",429,1868,NA,NA,-10
"8578",429,1869,NA,NA,-10
"8579",429,1870,NA,NA,-10
"8580",429,1871,NA,NA,-10
"8581",429,1872,NA,NA,-10
"8582",429,1873,NA,NA,-10
"8583",429,1874,NA,NA,-10
"8584",429,1875,NA,NA,-10
"8585",429,1876,NA,NA,-10
"8586",429,1877,NA,NA,-10
"8587",429,1878,NA,NA,-10
"8588",429,1879,NA,NA,-10
"8589",429,1880,NA,NA,-10
"8590",429,1881,NA,NA,-10
"8591",429,1882,NA,NA,-10
"8592",429,1883,NA,NA,-10
"8593",429,1884,NA,NA,-10
"8594",429,1885,NA,NA,-10
"8595",429,1886,NA,NA,-10
"8596",429,1887,NA,NA,-10
"8597",429,1888,NA,NA,-10
"8598",429,1889,NA,NA,-10
"8599",429,1890,NA,NA,-10
"8600",429,1891,NA,NA,-10
"8601",429,1892,NA,NA,-10
"8602",429,1893,NA,NA,-10
"8603",429,1894,NA,NA,-10
"8604",429,1895,NA,NA,-10
"8605",429,1896,NA,NA,-10
"8606",429,1897,NA,NA,-10
"8607",429,1898,NA,NA,-10
"8608",429,1899,NA,NA,-10
"8609",429,1900,NA,NA,-10
"8610",429,1901,NA,NA,-10
"8611",429,1902,NA,NA,-10
"8612",429,1903,NA,NA,-10
"8613",429,1904,NA,NA,-10
"8614",429,1905,NA,NA,-10
"8615",429,1906,NA,NA,0
"8616",429,1907,NA,NA,0
"8617",429,1908,NA,NA,0
"8618",429,1909,NA,NA,0
"8619",429,1910,NA,NA,0
"8620",429,1911,NA,NA,0
"8621",429,1912,NA,NA,0
"8622",429,1913,NA,NA,0
"8623",429,1914,NA,NA,0
"8624",429,1915,NA,NA,0
"8625",429,1916,NA,NA,0
"8626",429,1917,NA,NA,0
"8627",429,1918,NA,NA,0
"8628",429,1919,NA,NA,0
"8629",429,1920,NA,NA,0
"8630",429,1921,NA,NA,-1
"8631",429,1922,NA,NA,-3
"8632",429,1923,NA,NA,-4
"8633",429,1924,NA,NA,-6
"8634",429,1925,NA,NA,-7
"8635",429,1926,NA,NA,-7
"8636",429,1927,NA,NA,-7
"8637",429,1928,NA,NA,-7
"8638",429,1929,NA,NA,-7
"8639",429,1930,NA,NA,-7
"8640",429,1931,NA,NA,-7
"8641",429,1932,NA,NA,-7
"8642",429,1933,NA,NA,-7
"8643",429,1934,NA,NA,-7
"8644",429,1935,NA,NA,-8
"8645",429,1936,NA,NA,-8
"8646",429,1937,NA,NA,-8
"8647",429,1938,NA,NA,-8
"8648",429,1939,NA,NA,-8
"8649",429,1940,NA,NA,-8
"8650",429,1941,NA,NA,-1
"8651",429,1942,NA,NA,-1
"8652",429,1943,NA,NA,-1
"8653",429,1944,NA,NA,-1
"8654",429,1945,NA,NA,-1
"8655",429,1946,"Iran",-0.449522528690259,-1
"8656",429,1947,"Iran",-0.450883562898387,-1
"8657",429,1948,"Iran",-0.587778707382852,-1
"8658",429,1949,"Iran",-0.585777354016787,-1
"8659",429,1950,"Iran",-0.486877390237551,-1
"8660",429,1951,"Iran",-0.48957995642108,-1
"8661",429,1952,"Iran",-0.485735787351985,-1
"8662",429,1953,"Iran",-0.679119687984055,-4
"8663",429,1954,"Iran",-0.94582523900606,-7
"8664",429,1955,"Iran",-1.30950890651649,-10
"8665",429,1956,"Iran",-1.5653511976347,-10
"8666",429,1957,"Iran",-1.56814299432213,-10
"8667",429,1958,"Iran",-1.56447538351832,-10
"8668",429,1959,"Iran",-1.56682580837135,-10
"8669",429,1960,"Iran",-1.21793223594546,-10
"8670",429,1961,"Iran",-1.98778234973115,-10
"8671",429,1962,"Iran",-1.9972499459751,-10
"8672",429,1963,"Iran",-1.39535058446331,-10
"8673",429,1964,"Iran",-1.22884595243776,-10
"8674",429,1965,"Iran",-0.949988858408747,-10
"8675",429,1966,"Iran",-1.23692460503085,-10
"8676",429,1967,"Iran",-1.2335812339332,-10
"8677",429,1968,"Iran",-1.23579866865034,-10
"8678",429,1969,"Iran",-1.22839386120547,-10
"8679",429,1970,"Iran",-1.23269915378113,-10
"8680",429,1971,"Iran",-1.22891834794035,-10
"8681",429,1972,"Iran",-1.03921130943088,-10
"8682",429,1973,"Iran",-1.03574396477327,-10
"8683",429,1974,"Iran",-1.0399031137657,-10
"8684",429,1975,"Iran",-1.12459463602936,-10
"8685",429,1976,"Iran",-1.22187294036874,-10
"8686",429,1977,"Iran",-1.03823001206052,-10
"8687",429,1978,"Iran",-1.05738637814245,-10
"8688",429,1979,"Iran",-0.454993990056723,0
"8689",429,1980,"Iran",-0.538425177640071,-2
"8690",429,1981,"Iran",-0.5888931576457,-4
"8691",429,1982,"Iran",-0.656821114284501,-6
"8692",429,1983,"Iran",-0.743915749624547,-6
"8693",429,1984,"Iran",-0.6614326398794,-6
