"imfcode","year","legal_abs","political_abs","economic_abs"
146,1996,0.8586601,0.8508157,0.7606963
146,1997,0.8964428,0.8436893,0.7824581
146,1998,0.8971885,0.8473266,0.7894629
146,1999,0.8968901,0.8471351,0.7903827
146,2000,0.8989998,0.8394374,0.7960525
146,2001,0.9324489,0.8856675,0.8330626
146,2002,0.91292,0.8578235,0.8419589
146,2003,0.9176526,0.861297,0.8418682
146,2004,0.8966907,0.860992,0.841837
146,2005,0.9131192,0.8710389,0.8086922
146,2006,0.9089952,0.8728952,0.7961314
146,2007,0.9047542,0.8626015,0.7963427
146,2008,0.8806952,0.8623638,0.8090814
146,2009,0.8795814,0.870941,0.809742
146,2010,0.882543,0.878731,0.8123571
228,1990,0.7222222,0.5702251,0.6109699
228,1991,0.7222222,0.5733116,0.6879478
228,1992,0.7222222,0.5733116,0.7159293
228,1993,0.6208333,0.5737582,0.6415175
228,1994,0.6923611,0.6052859,0.6269583
228,1995,0.7185646,0.6292372,0.6292044
228,1996,0.7956783,0.655957,0.6968127
228,1997,0.7965105,0.6570673,0.7019477
228,1998,0.7973427,0.6291845,0.6931938
228,1999,0.8002494,0.6338798,0.6554676
228,2000,0.7312257,0.6509594,0.6456274
228,2001,0.7545414,0.7130357,0.7175671
228,2002,0.7822417,0.7048334,0.7594737
228,2003,0.7862082,0.7051696,0.7572694
228,2004,0.7657562,0.7228686,0.7701154
228,2005,0.800551,0.75892,0.7811254
228,2006,0.801215,0.7603464,0.7823462
228,2007,0.8071507,0.7520174,0.7805343
228,2008,0.8149807,0.7381555,0.7746732
228,2009,0.8213805,0.7312909,0.7250255
228,2010,0.8107722,0.7543493,0.7286062
924,1990,0.5,0.3654321,0.2167975
924,1991,0.5,0.3731481,0.2591222
924,1992,0.5648148,0.404784,0.3133833
924,1993,0.4625,0.3643056,0.2768933
924,1994,0.4625,0.33,0.2861355
924,1995,0.423088,0.3431818,0.3466928
924,1996,0.4345364,0.3067541,0.421312
924,1997,0.4359228,0.2811427,0.4312966
924,1998,0.4650869,0.2638357,0.4214895
924,1999,0.444268,0.2745249,0.428114
924,2000,0.3638371,0.2488715,0.4412991
924,2001,0.4317954,0.2751409,0.4002285
924,2002,0.4166224,0.2758895,0.4102413
924,2003,0.4325411,0.3064598,0.4199446
924,2004,0.4174564,0.3048945,0.3738151
924,2005,0.4294126,0.2924086,0.4206424
924,2006,0.4358787,0.2915494,0.4059268
924,2007,0.4543003,0.3081955,0.4209215
924,2008,0.4662544,0.3045099,0.3945457
924,2009,0.4658519,0.3045729,0.410293
924,2010,0.4528066,0.2949006,0.42321
662,1990,0.6435185,0.4888889,0.2708542
662,1991,0.6666667,0.5201162,0.302301
662,1992,0.6666667,0.4815359,0.2903451
662,1993,0.4791667,0.4629657,0.2382669
662,1994,0.4708333,0.4554657,0.2217578
662,1995,0.4826953,0.4554657,0.3394633
662,1996,0.4659179,0.4218591,0.3445645
662,1997,0.4544624,0.40369,0.3727744
662,1998,0.4522662,0.3768317,0.395776
662,1999,0.4173008,0.3836361,0.3946252
662,2000,0.4265802,0.2897794,0.3156965
662,2001,0.4697789,0.3409988,0.3802801
662,2002,0.4185332,0.2590511,0.4124711
662,2003,0.3289047,0.2746104,0.3968018
662,2004,0.3062075,0.2528457,0.4014141
662,2005,0.3076524,0.2482729,0.3916096
662,2006,0.3023922,0.2503508,0.4031343
662,2007,0.2897249,0.256838,0.4237042
662,2008,0.3008145,0.2927272,0.4010989
662,2009,0.3097679,0.2980957,0.4078533
662,2010,0.280456,0.2755345,0.3993522
622,1990,0.3333333,0.4138889,0.2670376
622,1991,0.3425926,0.362963,0.2694634
622,1992,0.3888889,0.3728395,0.2614726
622,1993,0.2958333,0.376348,0.1927854
622,1994,0.3597222,0.3659314,0.1908371
622,1995,0.4008619,0.3942647,0.2690476
622,1996,0.355617,0.3738043,0.2632116
622,1997,0.3481494,0.3477669,0.2964458
622,1998,0.3545707,0.2761696,0.3383605
622,1999,0.3386528,0.2731757,0.3399855
622,2000,0.3285073,0.2715706,0.3457771
622,2001,0.3246211,0.3460218,0.4090051
622,2002,0.328934,0.3449521,0.4285038
622,2003,0.3507856,0.3201571,0.4170876
622,2004,0.3249927,0.3409268,0.4056224
622,2005,0.3335537,0.3597529,0.3887768
622,2006,0.3632522,0.3687104,0.4099331
622,2007,0.3570259,0.4242119,0.4154041
622,2008,0.3625059,0.3762985,0.4009341
622,2009,0.3674361,0.4064552,0.4279528
622,2010,0.3703339,0.3841368,0.4275717
634,1990,0.4444444,0.362963,0.2404696
634,1991,0.5555556,0.4404321,0.220659
634,1992,0.6111111,0.4429012,0.1939039
634,1993,0.4875,0.3641667,0.1781635
634,1994,0.4506944,0.3847304,0.1709261
634,1995,0.4161353,0.4138971,0.1675776
634,1996,0.4385471,0.4245869,0.2562263
634,1997,0.3586305,0.2426169,0.2585579
634,1998,0.2685288,0.195993,0.2192227
634,1999,0.2665281,0.1951661,0.2569001
634,2000,0.299059,0.2453493,0.2591608
634,2001,0.3555594,0.3337755,0.3460516
634,2002,0.3584883,0.2990325,0.3676105
634,2003,0.3886876,0.3156355,0.3706242
634,2004,0.3897573,0.3581212,0.3589771
634,2005,0.3494357,0.353438,0.3686917
634,2006,0.3303373,0.3282517,0.3983639
634,2007,0.3296972,0.3257522,0.3856075
634,2008,0.3340453,0.3095651,0.385446
634,2009,0.3392774,0.3143668,0.3934789
634,2010,0.3409244,0.3276778,0.3883461
233,1990,0.4444444,0.4954248,0.3196551
233,1991,0.4444444,0.5194989,0.3750709
233,1992,0.4444444,0.5333878,0.4027089
233,1993,0.4354167,0.480049,0.3487221
233,1994,0.4680555,0.4724101,0.3680547
233,1995,0.433515,0.4510547,0.4711029
233,1996,0.4635095,0.4020252,0.5032382
233,1997,0.4626353,0.3410322,0.4885828
233,1998,0.4645388,0.3403691,0.4765316
233,1999,0.4610834,0.3600854,0.4399495
233,2000,0.4292333,0.373429,0.4379049
233,2001,0.467441,0.3834573,0.4990934
233,2002,0.4342183,0.3799439,0.5153728
233,2003,0.4274707,0.3831808,0.5557164
233,2004,0.4419634,0.409644,0.5436445
233,2005,0.4958813,0.4480626,0.5654239
233,2006,0.5027249,0.4492804,0.5652635
233,2007,0.5113765,0.4507141,0.5549278
233,2008,0.4893767,0.4439499,0.5399608
233,2009,0.4819388,0.4495749,0.5467136
233,2010,0.504494,0.4542863,0.5648582
632,1990,NA,0.4770833,NA
632,1991,NA,NA,NA
632,1992,NA,NA,NA
632,1993,NA,0.515625,0.15
632,1994,NA,0.4360294,0.15
632,1995,NA,0.3960294,0.15
632,1996,0.3820195,0.4663026,0.3119179
632,1997,0.3755696,0.3531377,0.3068277
632,1998,0.3691198,0.4088045,0.3017374
632,1999,0.363807,0.251061,0.3003598
632,2000,0.3807164,0.3585496,0.2656489
632,2001,0.4706149,0.4540044,0.4141321
632,2002,0.5160689,0.5577927,0.4209487
632,2003,0.4878058,0.5091338,0.4086475
632,2004,0.4927067,0.6224232,0.3701483
632,2005,0.4837871,0.5305211,0.3630377
632,2006,0.4871519,0.5856534,0.3710289
632,2007,0.4611844,0.4249097,0.3754362
632,2008,0.4587708,0.4583701,0.3697678
632,2009,0.4089873,0.526097,0.3145041
632,2010,0.4138942,0.5313467,0.31348
624,1990,NA,0.4333333,NA
624,1991,NA,0.6833333,NA
624,1992,NA,0.7544118,NA
624,1993,NA,0.6435294,0.1666667
624,1994,NA,0.6385294,0.1666667
624,1995,NA,0.6385294,0.1666667
624,1996,0.660642,0.625,0.3147527
624,1997,0.6570624,0.625,0.3242431
624,1998,0.6534828,0.5833047,0.3337336
624,1999,0.6532623,0.591284,0.3389565
624,2000,0.6530418,0.5992634,0.3441795
624,2001,0.7370504,0.7080346,0.5077285
624,2002,0.66967,0.6864138,0.5712774
624,2003,0.7087981,0.703842,0.6074077
624,2004,0.7242265,0.7157018,0.6021568
624,2005,0.7260503,0.6808106,0.5948954
624,2006,0.8124158,0.7411647,0.5100771
624,2007,0.8033776,0.6712515,0.525191
624,2008,0.8006779,0.6739351,0.5337637
624,2009,0.799036,0.6732621,0.573824
624,2010,0.7821328,0.6776645,0.5880432
238,1990,0.8333333,0.7750545,0.7108265
238,1991,0.8333333,0.7750545,0.7505314
238,1992,0.8333333,0.7727396,0.771139
238,1993,0.6625,0.717549,0.6711752
238,1994,0.6541666,0.7196323,0.6807169
238,1995,0.6347362,0.7251471,0.6537561
238,1996,0.6579512,0.7220783,0.6838928
238,1997,0.660604,0.7267305,0.7088082
238,1998,0.6632568,0.7212434,0.7406681
238,1999,0.6614857,0.7166895,0.7435727
238,2000,0.635407,0.7144502,0.7188945
238,2001,0.6520753,0.7460901,0.7218558
238,2002,0.6425024,0.7372785,0.7008443
238,2003,0.6604494,0.7280925,0.712099
238,2004,0.6850448,0.703081,0.6830456
238,2005,0.7196459,0.7168707,0.6896679
238,2006,0.7020907,0.7035055,0.6857664
238,2007,0.6982501,0.7147044,0.6398307
238,2008,0.6884503,0.6953703,0.6207649
238,2009,0.6883178,0.7019984,0.6220496
238,2010,0.6773047,0.7216907,0.6247464
NA,1990,0.8101852,0.7105903,0.4166667
NA,1991,0.8333333,0.8537698,0.4166667
NA,1992,0.8333333,0.8428571,0.375
NA,1993,NA,NA,NA
NA,1994,NA,NA,NA
NA,1995,NA,NA,NA
NA,1996,NA,NA,NA
NA,1997,NA,NA,NA
NA,1998,NA,NA,NA
NA,1999,NA,NA,NA
NA,2000,NA,NA,NA
NA,2001,NA,NA,NA
NA,2002,NA,NA,NA
NA,2003,NA,NA,NA
NA,2004,NA,NA,NA
NA,2005,NA,NA,NA
NA,2006,NA,NA,NA
NA,2007,NA,NA,NA
NA,2008,NA,NA,NA
NA,2009,NA,NA,NA
NA,2010,NA,NA,NA
928,1990,0.5555555,0.3515432,0.3333333
928,1991,0.5555555,0.35,0.2777778
928,1992,0.5601852,0.3507716,0.25
928,1993,0.4625,0.3358333,0.125
928,1994,0.4625,0.3483333,0.125
928,1995,0.37,0.3358333,0.1788194
928,1996,0.3489081,0.3431652,0.2502446
928,1997,0.3509995,0.3364559,0.2482969
928,1998,0.3299427,0.2994435,0.2219047
928,1999,0.3014735,0.299123,0.2243069
928,2000,0.2989302,0.2980449,0.2267091
928,2001,0.3131048,0.3145843,0.2135785
928,2002,0.2883906,0.3369318,0.2185035
928,2003,0.2866586,0.327782,0.2296378
928,2004,0.2902581,0.3090079,0.2212714
928,2005,0.2913074,0.3107693,0.228815
928,2006,0.3030711,0.2973704,0.1261861
928,2007,0.3050916,0.3109429,0.1145312
928,2008,0.3047349,0.3117685,0.1180221
928,2009,0.3066834,0.3123866,0.1165446
928,2010,0.3068575,0.3130792,0.1134682
423,1990,0.7175926,0.7491319,0.3996403
423,1991,0.7546296,0.7717014,0.3879046
423,1992,0.8888889,0.7994792,0.409155
423,1993,0.7375,0.771142,0.3596021
423,1994,0.7375,0.7405147,0.344658
423,1995,0.7387052,0.7155147,0.3449917
423,1996,0.7273543,0.7531775,0.5354878
423,1997,0.7293117,0.7308687,0.5428432
423,1998,0.7312691,0.7224488,0.5536708
423,1999,0.7691347,0.7040796,0.5437369
423,2000,0.7671455,0.7445487,0.5372751
423,2001,0.8438234,0.7870804,0.6010065
423,2002,0.8339933,0.7939875,0.6812212
423,2003,0.7652481,0.7822819,0.5812848
423,2004,0.7768919,0.7603872,0.7278383
423,2005,0.8011648,0.7601407,0.7030028
423,2006,0.7990831,0.7732596,0.6844929
423,2007,0.8126544,0.7703609,0.7464955
423,2008,0.8061683,0.7933122,0.7435085
423,2009,0.8052539,0.7958147,0.7288085
423,2010,0.7872164,0.7943055,0.7393885
935,1990,NA,NA,NA
935,1991,NA,NA,NA
935,1992,NA,NA,NA
935,1993,0.6916667,0.7705229,0.3242195
935,1994,0.75,0.7694117,0.4079871
935,1995,0.6517898,0.7569118,0.5794956
935,1996,0.7871696,0.751355,0.6836025
935,1997,0.7849244,0.759673,0.6963774
935,1998,0.7595311,0.7191535,0.6857148
935,1999,0.7552229,0.7083212,0.6809002
935,2000,0.6793765,0.700481,0.6495892
935,2001,0.6906592,0.73575,0.7269488
935,2002,0.6847459,0.7374541,0.7601591
935,2003,0.7063051,0.7222074,0.7724002
935,2004,0.7244383,0.7164913,0.7746664
935,2005,0.7354928,0.7267789,0.7650281
935,2006,0.7419482,0.7335387,0.7356011
935,2007,0.7436034,0.7391253,0.725701
935,2008,0.7455173,0.7482273,0.733532
935,2009,0.7359592,0.7476292,0.7252244
935,2010,0.7116651,0.7402623,0.7287425
134,1990,0.9444444,0.8872549,0.7426751
134,1991,0.9444444,0.8807189,0.8457868
134,1992,0.9259259,0.8791757,0.8163964
134,1993,0.7458333,0.8345915,0.677938
134,1994,0.76875,0.812647,0.6780367
134,1995,0.8382601,0.8123626,0.6771752
134,1996,0.8557399,0.8347269,0.7434806
134,1997,0.8564942,0.8278036,0.7559582
134,1998,0.8516929,0.8264647,0.7154843
134,1999,0.8513308,0.8084992,0.7410315
134,2000,0.8735089,0.8003546,0.715636
134,2001,0.8935453,0.8111306,0.730684
134,2002,0.9137858,0.8287353,0.7336432
134,2003,0.9146917,0.8214117,0.7456133
134,2004,0.9087089,0.8327088,0.7244211
134,2005,0.9329017,0.846943,0.7063877
134,2006,0.9277116,0.8706727,0.7214658
134,2007,0.9187799,0.8678687,0.7150715
134,2008,0.8754742,0.8352557,0.723698
134,2009,0.8730668,0.8676509,0.7327845
134,2010,0.8575919,0.8661813,0.7333601
611,1990,NA,0.2541667,NA
611,1991,NA,0.1916667,NA
611,1992,NA,0.2041667,NA
611,1993,NA,0.1233333,0.1666667
611,1994,NA,0.1854167,0.0666667
611,1995,NA,0.3208333,0.0666667
611,1996,0.2553098,0.352431,0.2920309
611,1997,0.2982036,0.3344088,0.3932447
611,1998,0.3007582,0.2638866,0.390474
611,1999,0.3000594,0.3974985,0.3988157
611,2000,0.3410274,0.4402772,0.3446575
611,2001,0.3370918,0.4580027,0.4528925
611,2002,0.3789895,0.5032283,0.4486275
611,2003,0.3252356,0.4141338,0.4302037
611,2004,0.3193184,0.4026669,0.4272158
611,2005,0.3052,0.3924531,0.4219561
611,2006,0.3099068,0.3530883,0.4396597
611,2007,0.3080346,0.3444289,0.394412
611,2008,0.3140174,0.3865337,0.393279
611,2009,0.3106977,0.3985876,0.3971596
611,2010,0.307333,0.3619408,0.389888
321,1990,NA,NA,NA
321,1991,NA,NA,NA
321,1992,NA,NA,NA
321,1993,NA,NA,NA
321,1994,NA,NA,NA
321,1995,NA,NA,NA
321,1996,0.7405791,NA,0.5734915
321,1997,0.7363705,NA,0.5418459
321,1998,0.732162,NA,0.5102003
321,1999,0.7307993,NA,0.5132244
321,2000,0.7294365,NA,0.5162485
321,2001,0.9052895,NA,0.6618575
321,2002,0.9089203,NA,0.7074665
321,2003,0.8725623,NA,0.7349644
321,2004,0.8788222,NA,0.7145717
321,2005,0.8685358,NA,0.7460366
321,2006,0.8638032,0.6904488,0.7660663
321,2007,0.8501226,0.7132545,0.7527409
321,2008,0.8467857,0.7252384,0.7279509
321,2009,0.7912585,0.7257555,0.6007662
321,2010,0.8046677,0.7066659,0.593522
128,1990,1,0.9281046,0.6751881
128,1991,1,0.9150327,0.7852705
128,1992,1,0.9150327,0.7779077
128,1993,0.8291667,0.8335294,0.6719915
128,1994,0.8291667,0.8577941,0.6799902
128,1995,0.8484241,0.8642825,0.7094313
128,1996,0.8970585,0.8822206,0.7812375
128,1997,0.8980153,0.8874246,0.7886683
128,1998,0.898972,0.8878543,0.7960991
128,1999,0.8981874,0.8892531,0.7988591
128,2000,0.9142563,0.8889158,0.7795504
128,2001,0.9501786,0.9228745,0.8109193
128,2002,0.9539235,0.8980129,0.8517008
128,2003,0.9667493,0.9108883,0.8725008
128,2004,0.9458191,0.9001281,0.8800662
128,2005,0.9647666,0.8963229,0.8859258
128,2006,0.9675295,0.8953934,0.8669004
128,2007,0.9668869,0.8959666,0.8711117
128,2008,0.9484716,0.8815604,0.871212
128,2009,0.9361917,0.8818471,0.8566236
128,2010,0.9337339,0.8862107,0.8665124
243,1990,0.6666667,0.5779957,0.2986914
243,1991,0.6666667,0.5910676,0.3187846
243,1992,0.6666667,0.5918391,0.3336695
243,1993,0.5916666,0.5498775,0.3055102
243,1994,0.6125,0.5369608,0.3174181
243,1995,0.5618603,0.5328349,0.3890027
243,1996,0.5544921,0.5481461,0.4278129
243,1997,0.5546713,0.5364209,0.4578165
243,1998,0.5548505,0.5310088,0.4965007
243,1999,0.5524502,0.5306459,0.5044482
243,2000,0.5339625,0.5498536,0.538128
243,2001,0.534804,0.5494697,0.5772659
243,2002,0.5304409,0.5464763,0.5388657
243,2003,0.5032753,0.5183236,0.5543089
243,2004,0.4650446,0.544113,0.5057775
243,2005,0.530407,0.5378485,0.5398873
243,2006,0.524537,0.5343242,0.5853072
243,2007,0.51924,0.5181197,0.5732011
243,2008,0.5251728,0.497446,0.5755997
243,2009,0.5189945,0.4980146,0.5568196
243,2010,0.511068,0.5029178,0.6057068
612,1990,0.4861111,0.5637346,0.0981797
612,1991,0.3564815,0.4942901,0.1503159
612,1992,0.2453704,0.2435185,0.2059244
612,1993,0.2333333,0.2115278,0.1922818
612,1994,0.2444444,0.1795833,0.2064908
612,1995,0.2643965,0.2072222,0.3379999
612,1996,0.2499104,0.2312648,0.3607399
612,1997,0.2501779,0.2206455,0.3710964
612,1998,0.2583159,0.2146775,0.3727724
612,1999,0.2561755,0.2239312,0.3767304
612,2000,0.2763747,0.2654071,0.396487
612,2001,0.2892146,0.2849824,0.4762588
612,2002,0.2955952,0.2897661,0.4302935
612,2003,0.2888244,0.2614352,0.4103062
612,2004,0.3031941,0.355598,0.4294855
612,2005,0.417115,0.402716,0.4515623
612,2006,0.4111944,0.4050448,0.4664188
612,2007,0.3667924,0.4111602,0.408864
612,2008,0.3526122,0.431427,0.3928469
612,2009,0.3619993,0.4225619,0.4035719
612,2010,0.3424153,0.4228317,0.4282518
248,1990,0.7222222,0.6047385,0.5663195
248,1991,0.6666667,0.6205338,0.5965278
248,1992,0.6712963,0.6051016,0.6145833
248,1993,0.6083333,0.5626961,0.5666667
248,1994,0.6,0.5685294,0.57
248,1995,0.5570419,0.5567647,0.5632936
248,1996,0.5357734,0.5294743,0.5636683
248,1997,0.5612562,0.5281755,0.5792772
248,1998,0.5404426,0.5030138,0.5914138
248,1999,0.5300508,0.4856554,0.5685152
248,2000,0.4404326,0.4489104,0.5130998
248,2001,0.3917255,0.4930756,0.5233806
248,2002,0.4207072,0.4641506,0.520486
248,2003,0.4135969,0.4761056,0.5561935
248,2004,0.4077188,0.4784134,0.4527903
248,2005,0.4380408,0.4781898,0.4759545
248,2006,0.4240023,0.4781719,0.4597651
248,2007,0.4148592,0.4814323,0.4521352
248,2008,0.4206388,0.4860813,0.4357556
248,2009,0.4031526,0.4781634,0.3904617
248,2010,0.4015234,0.4764661,0.3845711
469,1990,0.4444444,0.4091594,0.4305125
469,1991,0.3796296,0.3937273,0.5142884
469,1992,0.3333333,0.435394,0.5671399
469,1993,0.2881944,0.3764379,0.4776598
469,1994,0.3131945,0.3832435,0.4838299
469,1995,0.3618952,0.3764379,0.5176303
469,1996,0.4163579,0.3377466,0.5329651
469,1997,0.4150735,0.3220732,0.549958
469,1998,0.4054557,0.3246537,0.5995899
469,1999,0.4334803,0.3320757,0.6181775
469,2000,0.4819175,0.3311643,0.563907
469,2001,0.3857937,0.3496827,0.5501118
469,2002,0.4082569,0.3500876,0.4833188
469,2003,0.4059768,0.3485762,0.4860552
469,2004,0.4197405,0.3546231,0.4889957
469,2005,0.5136523,0.3677822,0.503634
469,2006,0.5174452,0.3536051,0.5049824
469,2007,0.4970704,0.3650438,0.5127642
469,2008,0.4672753,0.3614774,0.5500353
469,2009,0.4720107,0.366756,0.5404131
469,2010,0.4613034,0.3450669,0.532187
643,1990,NA,NA,NA
643,1991,NA,NA,NA
643,1992,NA,NA,NA
643,1993,NA,0.3104167,0.1666667
643,1994,NA,0.2633333,0
643,1995,NA,0.2633333,0
643,1996,0.3359038,0.2967158,0.3369179
643,1997,0.3412725,0.262376,0.3671496
643,1998,0.3466413,0.1863697,0.3973813
643,1999,0.2824989,0.196005,0.3783191
643,2000,0.2850231,0.2188348,0.3175903
643,2001,0.2599153,0.2233831,0.3341294
643,2002,0.2625853,0.2216814,0.3090018
643,2003,0.232125,0.1880389,0.224311
643,2004,0.2187156,0.1698708,0.2017018
643,2005,0.2081646,0.1860931,0.1893621
643,2006,0.1691078,0.1499655,0.1598848
643,2007,0.1595644,0.1408986,0.1566211
643,2008,0.1589976,0.1611654,0.1514125
643,2009,0.0900368,0.140464,0.125387
643,2010,0.0878835,0.1387292,0.125132
184,1990,0.7777778,0.7557189,0.4965552
184,1991,0.7870371,0.7711511,0.5827193
184,1992,1,0.8112745,0.6336318
184,1993,0.7875,0.7488971,0.5837466
184,1994,0.7875,0.7313072,0.6016987
184,1995,0.7209718,0.6688967,0.6385109
184,1996,0.8069746,0.7101843,0.6972111
184,1997,0.7798849,0.7275161,0.7217314
184,1998,0.7481656,0.7087486,0.7783698
184,1999,0.749763,0.7219391,0.7800118
184,2000,0.759069,0.7254652,0.7312918
184,2001,0.7360072,0.7694449,0.7443452
184,2002,0.7487791,0.7539169,0.7455064
184,2003,0.7478978,0.7559264,0.7688956
184,2004,0.7405329,0.7398738,0.7745045
184,2005,0.7560254,0.756686,0.7327082
184,2006,0.7490199,0.7567421,0.7309384
184,2007,0.7562712,0.7358525,0.7368493
184,2008,0.734089,0.732089,0.726176
184,2009,0.7253417,0.73598,0.7117444
184,2010,0.7313258,0.7454737,0.7063188
939,1990,NA,NA,NA
939,1991,NA,NA,NA
939,1992,NA,NA,0.3306573
939,1993,NA,0.4968627,0.3553228
939,1994,NA,0.5168628,0.4168193
939,1995,0.6222239,0.5869608,0.6296703
939,1996,0.6654434,0.5969572,0.664097
939,1997,0.6670364,0.5874293,0.6860479
939,1998,0.6686295,0.6277847,0.7079987
939,1999,0.6966302,0.7183068,0.7340564
939,2000,0.6714742,0.7273504,0.732258
939,2001,0.7191432,0.7592825,0.7610433
939,2002,0.72263,0.7184715,0.7948944
939,2003,0.735961,0.741276,0.795999
939,2004,0.7317297,0.7306337,0.8063247
939,2005,0.7810599,0.737078,0.8110994
939,2006,0.78253,0.7498964,0.8101362
939,2007,0.812503,0.7296094,0.8187082
939,2008,0.8001149,0.7439305,0.798581
939,2009,0.7951431,0.7498986,0.7823206
939,2010,0.7818664,0.748135,0.7929116
644,1990,0.3333333,0.1708333,0.2986111
644,1991,0.3796296,0.2175926,0.2847222
644,1992,0.3888889,0.1905864,0.1666667
644,1993,0.3555556,0.2440278,0.1
644,1994,0.4604167,0.2859722,0.1333333
644,1995,0.4516667,0.3466667,0.2802083
644,1996,0.4784958,0.3643974,0.3464174
644,1997,0.4806595,0.3594463,0.3983952
644,1998,0.5050455,0.3412376,0.4309284
644,1999,0.4758647,0.3347475,0.4312243
644,2000,0.4744618,0.3570368,0.4148536
644,2001,0.4821256,0.4018346,0.402507
644,2002,0.481456,0.3715342,0.4051604
644,2003,0.4796741,0.3654733,0.4009538
644,2004,0.4737227,0.3679829,0.4473648
644,2005,0.4024407,0.3474512,0.3843192
644,2006,0.4388998,0.3511162,0.3733595
644,2007,0.4509267,0.3465316,0.3855859
644,2008,0.4481176,0.350408,0.3698278
644,2009,0.4549111,0.3430463,0.364962
644,2010,0.4336556,0.3230065,0.368265
172,1990,1,0.9150327,0.6032434
172,1991,1,0.9150327,0.6840959
172,1992,1,0.9150327,0.6927475
172,1993,0.8291667,0.8397794,0.6147304
172,1994,0.8291667,0.8397794,0.6355407
172,1995,0.8583074,0.8460116,0.6786179
172,1996,0.9001733,0.8496693,0.6728734
172,1997,0.9018503,0.8525991,0.7165936
172,1998,0.9035273,0.8597824,0.7403484
172,1999,0.9029496,0.8644807,0.7405318
172,2000,0.9150292,0.8779412,0.7215961
172,2001,0.954189,0.9280135,0.7630429
172,2002,0.9582053,0.9260604,0.7971538
172,2003,0.9541022,0.9157705,0.8072072
172,2004,0.9277583,0.9145329,0.8167297
172,2005,0.9510313,0.9105098,0.7955722
172,2006,0.9554273,0.9150681,0.7819074
172,2007,0.957984,0.9144019,0.7942156
172,2008,0.9355471,0.9063488,0.794418
172,2009,0.9447861,0.9028881,0.7984329
172,2010,0.9457618,0.9034032,0.8027009
819,1990,NA,0.4166667,0.2666667
819,1991,NA,0.4166667,0.2679153
819,1992,NA,0.5,0.269164
819,1993,NA,0.5095588,0.2278095
819,1994,NA,0.5045588,0.228746
819,1995,0.4458748,0.5045588,0.3197883
819,1996,0.4997722,0.5248203,0.3706143
819,1997,0.4971645,0.5193239,0.3626459
819,1998,0.4820569,0.5117441,0.3546775
819,1999,0.4657731,0.5821759,0.3689435
819,2000,0.4785967,0.3365536,0.3594001
819,2001,0.5264511,0.508446,0.4013173
819,2002,0.5420833,0.5684103,0.4910709
819,2003,0.5657606,0.5486303,0.5220563
819,2004,0.5642188,0.5645269,0.5418541
819,2005,0.5591205,0.5459777,0.5553629
819,2006,0.4979345,0.4004516,0.5750348
819,2007,0.4719775,0.3323139,0.581787
819,2008,0.4477842,0.3737992,0.5789385
819,2009,0.4175248,0.3096482,0.5532195
819,2010,0.3961664,0.2979928,0.548174
132,1990,0.8888889,0.8893246,0.6697099
132,1991,0.8888889,0.9016703,0.756988
132,1992,0.9444444,0.9263617,0.7435952
132,1993,0.7875,0.8546078,0.6177731
132,1994,0.7875,0.806585,0.6167811
132,1995,0.730691,0.7648247,0.5997798
132,1996,0.8177066,0.757398,0.6852337
132,1997,0.7907324,0.7694225,0.7039676
132,1998,0.7892213,0.7389702,0.715757
132,1999,0.7899892,0.7177737,0.7217589
132,2000,0.7987562,0.7187995,0.6979374
132,2001,0.7885116,0.746096,0.7011241
132,2002,0.7880486,0.7345036,0.7474095
132,2003,0.7863682,0.7344111,0.7540381
132,2004,0.7978193,0.7406233,0.7543622
132,2005,0.7978047,0.7604969,0.7330947
132,2006,0.8056162,0.7606527,0.7456621
132,2007,0.8053801,0.7759304,0.7557165
132,2008,0.7784576,0.7918922,0.7638142
132,2009,0.7819377,0.7896445,0.7515038
132,2010,0.7991204,0.7878997,0.7536315
868,1990,NA,NA,NA
868,1991,NA,NA,NA
868,1992,NA,NA,NA
868,1993,NA,NA,NA
868,1994,NA,NA,NA
868,1995,NA,NA,NA
868,1996,0.7400117,NA,NA
868,1997,0.670729,NA,NA
868,1998,0.6570019,NA,0.3790214
868,1999,0.645228,NA,0.3767066
868,2000,0.6278986,NA,0.3743918
868,2001,0.7813844,NA,0.4293894
868,2002,0.7793147,NA,0.5093869
868,2003,0.8373097,NA,0.5407226
868,2004,0.876834,NA,0.6029033
868,2005,0.8963504,NA,0.612328
868,2006,0.8965845,NA,0.6057193
868,2007,0.8820361,NA,0.5497845
868,2008,0.8629659,NA,0.528388
868,2009,0.700708,NA,0.4513347
868,2010,0.6916182,NA,0.4467548
646,1990,0.5555556,0.516821,0.2486497
646,1991,0.6481482,0.5055556,0.2364673
646,1992,0.6111111,0.4885803,0.2329655
646,1993,0.5416667,0.4579167,0.2235709
646,1994,0.4875,0.397598,0.2054917
646,1995,0.4852301,0.4352369,0.3104533
646,1996,0.5007007,0.4344615,0.364715
646,1997,0.5057581,0.4178038,0.417352
646,1998,0.5108155,0.37703,0.4515862
646,1999,0.5141013,0.369301,0.4507726
646,2000,0.5139526,0.3792488,0.4291256
646,2001,0.4989388,0.4409994,0.4281481
646,2002,0.5267822,0.4144293,0.4126974
646,2003,0.5099455,0.4193389,0.3994201
646,2004,0.4966686,0.3924886,0.4474033
646,2005,0.4986951,0.3517088,0.4364054
646,2006,0.4871452,0.3294231,0.4314488
