"imfcode","year","legal_abs","political_abs","economic_abs"
646,2007,0.4737695,0.3279324,0.4418882
646,2008,0.4757873,0.3438632,0.4367328
646,2009,0.4564852,0.3675462,0.4652893
646,2010,0.4574947,0.4080746,0.4628374
112,1990,0.8888889,0.8660585,0.8536838
112,1991,0.8888889,0.8544844,0.8692709
112,1992,0.9444444,0.8575708,0.8635573
112,1993,0.7625,0.8018137,0.7293306
112,1994,0.7625,0.8032026,0.7303154
112,1995,0.8256173,0.8098693,0.7984837
112,1996,0.8483873,0.8200174,0.8413409
112,1997,0.8509904,0.8167964,0.8542014
112,1998,0.8535935,0.7828053,0.854041
112,1999,0.8520097,0.8040042,0.8650617
112,2000,0.8721538,0.8123558,0.8478796
112,2001,0.9171987,0.8398582,0.874252
112,2002,0.9162023,0.8418396,0.8745725
112,2003,0.9318941,0.8326336,0.878545
112,2004,0.9095849,0.8329018,0.8857525
112,2005,0.9212649,0.8208911,0.8766291
112,2006,0.9100153,0.8215335,0.8789639
112,2007,0.8784922,0.8162224,0.8715262
112,2008,0.8821537,0.8085013,0.8585071
112,2009,0.8918096,0.8062627,0.832949
112,2010,0.8879508,0.8234458,0.8411818
915,1990,NA,NA,NA
915,1991,NA,NA,NA
915,1992,NA,NA,NA
915,1993,NA,0.2366667,0.0333333
915,1994,NA,0.3166667,0.0333333
915,1995,NA,0.36,0.0333333
915,1996,0.3221028,0.431303,0.3231611
915,1997,0.3220923,0.4776731,0.336102
915,1998,0.3220817,0.4407098,0.3490429
915,1999,0.3477319,0.4443884,0.3511828
915,2000,0.3483822,0.3819352,0.3533227
915,2001,0.4150809,0.4209986,0.4176663
915,2002,0.3748351,0.3758864,0.40701
915,2003,0.3233676,0.3749378,0.6093799
915,2004,0.3373393,0.4064893,0.605718
915,2005,0.3902171,0.4147715,0.6388046
915,2006,0.4066858,0.4320465,0.7067551
915,2007,0.4056192,0.4000548,0.7410029
915,2008,0.4102951,0.3570446,0.7215576
915,2009,0.411838,0.4444393,0.689182
915,2010,0.4554087,0.4575019,0.7005788
652,1990,0.6111111,0.3824074,0.2440649
652,1991,0.5555556,0.3805556,0.2794002
652,1992,0.6111111,0.4350309,0.3147356
652,1993,0.5416667,0.4645833,0.2800567
652,1994,0.5416667,0.4291667,0.3074917
652,1995,0.5397006,0.4826389,0.3678047
652,1996,0.5331222,0.5732937,0.4051736
652,1997,0.559167,0.5052097,0.4254478
652,1998,0.557434,0.4487965,0.4526665
652,1999,0.5571896,0.4375415,0.4556592
652,2000,0.5502226,0.4633234,0.4586518
652,2001,0.6436436,0.5466992,0.5125774
652,2002,0.5781845,0.5300748,0.5672051
652,2003,0.6236262,0.5356907,0.6088175
652,2004,0.6345859,0.5598726,0.6247655
652,2005,0.6389605,0.5895538,0.6230647
652,2006,0.6595677,0.5932271,0.6384934
652,2007,0.6269506,0.5994004,0.6296268
652,2008,0.6067058,0.6350672,0.6134657
652,2009,0.6124418,0.6041149,0.6251624
652,2010,0.6156182,0.6044947,0.5803645
656,1990,0.4444444,0.3253087,0.4166667
656,1991,0.4444444,0.3364198,0.4166667
656,1992,0.4444444,0.3240741,0.4166667
656,1993,0.3375,0.3133333,0.2916667
656,1994,0.3375,0.3133333,0.2583333
656,1995,0.37,0.3320833,0.4833333
656,1996,0.3498218,0.3336706,0.4755789
656,1997,0.3170039,0.3286238,0.5045437
656,1998,0.3212231,0.3367084,0.5279529
656,1999,0.3185363,0.3427705,0.4760494
656,2000,0.3241827,0.331282,0.4641459
656,2001,0.3431331,0.3518192,0.4513974
656,2002,0.3437964,0.3724827,0.4443434
656,2003,0.343761,0.3907446,0.5043583
656,2004,0.3334253,0.3724873,0.5004368
656,2005,0.3404157,0.3510372,0.4972924
656,2006,0.3437983,0.317329,0.4115135
656,2007,0.3476952,0.2758781,0.4228543
656,2008,0.3395483,0.2804454,0.3986207
656,2009,0.2818653,0.2482535,0.3694305
656,2010,0.3498979,0.343571,0.3680013
648,1990,0.6111111,0.6177015,0.4583333
648,1991,0.6111111,0.63622,0.5555555
648,1992,0.6666667,0.6964052,0.5833333
648,1993,0.5916667,0.6095425,0.3916667
648,1994,0.3791667,0.3612092,0.3833333
648,1995,0.4416667,0.3293056,0.2305556
648,1996,0.5054947,0.3578939,0.3403196
648,1997,0.5404407,0.3684721,0.4291328
648,1998,0.5531544,0.3739106,0.4790739
648,1999,0.5500972,0.3750986,0.4781793
648,2000,0.521114,0.3478774,0.4406181
648,2001,0.571073,0.418071,0.5155051
648,2002,0.5733469,0.4633909,0.5078921
648,2003,0.5733048,0.4554195,0.5118587
648,2004,0.545699,0.44372,0.5067374
648,2005,0.4982342,0.4058469,0.5027217
648,2006,0.4974009,0.3584975,0.5113404
648,2007,0.4940717,0.3506401,0.5372199
648,2008,0.4864999,0.3747107,0.506871
648,2009,0.4393949,0.3639029,0.5147827
648,2010,0.4244358,0.3654008,0.504997
654,1990,0.4444444,0.2888889,0.3468468
654,1991,0.4444444,0.3138889,0.3497748
654,1992,0.4444444,0.3,0.3527027
654,1993,0.3958333,0.265,0.2911712
654,1994,0.4375,0.38125,0.2935135
654,1995,0.405791,0.3930147,0.2958558
654,1996,0.3975555,0.3716638,0.3390048
654,1997,0.3965787,0.3541068,0.3267836
654,1998,0.3622686,0.2816627,0.3140994
654,1999,0.3232504,0.3077589,0.2693425
654,2000,0.3301865,0.3753955,0.2718604
654,2001,0.3545476,0.4398464,0.3012169
654,2002,0.3574802,0.4097637,0.3078954
654,2003,0.3786671,0.3420036,0.3349389
654,2004,0.4199645,0.416545,0.2795636
654,2005,0.4405291,0.4680204,0.3089923
654,2006,0.4375707,0.4845501,0.3244345
654,2007,0.4448854,0.468641,0.3312703
654,2008,0.4253683,0.4670636,0.321576
654,2009,0.4309644,0.411797,0.3515806
654,2010,0.432752,0.4307247,0.3562822
642,1990,NA,0.19375,NA
642,1991,NA,0.1625,NA
642,1992,NA,0.1625,NA
642,1993,NA,0.1525,0.1666667
642,1994,NA,0.125,0.1666667
642,1995,NA,0.125,0.1666667
642,1996,0.1128771,0.1746676,0.1702424
642,1997,0.1029393,0.1754389,0.165731
642,1998,0.0930016,0.1657935,0.1612196
642,1999,0.087389,0.1600534,0.2042845
642,2000,0.0994713,0.1688966,0.2029592
642,2001,0.1596827,0.2418427,0.2211431
642,2002,0.1573941,0.1842334,0.2434936
642,2003,0.215128,0.1848326,0.2690465
642,2004,0.2099482,0.1626083,0.2665365
642,2005,0.2023937,0.1647583,0.3406099
642,2006,0.206572,0.1664402,0.3241125
642,2007,0.2107016,0.1631942,0.3562115
642,2008,0.1708449,0.1576822,0.321726
642,2009,0.1709543,0.1593391,0.288672
642,2010,0.1421019,0.1431268,0.2809245
174,1990,0.7083333,0.7098312,0.3648581
174,1991,0.7777778,0.7561275,0.3950279
174,1992,0.8148148,0.7414669,0.4221066
174,1993,0.6416667,0.6973693,0.4210149
174,1994,0.6930556,0.6896814,0.4454556
174,1995,0.6577506,0.6822861,0.4585728
174,1996,0.7449552,0.7030909,0.533815
174,1997,0.7171297,0.7188743,0.573967
174,1998,0.6930079,0.7216658,0.6210634
174,1999,0.664839,0.6923471,0.6497998
174,2000,0.6294094,0.7058524,0.63063
174,2001,0.6128675,0.7272557,0.6754661
174,2002,0.6187215,0.699527,0.6771849
174,2003,0.6472995,0.6896607,0.6850431
174,2004,0.6341603,0.6837353,0.6966405
174,2005,0.6938082,0.6831377,0.6437379
174,2006,0.6879067,0.6709753,0.6604493
174,2007,0.6652775,0.6661943,0.644161
174,2008,0.6488532,0.6562261,0.6491552
174,2009,0.6356848,0.6481304,0.6345531
174,2010,0.6315039,0.6515569,0.5987751
328,1990,NA,NA,NA
328,1991,NA,NA,NA
328,1992,NA,NA,NA
328,1993,NA,0.5941176,0.1666667
328,1994,NA,0.5941176,0.1333333
328,1995,NA,0.5941176,0.1333333
328,1996,0.6416933,0.6252503,0.4829566
328,1997,0.6447317,0.6186436,0.476612
328,1998,0.6477701,0.7209284,0.4702674
328,1999,0.6451136,0.7177376,0.4714977
328,2000,0.6424572,0.7145466,0.472728
328,2001,0.7816022,0.7334491,0.6624608
328,2002,0.7707471,0.7374668,0.7105269
328,2003,0.7567012,0.7270188,0.7275025
328,2004,0.7680803,0.6999867,0.7064267
328,2005,0.7458161,0.7040592,0.7049417
328,2006,0.7277418,0.6399151,0.7173425
328,2007,0.7263557,0.6227844,0.7364627
328,2008,0.7225105,0.6460233,0.732807
328,2009,0.7233773,0.6843452,0.7158533
328,2010,0.720892,0.6096879,0.722406
258,1990,0.5,0.3194989,0.6775073
258,1991,0.4444444,0.3472767,0.696514
258,1992,0.4907407,0.345325,0.732882
258,1993,0.4458333,0.3445425,0.6331776
258,1994,0.4944444,0.3592647,0.6400498
258,1995,0.4842181,0.380098,0.6257775
258,1996,0.516767,0.4513446,0.6164129
258,1997,0.5154266,0.5016347,0.6425335
258,1998,0.4909381,0.4668684,0.637057
258,1999,0.4947696,0.4791936,0.6211384
258,2000,0.4432389,0.50672,0.5685228
258,2001,0.4173722,0.5011141,0.640996
258,2002,0.382657,0.4429431,0.6412912
258,2003,0.3970564,0.4283841,0.6422371
258,2004,0.3819147,0.5040769,0.6304235
258,2005,0.4680822,0.5003488,0.653187
258,2006,0.4546498,0.5006213,0.6359164
258,2007,0.4445029,0.5036898,0.6500341
258,2008,0.4296326,0.5076433,0.6319315
258,2009,0.422523,0.4794846,0.6256227
258,2010,0.4311582,0.4801422,0.6106174
336,1990,0.5,0.3685185,0.344532
336,1991,0.5,0.3685185,0.3917818
336,1992,0.5648148,0.4893519,0.4181982
336,1993,0.5625,0.5032434,0.3923584
336,1994,0.6541666,0.5599101,0.4134915
336,1995,0.6386307,0.6321324,0.417589
336,1996,0.6575576,0.6062971,0.4937389
336,1997,0.6564677,0.6251768,0.5262338
336,1998,0.6553777,0.6304201,0.5597703
336,1999,0.6530498,0.6131171,0.5620871
336,2000,0.6407475,0.5994757,0.5713482
336,2001,0.6977963,0.6623733,0.5788704
336,2002,0.6768688,0.6845326,0.590863
336,2003,0.6343545,0.6563614,0.6117842
336,2004,0.4937438,0.6411107,0.5908214
336,2005,0.5211366,0.5823986,0.5949877
336,2006,0.5143276,0.5864822,0.5947485
336,2007,0.5186715,0.5885847,0.590439
336,2008,0.5086432,0.5892805,0.5683153
336,2009,0.5195147,0.5678263,0.569131
336,2010,0.5168282,0.5996964,0.5719851
532,1990,0.7777778,0.6990741,0.8283749
532,1991,0.7777778,0.6805556,0.8437511
532,1992,0.787037,0.7083333,0.8903925
532,1993,0.7097222,0.6063492,0.7649049
532,1994,0.76875,0.6410714,0.7547181
532,1995,0.7865328,0.7,0.8059846
532,1996,0.826693,0.7003595,0.8403629
532,1997,0.8425178,0.6656543,0.9371454
532,1998,0.8441151,0.6119372,0.9232013
532,1999,0.8404816,0.5703601,0.9209139
532,2000,0.8121059,0.5786961,0.9168944
532,2001,0.8077427,0.6119124,0.9278593
532,2002,0.8036553,0.649469,0.9216897
532,2003,0.8151213,0.648976,0.9373136
532,2004,0.7873815,0.705137,0.9147637
532,2005,0.8353767,0.6985108,0.9107777
532,2006,0.8433159,0.6967822,0.8928359
532,2007,0.8407561,0.7025017,0.8953082
532,2008,0.8387549,0.6995724,0.8960814
532,2009,0.8409149,0.6973401,0.8814356
532,2010,0.8349569,0.704014,0.8994979
268,1990,0.6111111,0.4102397,0.5588025
268,1991,0.6111111,0.4102397,0.5868719
268,1992,0.6574074,0.4194989,0.6045246
268,1993,0.5666667,0.3761601,0.5410751
268,1994,0.5666667,0.4233824,0.5510305
268,1995,0.5295129,0.4233824,0.5328471
268,1996,0.545966,0.4117551,0.5471547
268,1997,0.5277113,0.4417754,0.5735505
268,1998,0.505753,0.4408706,0.6152241
268,1999,0.5050449,0.4324317,0.6003928
268,2000,0.431881,0.4758583,0.5847372
268,2001,0.3730739,0.511764,0.590964
268,2002,0.3881184,0.5106703,0.5582649
268,2003,0.4059915,0.4941466,0.5563571
268,2004,0.3969875,0.5044925,0.5727392
268,2005,0.4120675,0.5063136,0.5969505
268,2006,0.4528521,0.512028,0.6113221
268,2007,0.4693107,0.5129899,0.6191428
268,2008,0.4490176,0.5177783,0.5930554
268,2009,0.4280117,0.454136,0.5838274
268,2010,0.4422211,0.4615996,0.5767484
960,1990,NA,NA,NA
960,1991,NA,NA,NA
960,1992,NA,NA,0.2511407
960,1993,NA,0.2417647,0.2617
960,1994,NA,0.2617647,0.2850444
960,1995,0.3835654,0.1717647,0.3167222
960,1996,0.3892723,0.2792397,0.4295947
960,1997,0.3410129,0.2811016,0.4371278
960,1998,0.348309,0.2829635,0.439899
960,1999,0.5162119,0.4288555,0.4634405
960,2000,0.5753835,0.6141697,0.4681846
960,2001,0.5475954,0.6714626,0.5043392
960,2002,0.5413691,0.6654283,0.5098044
960,2003,0.5296633,0.659559,0.5283627
960,2004,0.5521045,0.6638929,0.5724347
960,2005,0.5872326,0.6610888,0.5671322
960,2006,0.5918497,0.6639724,0.5626014
960,2007,0.5889083,0.6962343,0.5612659
960,2008,0.5704446,0.6876152,0.5677572
960,2009,0.5661375,0.6960021,0.5666482
960,2010,0.5776748,0.7007115,0.5719283
263,1990,0.4444444,0.2333333,0.3950826
263,1991,0.2777778,0.1177083,0.4190966
263,1992,0.2777778,0.1185185,0.4153328
263,1993,0.2416667,0.1355556,0.3403664
263,1994,0.3944445,0.2319444,0.3712443
263,1995,0.387628,0.4030637,0.3364365
263,1996,0.3892181,0.3854381,0.3736195
263,1997,0.390439,0.3635151,0.432002
263,1998,0.3847155,0.3167184,0.4417734
263,1999,0.3636902,0.2789324,0.4451571
263,2000,0.3557047,0.2545302,0.4553116
263,2001,0.2563374,0.2707482,0.4722221
263,2002,0.2577057,0.2224615,0.4343813
263,2003,0.2658471,0.211883,0.53247
263,2004,0.2710921,0.1800726,0.5509073
263,2005,0.3503395,0.1776629,0.564617
263,2006,0.3892106,0.2567244,0.5518077
263,2007,0.3914847,0.2870806,0.5722063
263,2008,0.3990587,0.3524657,0.5800197
263,2009,0.3940657,0.3631368,0.5880644
263,2010,0.3191633,0.3436982,0.4985387
944,1990,0.8333333,0.7592593,0.2280989
944,1991,0.8333333,0.7881263,0.2621736
944,1992,0.8333333,0.7742375,0.3257622
944,1993,0.7097222,0.7361193,0.3589806
944,1994,0.7375,0.7655637,0.390407
944,1995,0.7075967,0.7248997,0.5186498
944,1996,0.7897215,0.739926,0.5797693
944,1997,0.7889945,0.7566349,0.590949
944,1998,0.7882674,0.7490962,0.606469
944,1999,0.7616189,0.7519854,0.6110064
944,2000,0.6770486,0.7482367,0.6110656
944,2001,0.7118738,0.7686449,0.7489101
944,2002,0.6916242,0.7566457,0.7540374
944,2003,0.6919222,0.7665685,0.7643733
944,2004,0.7112958,0.7526593,0.7851163
944,2005,0.7479262,0.7471206,0.7334152
944,2006,0.7449338,0.7461171,0.7353721
944,2007,0.7285869,0.7367766,0.7229316
944,2008,0.7048848,0.7449784,0.731673
944,2009,0.6904269,0.7454329,0.7365791
944,2010,0.6697382,0.7349946,0.7194684
536,1990,0.3333333,0.2003087,0.6069444
536,1991,0.3657407,0.2666667,0.6240972
536,1992,0.4907407,0.3129629,0.5909028
536,1993,0.4291667,0.2954167,0.5053333
536,1994,0.4569444,0.2983333,0.4982222
536,1995,0.4249409,0.2857955,0.4781594
536,1996,0.5169762,0.2973222,0.5378259
536,1997,0.4666812,0.2724167,0.537761
536,1998,0.4418492,0.2333619,0.4951614
536,1999,0.3894312,0.3338739,0.4822559
536,2000,0.3583381,0.3983735,0.4932451
536,2001,0.2952226,0.3958917,0.4889817
536,2002,0.3549132,0.4055627,0.452531
536,2003,0.3804995,0.4044031,0.4302871
536,2004,0.3539299,0.4362355,0.415196
536,2005,0.3810132,0.4819348,0.4859553
536,2006,0.396936,0.518802,0.5032988
536,2007,0.4134408,0.5317847,0.5041628
536,2008,0.4338217,0.541857,0.4951383
536,2009,0.4318446,0.5352681,0.4918095
536,2010,0.4231752,0.5280725,0.5345936
534,1990,0.3842593,0.5277415,0.3023375
534,1991,0.2962963,0.487618,0.2267873
534,1992,0.4259259,0.5345951,0.2503954
534,1993,0.4388889,0.5101552,0.2339251
534,1994,0.4875,0.5407516,0.2458672
534,1995,0.5429733,0.5379493,0.3183943
534,1996,0.5406194,0.5488358,0.3335278
534,1997,0.5411668,0.6294149,0.3471406
534,1998,0.569492,0.6196363,0.3355797
534,1999,0.54386,0.6079381,0.3302914
534,2000,0.5507541,0.5300736,0.3621456
534,2001,0.5483113,0.555565,0.3783486
534,2002,0.5362142,0.5515425,0.4299834
534,2003,0.5396747,0.5644004,0.4359886
534,2004,0.5896888,0.5885029,0.4577651
534,2005,0.6512388,0.654412,0.4738179
534,2006,0.627826,0.6538104,0.453244
534,2007,0.6027684,0.6382347,0.4543996
534,2008,0.6002929,0.6334342,0.443113
534,2009,0.5855236,0.6387532,0.4614032
534,2010,0.5645104,0.5657237,0.4459227
178,1990,0.8333333,0.8613834,0.5069497
178,1991,0.8333333,0.885689,0.5476156
178,1992,0.8472222,0.8937908,0.5964154
178,1993,0.6583333,0.8172794,0.5675611
178,1994,0.7138889,0.8207516,0.6357676
178,1995,0.830138,0.8493148,0.7357797
178,1996,0.849458,0.8520501,0.7782001
178,1997,0.8414689,0.8272694,0.797453
178,1998,0.8510723,0.802916,0.8083725
178,1999,0.8496557,0.7892407,0.8027196
178,2000,0.8467572,0.7835514,0.7553954
178,2001,0.8613182,0.835616,0.8168881
178,2002,0.8321629,0.8423681,0.8661523
178,2003,0.8611185,0.8469626,0.8611281
178,2004,0.8906204,0.8238925,0.8731098
178,2005,0.9023476,0.8500088,0.8779503
178,2006,0.8986484,0.8554288,0.8763704
178,2007,0.9026588,0.8335243,0.8826882
178,2008,0.8872048,0.8507504,0.8672479
178,2009,0.8796437,0.8392421,0.8243899
178,2010,0.8780571,0.8340775,0.8271068
429,1990,0.2361111,0.3092593,0.4149662
429,1991,0.3657407,0.3154321,0.418084
429,1992,0.4444444,0.4141975,0.3482853
429,1993,0.3208334,0.4172222,0.2283447
429,1994,0.3166667,0.4325,0.1891724
429,1995,0.3381594,0.4325,0.15
429,1996,0.2853581,0.4321717,0.2354448
429,1997,0.2895584,0.4545424,0.2725188
429,1998,0.3243143,0.4531757,0.2861552
429,1999,0.3332939,0.4372054,0.3229801
429,2000,0.3460369,0.4280533,0.359805
429,2001,0.3374677,0.4480146,0.3607484
429,2002,0.329692,0.419996,0.3532829
429,2003,0.3122307,0.4201635,0.3777334
429,2004,0.3067642,0.3746455,0.3671697
429,2005,0.3041547,0.3749856,0.3999338
429,2006,0.2952085,0.3760051,0.4330295
429,2007,0.2944184,0.3731861,0.4026453
429,2008,0.297852,0.3650275,0.4151694
429,2009,0.3300601,0.3502389,0.3611764
429,2010,0.3330036,0.3343034,0.3603607
433,1990,0.2546296,0.162963,0.2777778
433,1991,0.2592593,0.0780864,0.1666667
433,1992,0.2638889,0.0757716,0.0902778
433,1993,0.2819445,0.0952778,0.0833333
433,1994,0.2958333,0.1029167,0.09375
433,1995,0.2958333,0.1126389,0.1423611
433,1996,0.2477715,0.099373,0.2070708
433,1997,0.2482618,0.0926832,0.1999962
433,1998,0.2487522,0.0686954,0.187366
433,1999,0.2515275,0.0583365,0.1876216
433,2000,0.2543029,0.055806,0.1878772
433,2001,0.2490051,0.1096073,0.2184751
433,2002,0.2497258,0.1164389,0.1643508
433,2003,0.3157995,0.1506546,0.4141875
433,2004,0.2788185,0.1046291,0.4288798
433,2005,0.2750044,0.1532651,0.4383105
433,2006,0.2354782,0.1610368,0.4501089
433,2007,0.2018638,0.1595926,0.4556575
433,2008,0.2243562,0.2010746,0.4674971
433,2009,0.2082149,0.2701671,0.4767229
433,2010,0.2081166,0.2944117,0.4795415
176,1990,1,0.9044118,0.5872208
176,1991,1,0.9044118,0.5803912
176,1992,1,0.9044118,0.5997089
176,1993,0.8291667,0.8289216,0.525499
176,1994,0.8291667,0.8289216,0.5340087
176,1995,0.7890806,0.8289216,0.6172621
176,1996,0.8786998,0.833154,0.6480791
176,1997,0.8915986,0.8367347,0.6416641
176,1998,0.8935401,0.8428559,0.6496995
176,1999,0.8955276,0.8451146,0.6526049
176,2000,0.8836447,0.8473733,0.6848296
176,2001,0.9327425,0.8997451,0.734006
176,2002,0.9308301,0.8865235,0.7272798
176,2003,0.9420595,0.8786421,0.7530602
176,2004,0.9226807,0.8730217,0.756607
176,2005,0.9531888,0.8915123,0.8199442
176,2006,0.9368711,0.8890426,0.8092553
176,2007,0.937707,0.8857709,0.7750595
176,2008,0.9150715,0.8857253,0.7007784
176,2009,0.9007047,0.8674116,0.6536031
176,2010,0.8897443,0.8651699,0.6427142
436,1990,0.3888889,0.555719,0.321132
436,1991,0.5185185,0.5865831,0.3752886
436,1992,0.7222222,0.7084967,0.4317543
436,1993,0.55,0.6831127,0.4083537
436,1994,0.5583333,0.7004738,0.4146373
436,1995,0.6662601,0.6746405,0.483473
436,1996,0.654595,0.6817252,0.5431472
436,1997,0.6400231,0.6696131,0.5647032
436,1998,0.6124882,0.6393245,0.5914674
436,1999,0.6398948,0.6435736,0.5842469
436,2000,0.6908196,0.6459129,0.6127025
436,2001,0.725992,0.6584859,0.6574189
436,2002,0.737538,0.6484555,0.6979066
436,2003,0.6964486,0.6687133,0.6950386
436,2004,0.7091007,0.642241,0.6920156
436,2005,0.7590526,0.6548904,0.715515
436,2006,0.7449593,0.6593918,0.7071477
436,2007,0.7101494,0.6518159,0.717209
436,2008,0.7020385,0.6270521,0.7125659
436,2009,0.7065126,0.630082,0.7204803
436,2010,0.7181187,0.6529518,0.7414014
136,1990,0.8888889,0.7807734,0.6234702
136,1991,0.8888889,0.7965913,0.6704631
136,1992,0.8333333,0.8039216,0.6797806
136,1993,0.6625,0.7079248,0.5776674
136,1994,0.7041667,0.7222794,0.599288
136,1995,0.6502668,0.6628732,0.5640909
136,1996,0.7757349,0.7001138,0.6582864
136,1997,0.7716891,0.7392406,0.7067333
136,1998,0.7676433,0.7042524,0.7152498
136,1999,0.7684618,0.6681499,0.7110515
136,2000,0.7198792,0.66839,0.6682367
136,2001,0.7430544,0.7046397,0.6992761
136,2002,0.7023076,0.696925,0.7113978
136,2003,0.6177253,0.695264,0.721984
136,2004,0.6487115,0.6968623,0.7128887
136,2005,0.6844721,0.6884204,0.7191944
136,2006,0.6544721,0.7142539,0.7069871
136,2007,0.6402998,0.7033669,0.7073688
136,2008,0.5960971,0.693083,0.6983611
136,2009,0.6030325,0.6765715,0.6998477
136,2010,0.617632,0.6790913,0.6943527
343,1990,0.7222222,0.6492375,0.3948042
343,1991,0.7222222,0.6492375,0.5081972
343,1992,0.7268518,0.6237745,0.5833957
343,1993,0.5958334,0.6216748,0.5424309
343,1994,0.6041667,0.6685703,0.5984231
343,1995,0.5707233,0.6492647,0.6823204
343,1996,0.6416508,0.671644,0.6944247
343,1997,0.643998,0.6670581,0.7124357
343,1998,0.6741229,0.6153679,0.7356551
343,1999,0.6453272,0.603215,0.6973541
343,2000,0.5888324,0.6230778,0.6860134
343,2001,0.5909702,0.6373444,0.6619329
343,2002,0.5602762,0.6073216,0.6666795
343,2003,0.5572979,0.608256,0.7088881
343,2004,0.5790607,0.619845,0.723098
343,2005,0.6254094,0.6226932,0.7223654
343,2006,0.6142996,0.6259468,0.7346624
343,2007,0.6216301,0.620869,0.6918141
343,2008,0.6115437,0.6087127,0.6729436
343,2009,0.5970156,0.6066944,0.6358827
343,2010,0.5917611,0.6000967,0.6432543
439,1990,0.3564815,0.4152778,0.3456746
439,1991,0.4814815,0.442284,0.2242782
439,1992,0.6111111,0.5722222,0.3093913
439,1993,0.4694445,0.5027778,0.2969923
439,1994,0.5375,0.5145833,0.2878605
439,1995,0.556815,0.5338889,0.4956335
439,1996,0.5662261,0.5448499,0.5047332
439,1997,0.5158393,0.5359383,0.5712575
439,1998,0.4867488,0.5022001,0.6360458
439,1999,0.5258638,0.4870878,0.6758737
439,2000,0.5891222,0.4733064,0.6963893
439,2001,0.4895824,0.5011165,0.6984028
439,2002,0.5134479,0.4803732,0.6934311
439,2003,0.5220138,0.512418,0.6991761
439,2004,0.5542303,0.5339931,0.7069616
439,2005,0.5846612,0.5265688,0.7270652
439,2006,0.5937457,0.5039762,0.708111
439,2007,0.607206,0.4923446,0.7009087
439,2008,0.5861753,0.4680741,0.6926448
439,2009,0.564445,0.458778,0.6833186
439,2010,0.5471415,0.4427348,0.6831815
158,1990,0.9444444,0.874183,0.8076507
158,1991,0.8888889,0.874183,0.7943063
158,1992,0.9166667,0.8788126,0.7647924
158,1993,0.7791666,0.7934313,0.6510006
158,1994,0.7791666,0.8279902,0.657945
158,1995,0.7818413,0.7910873,0.6714485
158,1996,0.8246616,0.7785343,0.6996328
158,1997,0.8249081,0.7744965,0.7137295
158,1998,0.8251545,0.7334915,0.6904998
158,1999,0.8244702,0.7263152,0.69211
158,2000,0.7879081,0.7566389,0.7054893
158,2001,0.7770504,0.7941924,0.7374445
158,2002,0.7500892,0.7827706,0.7170877
158,2003,0.793845,0.7835316,0.7566028
158,2004,0.8002579,0.7721735,0.7406545
158,2005,0.8332326,0.7805117,0.7543312
158,2006,0.8381874,0.7830437,0.7415172
158,2007,0.8317208,0.7732024,0.7393144
158,2008,0.8079045,0.7733175,0.7309449
158,2009,0.8066474,0.7773811,0.7178069
158,2010,0.8249339,0.7853914,0.7226115
916,1990,NA,NA,NA
916,1991,NA,NA,NA
916,1992,NA,0.4208333,NA
916,1993,NA,0.3108333,0.1333333
916,1994,NA,0.2558333,0.0666667
916,1995,NA,0.2733333,0.0333333
916,1996,0.2780574,0.2368125,0.3436132
916,1997,0.2655284,0.2565124,0.3389651
916,1998,0.2716941,0.2157956,0.3504919
916,1999,0.4309964,0.3837139,0.4591365
916,2000,0.42253,0.366706,0.4562128
916,2001,0.4411961,0.3795664,0.4167208
916,2002,0.4404177,0.3524384,0.4095898
916,2003,0.4372841,0.3789925,0.4176878
916,2004,0.438414,0.3624523,0.4732679
916,2005,0.4265233,0.3688799,0.49339
916,2006,0.4240657,0.3801811,0.5414158
916,2007,0.4303181,0.3743485,0.5743462
916,2008,0.4149785,0.3759525,0.5725375
916,2009,0.4010493,0.3801368,0.5693012
916,2010,0.3991675,0.3719923,0.5715563
664,1990,0.5,0.3986111,0.3186415
664,1991,0.5,0.4012346,0.3524511
664,1992,0.5,0.4567901,0.4296634
664,1993,0.3819444,0.4612091,0.4135561
664,1994,0.4333333,0.446348,0.4636593
664,1995,0.4390684,0.4503758,0.4919732
664,1996,0.4399826,0.4112231,0.5216846
664,1997,0.4176663,0.395551,0.5732388
664,1998,0.3860907,0.3278715,0.5942375
664,1999,0.3619325,0.3332145,0.6024159
664,2000,0.3690071,0.3413353,0.6019139
664,2001,0.3641916,0.3881516,0.6011153
664,2002,0.3123472,0.4258243,0.6003492
664,2003,0.4116287,0.5150403,0.6068812
664,2004,0.4147667,0.5189961,0.5885381
664,2005,0.4517292,0.4832053,0.6232632
664,2006,0.4598537,0.4841955,0.6303945
664,2007,0.4423717,0.4541551,0.6373819
664,2008,0.4077064,0.4518478,0.6189359
664,2009,0.3814972,0.4658924,0.6219367
664,2010,0.4234298,0.486019,0.6109967
917,1990,NA,NA,NA
917,1991,NA,NA,NA
917,1992,NA,0.4625,NA
917,1993,NA,0.3466667,0.15
917,1994,NA,0.35,0.1166667
917,1995,NA,0.345,0.2
917,1996,0.3416308,0.4282643,0.4024142
917,1997,0.3424619,0.4030542,0.4126682
917,1998,0.2852476,0.3695108,0.4614611
917,1999,0.2815816,0.2931294,0.4608358
917,2000,0.2945824,0.3056663,0.4477105
917,2001,0.3019219,0.3301873,0.446397
917,2002,0.3134281,0.3110447,0.4450834
