"iso2c","country","year","GDPCurrentUSD","GDPperCapita","CapToAssetswdi","NPLwdi","CreditInfo","DomesticCredit","CreditBurCoverange","CurrentAccount","IMFCredits","PortfolioEquity","CashSurplusDeficit","ClaimsOnGov","CentGovDebt","ShortExternDebtAll","ExternPrivateDebt","ExternPublicDebt","ExternDebtTotal","TotalReserves","imfcode"
"3896","LK","Sri Lanka",1981,4415844155.84416,463.822387754795,NA,NA,NA,49.0252021687073,NA,-10.0643587786612,515171000,0,NA,18.9206690576514,NA,203928000,4e+06,1518736000,2241835000,352359571.0794,524
"3897","LK","Sri Lanka",1982,4768765016.81884,471.938045254195,NA,NA,NA,50.3307699435789,NA,-11.4981206132982,482344000,0,NA,15.7634735652633,NA,275860000,2500000,1871330000,2632034000,380230502.187489,524
"3898","LK","Sri Lanka",1983,5167913302.16745,487.566217937994,NA,NA,NA,47.7518245729691,NA,-9.01719279132174,445093000,0,NA,4.92837934736065,NA,283605000,40230000,2121310000,2890238000,320947605.981908,524
"3899","LK","Sri Lanka",1984,6043474842.76729,506.319435891341,NA,NA,NA,37.0282244634085,NA,0.0145430995555741,404823000,0,NA,-12.0937450672772,NA,194726000,44349000,2354457000,2998355000,530159878.199937,524
"3900","LK","Sri Lanka",1985,5978460972.01767,523.611894914161,NA,NA,NA,41.7380551744182,NA,-6.9992975801459,396615000,0,NA,14.4330413675429,NA,206250000,98512000,2843262000,3544639000,471725052.19394,524
"3901","LK","Sri Lanka",1986,6405210563.88294,536.761645671386,NA,NA,NA,41.2356447824844,NA,-6.51148135328223,346775000,0,NA,5.63096608947597,NA,184586000,96040000,3459288000,4086689000,377188000.9,524
"3902","LK","Sri Lanka",1987,6682167119.56522,537.820194602716,NA,NA,NA,43.2444318590958,NA,-4.87947833303539,276696000,0,NA,10.2920458956171,NA,273350000,116760000,4087626000,4754432000,309506426.7,524
"3903","LK","Sri Lanka",1988,6978371581.26375,543.615200704336,NA,NA,NA,48.6291531945,NA,-5.65273419241545,359437000,0,NA,17.3050390679459,NA,580798000,113296000,4156110000,5209641000,247726248.25,524
"3904","LK","Sri Lanka",1989,6987267683.77254,548.644574175617,NA,NA,NA,40.7655692343117,NA,-5.92088186722556,365743000,0,NA,-14.113084515698,NA,400894000,131913000,4284273000,5182823000,269432865.8,524
"3905","LK","Sri Lanka",1990,8032551173.24014,577.239226445905,NA,NA,NA,37.9800114362429,NA,-3.71364846145229,409865000,0,-5.17085995574671,4.36942089229181,96.5806255127663,404870000,101767000,4948103000,5864605000,447030482.6,524
"3906","LK","Sri Lanka",1991,9000362581.58086,594.980298148147,NA,NA,NA,24.956021968873,NA,-6.60834436461149,400763000,0,-6.64168983066779,4.35115692215777,98.4833957754233,409472000,98676000,5671833000,6580744000,724220186.1,524
"3907","LK","Sri Lanka",1992,9703011635.86585,615.491788114397,NA,NA,NA,36.4094967351152,NA,-4.6445676126182,464434000,0,-4.82643322211328,-0.99800980409007,95.3619119503954,249824000,99441000,5662392000,6476091000,979864996.25,524
"3908","LK","Sri Lanka",1993,10338679635.7616,649.757652315509,NA,NA,NA,32.3653178265091,NA,-3.69702621240226,516057000,NA,-5.64651246584529,-4.26213456343723,96.7978140982655,266378000,89796000,6030392000,6902623000,1653805524.54355,524
"3909","LK","Sri Lanka",1994,11717604208.8223,676.747999027108,NA,NA,NA,32.5623916392095,NA,-6.46387915946703,617201000,NA,-6.76603048953174,0.645696744506999,94.8553232346257,538304000,82557000,6722554000,7960616000,2069716974.58595,524
"3910","LK","Sri Lanka",1995,13029697560.9756,704.324099326023,NA,NA,NA,40.9134704659674,NA,-5.90910994846491,595301000,NA,-7.57668785154214,5.36026921568129,94.6498205974494,535324000,89552000,7175325000,8395502000,2111952731.81085,524
"3911","LK","Sri Lanka",1996,13897738375.2488,723.114065022961,NA,NA,NA,38.7327112147975,NA,-4.91199982756748,530952000,NA,-7.65080819863356,0.92995844538484,92.343984335944,559527000,87538000,7120746000,8298763000,1984681138.21508,524
"3912","LK","Sri Lanka",1997,15091930835.7349,759.818766017235,NA,NA,NA,36.779336226079,NA,-2.61516561796569,433387000,0,-6.3314286741258,-0.664147173156689,86.1058349517508,471099000,135750000,7064079000,8104315000,2042319918.1107,524
"3913","LK","Sri Lanka",1998,15794972847.1683,786.370289167269,NA,NA,NA,36.6230380378512,NA,-1.44134564835237,367262000,0,-7.03113795278128,5.6264293769767,89.1958239111343,420136000,195752000,8044151000,9027301000,1997795287.81587,524
"3914","LK","Sri Lanka",1999,15656342015.855,808.481570897087,NA,NA,NA,39.1617448669215,NA,-3.5854377651333,355469000,NA,-5.87225262305102,6.99799412878292,95.1080686170617,929553000,212572000,8393414000,9891008000,1653728954.32291,524
"3915","LK","Sri Lanka",2000,16330810303.9159,854.926725155264,NA,NA,NA,43.7452753084082,NA,-6.39029846030521,252854000,NA,-8.39837799401221,12.4644949208417,96.9040556452095,684557000,367881000,7868111000,9173403000,1131355393.46995,524
"3916","LK","Sri Lanka",2001,15746224409.8,855.372580340499,4.4,15.3,NA,45.432465444211,NA,-1.36851853747166,303397000,-34690000,-9.34121287510362,11.1380671190808,103.219308051695,627312000,389360000,7429785000,8749854000,1357451876.64211,524
"3917","LK","Sri Lanka",2002,17102623876.2283,883.457176937706,5.7,15.3,NA,42.2412324232627,NA,-1.38195169180159,406317000,-52630000,-7.36658156264192,-1.24709159923371,102.032166754175,700636000,328613000,8342160000,9777726000,1705155578.78756,524
"3918","LK","Sri Lanka",2003,18881765437.2151,923.63543953545,NA,NA,NA,40.7220399480265,NA,-0.374541248460878,498585000,-143200000,-6.86212323069596,-2.75059227477146,102.270712023476,620767000,268350000,9113609000,10501311000,2333781491.99409,524
"3919","LK","Sri Lanka",2004,20662525941.2986,960.798594560436,NA,NA,4,43.2957208128213,1.9,-3.1340311530145,403986000,-100350000,-7.33346055486764,6.29226560127439,102.328536698869,647842000,295896000,9800950000,11148674000,2204869011.75366,524
"3920","LK","Sri Lanka",2005,24405791044.7761,1009.90886939587,NA,NA,4,43.6323813809935,2.2,-2.66382240513017,482584000,-215500000,-6.97640475182874,3.44888104903512,90.6049131149854,9.92e+08,387896000,9609189000,11471669000,2734967980.3661,524
"3921","LK","Sri Lanka",2006,28267410542.5164,1075.62553788527,NA,NA,4,47.1325300857848,3.1,-5.29942775531871,350944000,-3.04e+08,-6.88305633821988,10.6194499306674,88.6994841221229,8.55e+08,492900000,10292737000,11991581000,2832098005.534,524
"3922","LK","Sri Lanka",2007,32351184234.3157,1138.36683852563,NA,NA,3,45.0172388776837,2.9,-4.33028970393619,363194000,-322010000,-6.52082550923691,1.35060309023884,84.9944169483341,1643499000,638900000,11833695000,14479288000,3518418323.872,524
"3923","LK","Sri Lanka",2008,40715249699.9908,1195.48108451616,NA,NA,5,42.8351380647335,8.7,-9.54286177446894,277785000,-487900000,-6.56852918244181,14.0450168323217,NA,2099971000,733700000,12611479000,15722935000,2616559604.06848,524
"3924","LK","Sri Lanka",2009,42067965895.2497,1223.68571015151,NA,NA,5,39.5624061004804,14.3,-0.510364586047751,1341225000,-381500000,-8.92080561008518,4.39664947143457,NA,1873191000,966800000,13675602000,17856818000,5353610184.36381,524
"3925","LK","Sri Lanka",2010,49567521669.9098,1308.78401857328,NA,NA,5,40.4775992185363,18.6,-2.16881934739255,1919838000,-1048530000,-7.22242132616151,-0.631785921029344,NA,1841329000,9.19e+08,16473095000,21153262000,7195358272.43193,524
"3926","LK","Sri Lanka",2011,59172135298.9057,1402.12167274313,NA,NA,5,46.1847498759332,29.4,-7.79998892499889,2325236000,-623160000,-6.40719841446824,8.86495890469206,NA,1912752000,1012670000,18733479000,23984137000,6739196756.94454,524
"3927","LK","Sri Lanka",2012,NA,NA,NA,NA,5,NA,33.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,524
"3928","LR","Liberia",1980,854711504,682.400320889774,NA,NA,NA,33.1896088436796,NA,5.38325258161575,89006000,0,NA,37.7284361523787,NA,81187000,0,515493000,685686000,5450000,668
"3929","LR","Liberia",1981,846514496,645.525833778878,NA,NA,NA,38.2295354611853,NA,8.9114185594751,134187000,0,NA,35.3623879636588,NA,80772000,0,598486000,813445000,8336716.39891,668
"3930","LR","Liberia",1982,863933152,608.244717035986,NA,NA,NA,44.6043629860289,NA,0.399799303694309,195092000,0,NA,63.8656424712655,NA,79252000,0,628248000,902592000,6473031.09999,668
"3931","LR","Liberia",1983,823374944,577.914130021956,NA,NA,NA,54.898995446003,NA,-12.4613591254053,234260000,0,NA,51.6606911514185,NA,59310000,0,714032000,1007602000,20396000,668
"3932","LR","Liberia",1984,848478336,551.974036021142,NA,NA,NA,55.3339935037245,NA,-0.101134046067595,232577000,0,NA,6.63666713452571,NA,73683000,0,773840000,1080100000,3476406.3,668
"3933","LR","Liberia",1985,851296080,539.390131223183,NA,NA,NA,63.4083299126042,NA,6.64394325181655,253129000,0,NA,51.2481913887828,NA,112201000,0,884874000,1250204000,1517968.39998,668
"3934","LR","Liberia",1986,840964416,527.986453696567,NA,NA,NA,69.48577850428,NA,-2.10472580785674,281825000,0,NA,23.5866244241017,NA,279846000,0,988138000,1549809000,2660463.8,668
"3935","LR","Liberia",1987,972800000,524.743898304074,NA,NA,NA,69.5934758640236,NA,-14.915572630414,326859000,0,NA,44.3844581397506,NA,404651000,0,1115714000,1847224000,509559.8,668
"3936","LR","Liberia",1988,1038300000,519.394963251025,NA,NA,NA,81.293082213226,NA,NA,308644000,NA,NA,72.6186630805488,NA,455303000,0,1078377000,1842324000,380371,668
"3937","LR","Liberia",1989,786300000,386.272176710248,NA,NA,NA,123.917263413398,NA,NA,298584000,NA,NA,33.1646296158366,NA,509465000,0,1066009000,1874058000,7876424.8,668
"3938","LR","Liberia",1990,384400000,192.014542463995,NA,NA,NA,NA,NA,NA,322268000,NA,NA,NA,NA,614816000,0,1118502000,2055586000,NA,668
"3939","LR","Liberia",1991,3.48e+08,167.514928607286,NA,NA,NA,319.538781450333,NA,NA,324028000,NA,NA,NA,NA,744363000,0,1108953000,2177344000,1307912.9,668
"3940","LR","Liberia",1992,223500000,110.709144624259,NA,NA,NA,NA,NA,NA,311472000,NA,NA,NA,NA,768047000,0,1083719000,2163238000,977250,668
"3941","LR","Liberia",1993,160400000,75.0643294310024,NA,NA,NA,NA,NA,NA,311146000,NA,NA,NA,NA,806137000,0,1104205000,2221488000,2362459.68,668
"3942","LR","Liberia",1994,132200000,58.4599315953944,NA,NA,NA,NA,NA,NA,329681000,NA,NA,NA,NA,878525000,0,1139707000,2347913000,5069083.0987,668
"3943","LR","Liberia",1995,134800000,54.5051923584097,NA,NA,NA,NA,NA,NA,335551000,NA,NA,NA,NA,977785000,0,1152814000,2466150000,28088832.80158,668
"3944","LR","Liberia",1996,159400000,58.0832543768028,NA,NA,NA,NA,NA,NA,324597000,NA,NA,NA,NA,998094000,0,1101192000,2423883000,376467.07032,668
"3945","LR","Liberia",1997,295900000,111.860198712062,NA,NA,NA,NA,NA,NA,304525000,NA,NA,NA,NA,1049538000,0,1052137000,2406200000,419970.5935,668
"3946","LR","Liberia",1998,359599999.036319,134.786101612489,NA,NA,NA,247.465198241126,NA,NA,317169000,NA,NA,NA,NA,1160740000,0,1083279000,2561188000,616574.78026,668
"3947","LR","Liberia",1999,441800019.378319,155.256530934709,NA,NA,NA,182.060020891828,NA,NA,337397000,NA,NA,-157.975254824608,NA,1198180000,0,1052902000,2588479000,431082.245132532,668
"3948","LR","Liberia",2000,529064646.676027,185.81340385982,NA,NA,NA,174.464867217363,NA,NA,319693000,NA,NA,197.006684932509,NA,1412551000,0,1104036000,2836280000,267707.428892515,668
"3949","LR","Liberia",2001,515000000.010395,219.768949449759,NA,NA,NA,172.841603017439,NA,NA,307795000,NA,NA,205.452618953001,NA,1650991000,0,1077187000,3035973000,480275.986569091,668
"3950","LR","Liberia",2002,535999999.991709,284.365107676769,NA,NA,NA,186.269898130513,NA,NA,332644000,NA,NA,639.615723223552,NA,1832455000,0,1128737000,3293836000,3298470.56184,668
"3951","LR","Liberia",2003,408999999.996682,188.403077798643,NA,NA,NA,214.40858402398,NA,NA,363585000,NA,NA,-318.476831613455,NA,2077776000,0,1191435000,3632796000,7376738.86774,668
"3952","LR","Liberia",2004,467000000.008906,175.578912423692,NA,NA,NA,231.539573052562,NA,-34.2027653545362,379987000,0,NA,203.2033705524,NA,2240757000,0,1241736000,3862480000,18742650.4933616,668
"3953","LR","Liberia",2005,542000000.009002,186.801075594239,NA,NA,NA,191.149900386329,NA,-33.864646096218,349651000,0,0.022376189467791,-11.125252469035,NA,2421849000,0,1179079000,3950579000,25395460.90423,668
"3954","LR","Liberia",2006,603999999.997725,196.950993949881,NA,NA,0,196.079388334617,NA,-28.611652134631,367295000,0,0.0543245006481566,133.172687027743,NA,2620681000,0,1203814000,4191790000,71989512.7056,668
"3955","LR","Liberia",2007,738999999.999053,217.136528162539,NA,NA,0,159.724115617277,0,-30.1975522835272,385070000,0,0.0553391335994641,26.2472546162333,NA,2359362000,0,1033534000,3777966000,119359165.28241,668
"3956","LR","Liberia",2008,850700000,228.112314794531,NA,NA,1,140.54720914673,0,-41.64863687783,890329000,0,0.0104755142749167,10.5694335471836,NA,1405484000,0,865014000,3160827000,160860069.20936,668
"3957","LR","Liberia",2009,1155146229.77079,247.498262246735,NA,NA,1,109.823298253382,0,-23.9962193649873,1085543000,0,NA,40.1676998720576,NA,91604000,0,673135000,1850282000,372456984.36465,668
"3958","LR","Liberia",2010,1292696475.96887,263.705595226896,NA,NA,1,28.4767874743154,0,-32.1219376990394,235312000,0,NA,-271.234854515977,NA,442000,0,182920000,418674000,NA,668
"3959","LR","Liberia",2011,1545461659.8138,279.2204061359,NA,NA,1,30.8704050800483,0,-48.8950841593373,248218000,NA,NA,10.301290315674,NA,12195000,0,187211000,447624000,NA,668
"3960","LR","Liberia",2012,NA,NA,NA,NA,1,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,668
"3961","LS","Lesotho",1980,431450586.378877,287.526994872068,NA,NA,NA,16.4323118119607,NA,13.0554490714173,6207000,0,NA,NA,NA,8e+06,0,57736000,71943000,50268473.2969259,666
"3962","LS","Lesotho",1981,433940764.11795,281.902671033048,NA,NA,NA,26.7524934383202,NA,0.98478102225877,5687000,0,NA,23.3404999789216,NA,6e+06,0,72721000,84408000,43395459.3960429,666
"3963","LS","Lesotho",1982,401841633.329779,281.547656821345,NA,NA,NA,29.1626947754354,NA,5.49589058821576,5390000,0,NA,10.0299461506439,NA,3e+06,0,113679000,122069000,47535434.3986735,666
"3964","LS","Lesotho",1983,418043101.928548,265.603270548957,NA,NA,NA,27.7283659007945,NA,9.73930149196188,4968000,0,NA,-0.465362741600386,NA,4e+06,0,119706000,128674000,66677045.99772,666
"3965","LS","Lesotho",1984,365491541.210849,286.087867245109,NA,NA,NA,25.3058786685437,NA,1.76557389659264,4244000,0,NA,-5.37871400647405,NA,4e+06,0,129790000,138034000,48576066.2,666
"3966","LS","Lesotho",1985,289905775.441155,293.514083288902,NA,NA,NA,27.5947075208914,NA,-4.16804831669388,3853000,0,NA,8.97539666249705,NA,4026000,0,167407000,175286000,43520460.79776,666
"3967","LS","Lesotho",1986,323194722.214431,288.875261292596,NA,NA,NA,31.9447542616549,NA,-0.86638210939761,3103000,0,NA,17.5637835464225,NA,4e+06,0,190517000,197620000,60259771.4,666
"3968","LS","Lesotho",1987,364214815.665318,262.908697706489,NA,NA,NA,40.5115631214631,NA,6.49285252408553,2220000,0,NA,11.6496128704526,NA,4e+06,0,252408000,258628000,67531267.4,666
"3969","LS","Lesotho",1988,423590347.451286,280.729899349438,NA,NA,NA,44.2979600327568,NA,-5.81006507923517,5049000,0,NA,17.8521152567903,NA,6e+06,0,276037000,287086000,56281282,666
"3970","LS","Lesotho",1989,448661739.379488,294.331574200278,NA,NA,NA,43.9901882811613,NA,2.30847031886825,10147000,0,NA,11.4717642526196,NA,2e+06,0,315998000,328145000,48997744.8,666
"3971","LS","Lesotho",1990,540781148.185954,307.691879853642,NA,NA,NA,33.721067867947,NA,12.0227511589349,15065000,0,-0.560900333560385,-16.6725869982519,88.656134027647,2794000,0,377727000,395586000,72373881.6,666
"3972","LS","Lesotho",1991,599015735.04381,309.265710252268,NA,NA,NA,27.3501308967341,NA,13.8759561048467,18360000,0,-0.0485524244207938,-16.3813186760619,NA,3279000,0,425748000,447387000,115039949.3,666
"3973","LS","Lesotho",1992,708187243.686443,326.156468723636,NA,NA,NA,12.5700209324062,NA,5.31067286668155,24915000,0,4.65810120946515,-35.6925471408817,NA,4760000,0,464729000,494404000,157486250,666
"3974","LS","Lesotho",1993,705874860.408762,330.938783995468,NA,NA,NA,1.74961063461489,NA,4.15562823277196,34222000,0,NA,-43.8489852297164,NA,4981000,0,503167000,542370000,252685728.76,666
"3975","LS","Lesotho",1994,738211154.692494,343.423870077604,NA,NA,NA,-4.33220890748412,NA,14.6493861802801,40340000,0,8.62520194764327,-37.570267747251,NA,4779000,0,577432000,622551000,372621143.7209,666
"3976","LS","Lesotho",1995,814280442.525118,343.106329047533,NA,NA,NA,-9.51241177227038,NA,-39.671868320831,38383000,NA,5.84412128778605,-18.6589981166955,NA,4e+06,0,641976000,684359000,456739383.02883,666
"3977","LS","Lesotho",1996,796081272.538571,352.327108492902,NA,NA,NA,-14.6908110763184,NA,-38.0013820168008,33765000,NA,5.73581940109084,-24.9587655091484,70.3960066281612,4e+06,0,663460000,701225000,460505582.47124,666
"3978","LS","Lesotho",1997,837654100.18403,357.404413414381,NA,NA,NA,-19.5708891422693,NA,-32.137280048562,27504000,NA,NA,-41.7450802268471,70.5430968896335,4e+06,0,641949000,673453000,571737992.51425,666
"3979","LS","Lesotho",1998,800117786.220475,369.934014973699,NA,NA,NA,-21.3784260016509,NA,-35.0241349259696,23600000,NA,NA,-9.07630062037284,75.3981806107391,4063000,0,660546000,688209000,575080953.0267,666
"3980","LS","Lesotho",1999,783167363.670552,364.919546375338,NA,NA,NA,-1.15530207703534,NA,-28.1912447650946,22231000,NA,NA,57.7620341947815,NA,4e+06,0,660958000,687189000,499556707.77226,666
"3981","LS","Lesotho",2000,745832990.092211,379.775622565256,NA,NA,NA,3.74048937463574,NA,-10.2139520793525,15988000,0,NA,14.8665686122003,NA,4e+06,0,656702000,676690000,417891104.8124,666
"3982","LS","Lesotho",2001,686484199.485922,390.600603385061,NA,NA,NA,5.16438270037361,NA,3.03495627347026,19948000,0,-2.830822749132,6.2248982538656,NA,4e+06,0,578462000,602410000,386488997.424568,666
"3983","LS","Lesotho",2002,638601203.290921,390.599848554057,NA,NA,NA,11.0993418146029,NA,8.02417200452972,27094000,0,-4.1892622413,15.5679194198256,NA,4e+06,0,628480000,659574000,406370202.326262,666
"3984","LS","Lesotho",2003,947163200.751594,403.815793091438,17,NA,NA,4.75162052870077,NA,4.69402969707862,32122000,292112.776097699,0.780935295062995,6.93967970587299,NA,4e+06,0,672633000,708755000,460333704.363606,666
"3985","LS","Lesotho",2004,1234197704.43821,409.281529336831,16.9,1,0,-1.84169089386723,0,8.1624812225766,43856000,681283.109191095,8.2625660336831,-23.7193408969254,NA,7e+06,0,721580000,772436000,501504291.3924,666
"3986","LS","Lesotho",2005,1368405301.24444,416.536007756617,10.2,3,0,-1.15481957455169,0,-1.94642403715536,40361000,1574.5610069,4.24123715558396,-8.3350241712649,NA,8e+06,0,618936000,667297000,519112399.380138,666
"3987","LS","Lesotho",2006,1428931225.348,430.351327320825,7.5,3,0,-5.96128407733919,0,6.42711222687459,41956000,1319059.0365,13.9402134804207,-22.70633877054,NA,0,0,613482000,655438000,658398850.360368,666
"3988","LS","Lesotho",2007,1597463724.02948,446.320415910202,8.2,3,0,-18.401727615059,0,6.14565429370954,41307000,25004.978962,7.94937731600782,-52.0412616764883,NA,0,0,642179000,683486000,NA,666
"3989","LS","Lesotho",2008,1626044500.33042,465.693747083087,7.9,4,0,-18.3555837616665,0,7.56928646858922,35409000,23891.270247,5.6468523660419,-15.8861612688407,NA,0,0,659160000,694569000,NA,666
"3990","LS","Lesotho",2009,1711350115.4783,474.16772107684,8.4,3.7,0,-14.7310471757403,0,-2.90817933756943,75685000,24836.337321,NA,-0.477101014690726,NA,2000,0,680643000,756330000,NA,666
"3991","LS","Lesotho",2010,2179350966.53413,495.661644270621,8.4,3.7,0,-6.27258022266163,0,-20.2049410343776,78816000,29469.033581,NA,13.8923250582795,NA,0,0,697897000,776713000,NA,666
"3992","LS","Lesotho",2011,2426200016.96951,518.984125995108,9.5,2.9,0,0.723423534486256,0,-21.435698136102,80307000,31431.232962,NA,9.50826034961824,NA,0,0,711575000,791882000,NA,666
"3993","LS","Lesotho",2012,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,666
"3994","LT","Lithuania",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"3995","LT","Lithuania",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"3996","LT","Lithuania",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"3997","LT","Lithuania",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"3998","LT","Lithuania",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"3999","LT","Lithuania",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"4000","LT","Lithuania",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"4001","LT","Lithuania",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"4002","LT","Lithuania",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"4003","LT","Lithuania",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"4004","LT","Lithuania",1990,10506695073.8054,4290.78012754061,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"4005","LT","Lithuania",1991,10287023246.234,4040.37070571134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"4006","LT","Lithuania",1992,8562311026.88874,3184.88596039134,NA,NA,NA,NA,NA,NA,23719000,NA,NA,NA,NA,4460000,0,27364000,55543000,107287425,946
"4007","LT","Lithuania",1993,7424597884.34971,2680.75849570177,NA,NA,NA,15.5616911130285,NA,-1.1538948943214,120839000,566176.554405049,NA,NA,NA,6830000,0,205176000,332845000,422943421.421,946
"4008","LT","Lithuania",1994,6958636949.80629,2435.8002526461,NA,NA,NA,19.1664694746806,NA,-1.35075379488749,196423000,4557730.75939657,NA,2.01256920544666,NA,2.9e+07,0,277304000,502727000,596691631.68465,946
"4009","LT","Lithuania",1995,7904895790.98773,2535.3806533958,NA,NA,NA,13.7109833459613,NA,-7.77195571256524,261548000,6240000,NA,-2.4901884280829,NA,49370000,28700000,429864000,769482000,828984764.70219,946
"4010","LT","Lithuania",1996,8426600000,2687.13504199368,NA,NA,NA,11.0981890679515,NA,-8.57534474165144,273369000,15925000,NA,5.08507760216432,NA,156660000,260700000,736175000,1426904000,841037164.46488,946
"4011","LT","Lithuania",1997,10128700000,2909.22704500555,NA,NA,NA,12.6215605161571,NA,-9.6886816669464,270469000,30477500,NA,11.0213864306785,NA,1.03e+09,685630000,1049852000,3035951000,1064038330.433,946
"4012","LT","Lithuania",1998,11254050000,3153.93231851298,NA,NA,NA,13.3483057210515,NA,-11.5355138816693,253207000,11350000,NA,-4.73191325513277,NA,1.042e+09,960897000,1217118000,3473222000,1462691472.22752,946
"4013","LT","Lithuania",1999,10971375000,3142.29863306621,NA,NA,NA,16.1659317997972,NA,-10.882660559866,418609000,8897500,NA,3.88000912660766,NA,1.07e+09,996109000,2119059000,4603777000,1249084970.26322,946
"4014","LT","Lithuania",2000,11434200000,3267.34744263239,10.2,11.3,NA,15.1641566528485,NA,-5.90244617026115,370411000,121547500,-2.75773556523412,0.481497993758359,NA,1.114e+09,1211119000,2206375000,4901905000,1362679202.37948,946
"4015","LT","Lithuania",2001,12159225000,3505.70276782298,9.9,6.7,NA,15.5830244115065,NA,-4.71720031498718,323680000,-16275000,-1.68390666345923,3.45464109798671,NA,1.558e+09,1200881000,2382475000,5465036000,1669177344.0623,946
"4016","LT","Lithuania",2002,14163949141.8999,3759.51623922262,10.5,5.3,NA,17.802923366769,NA,-5.08824183867382,307942000,5583273.89069895,-1.33838805763768,-0.990472004646271,NA,2.123e+09,1426756000,2502916000,6360614000,2413140588.19296,946
"4017","LT","Lithuania",2003,18608709856.5781,4162.57865413315,9.8,2.4,NA,23.1805461433934,NA,-6.86964808759241,248791000,4245396.0171506,-1.21876283809169,-4.32954966485904,26.4658686713694,3.277e+09,2021983000,2133108000,7680882000,3449667625.08632,946
"4018","LT","Lithuania",2004,22551543054.4565,4492.77140381378,8.7,2.2,3,30.5082474983173,NA,-7.64748933939143,239253000,7948037.89657157,-1.68522659487255,4.93180202845249,23.3728456181876,3.766e+09,3620850000,3079451000,10705554000,3593962685.72902,946
"4019","LT","Lithuania",2005,25962254180.8029,4873.50423395222,7.9,0.6,6,43.0860777902981,12.1,-7.05325794025271,196151000,129992425.63,-0.456422667651026,2.06357056152497,21.3695733023963,5.325e+09,4106596000,2000994000,11628741000,3815556164.96427,946
"4020","LT","Lithuania",2006,30088510798.0993,5287.13655120884,7.6,1,6,48.9426616807259,7.2,-10.6955358585875,206462000,72014703.433,-0.100008696408383,-8.35637688001619,20.9991690098656,5705979000,8276505000,4588987000,18777933000,5772525484.3036,946
"4021","LT","Lithuania",2007,39103973050.6292,5839.14560237563,7.9,1,6,59.9123737826736,7.3,-14.557128714834,216871000,-166272263.24,-0.687347913379163,2.31523440718464,19.8798813407642,7763100000,15800375000,5880978000,29661324000,7711952181.17325,946
"4022","LT","Lithuania",2008,47252926428.6698,6041.40901964346,9.2,4.6,6,64.2019195668908,7.2,-13.3528505533984,211385000,2552721.642,-3.06460248414623,3.89123512274442,18.357385985306,8.174e+09,18267341000,5348118000,32000844000,6442845969.44588,946
"4023","LT","Lithuania",2009,36846183172.3027,5179.5816444355,7.9,19.3,6,69.9987508456484,18.4,4.68148495124657,215148000,-2174069.3604,-9.09316190531777,-3.97246002627169,34.0400843175363,5949400000,16799807000,9073140000,32037495000,6623187428.60612,946
"4024","LT","Lithuania",2010,36306384146.1075,5332.53060709135,8.9,19.7,6,64.5863012006014,67.8,1.47029547039878,211352000,36535864.651,-7.19838976728947,1.68106940318661,43.1620163772429,5469470000,12468322000,11665435000,29814579000,6598353022.51251,946
"4025","LT","Lithuania",2011,42725404054.6532,5793.28977716984,NA,19.1,6,57.4967454672377,75.6,-1.44905875375491,210698000,8650956.0222,NA,7.05371789281339,NA,5237650000,11627396000,12912375000,29988119000,8201665407.98341,946
"4026","LT","Lithuania",2012,NA,NA,NA,NA,6,NA,81.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,946
"4027","LU","Luxembourg",1980,5967924324.03614,21003.695013451,NA,NA,NA,92.1403420035268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137
"4028","LU","Luxembourg",1981,5010110735.7433,20826.4935688496,NA,NA,NA,96.9790177305498,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,137
