"iso2c","country","year","GDPCurrentUSD","GDPperCapita","CapToAssetswdi","NPLwdi","CreditInfo","DomesticCredit","CreditBurCoverange","CurrentAccount","IMFCredits","PortfolioEquity","CashSurplusDeficit","ClaimsOnGov","CentGovDebt","ShortExternDebtAll","ExternPrivateDebt","ExternPublicDebt","ExternDebtTotal","TotalReserves","imfcode"
"1919","EC","Ecuador",1984,11386458404.7009,1277.74053348657,NA,NA,NA,25.0352503842791,NA,-2.39758483539792,238090000,0,NA,-15.6314719514132,NA,1285075000,227200000,6649720000,8400085000,738907098.264009,248
"1920","EC","Ecuador",1985,11840675754.3296,1281.52585328673,NA,NA,NA,29.4206113352491,NA,0.641855258744082,359510000,0,NA,35.23683807948,NA,989309000,155296000,7288216000,8792331000,853631313.570328,248
"1921","EC","Ecuador",1986,10309942622.0953,1300.3428654947,NA,NA,NA,27.1555338408758,NA,-5.64503626579561,486440000,0,NA,-3.20292260361767,NA,503242000,85216000,8343482000,9418380000,806083750.065012,248
"1922","EC","Ecuador",1987,9099361934.13675,1241.26048086772,NA,NA,NA,27.6513201424218,NA,-13.0448707128233,489690000,0,NA,4.04562705964701,NA,894611000,98039000,9071270000,10553610000,691666392.507323,248
"1923","EC","Ecuador",1988,9098361006.332,1312.8643877646,NA,NA,NA,26.6319929623175,NA,-7.47387358587722,404629000,0,NA,32.445540027443,NA,1193323000,119312000,9099560000,10816824000,567569796.336457,248
"1924","EC","Ecuador",1989,9527567454.7351,1294.7396051268,NA,NA,NA,19.383006771985,NA,-7.50453883844876,324896000,0,NA,-33.1880178821476,NA,1407194000,158241000,9495107000,11385438000,706538998.276464,248
"1925","EC","Ecuador",1990,10355963786.8008,1299.21120448869,NA,NA,NA,15.4937830735771,NA,-3.47625781058482,264620000,0,2.89827082392284,-28.8638299333378,NA,1813974000,163561000,9930181000,12172336000,1009075835.7998,248
"1926","EC","Ecuador",1991,11348439539.9779,1336.35282725158,NA,NA,NA,16.9863465770638,NA,-6.23874319906171,182423000,0,1.48108971731713,8.69351788936929,NA,2188051000,142539000,10009198000,12522211000,1080977249.2766,248
"1927","EC","Ecuador",1992,11996750826.4762,1327.24928891848,NA,NA,NA,17.1400401540108,NA,-1.01694201842346,99837000,0,-0.40863981101218,-3.27927131616715,NA,2244048000,100162000,9819568000,12263615000,1015827244.46204,248
"1928","EC","Ecuador",1993,15063220705.4774,1303.46989468694,NA,NA,NA,41.4346521397408,NA,-5.6355145861424,71106000,1300000,1.3615834218916,130.426387214221,NA,3856971000,2.41e+08,9946345000,14115422000,1541717600.40997,248
"1929","EC","Ecuador",1994,18581908127.48,1337.83342264093,NA,NA,NA,42.7436512942454,NA,-4.83443354599035,198141000,6460000,0.0915307131622451,-1.78622619200246,NA,4093510000,224371000,10494527000,15010549000,2002942837.89932,248
"1930","EC","Ecuador",1995,20205685541.4211,1336.07994883769,NA,NA,NA,25.1585373351257,NA,-4.94915155415047,173451000,12580000,NA,-74.7521994097282,NA,1312072000,4.4e+08,11996599000,13922122000,1787782297.58091,248
"1931","EC","Ecuador",1996,21278200686.281,1344.58676411299,NA,NA,NA,24.9428477791066,NA,-0.257728558953567,145037000,5880000,NA,-0.0656303985494884,NA,1586302000,3.2e+08,12317094000,14368433000,2011360221.28055,248
"1932","EC","Ecuador",1997,23647336355.1552,1376.51618854369,NA,NA,NA,28.2699909392701,NA,-1.93146489372123,133441000,21920000,NA,3.9253502035934,NA,2068832000,3.4e+08,12733440000,15275713000,2212962666.82669,248
"1933","EC","Ecuador",1998,23266151902.576,1383.78763468212,NA,NA,NA,29.5149071992756,NA,-9.01954052731709,69627000,5130000,NA,12.1709553798951,NA,2271502000,2.1e+08,12913280000,15464409000,1738909853.53101,248
"1934","EC","Ecuador",1999,16681996553.8681,1276.48646701417,NA,NA,NA,35.5942787906962,NA,5.50365777282885,45196000,740000,NA,16.3719675782036,NA,1130469000,1570526000,13329058000,16075249000,1887630463.96606,248
"1935","EC","Ecuador",2000,15941641913.4676,1291.34161301017,12.9,31,NA,35.1595327914886,NA,6.97936143552814,190584000,121086.573974181,NA,-28.0903142324724,NA,797078000,1435001000,10915235000,13337898000,1178958493.28263,248
"1936","EC","Ecuador",2001,21250000896,1337.82290336661,10.1,13.4,NA,27.8181695282315,NA,-2.59376809014198,231333000,926997.4,NA,-20.7101882744844,NA,1383682000,1657496000,10835254000,14107765000,1073533302.26044,248
"1937","EC","Ecuador",2002,24717858000,1382.48460469324,NA,8.4,NA,19.7220289345209,NA,-4.93175774107433,353012000,1301426.17,NA,-6.39266658624974,NA,2314449000,2589137000,10965483000,16222081000,1004402706.60739,248
"1938","EC","Ecuador",2003,28409459000,1403.49299209032,8.8,7.9,NA,16.4558824791419,NA,-1.36158347225666,438757000,9171385.91,NA,-9.28696353072377,NA,1771661000,3334126000,11115841000,16660385000,1165340424.70155,248
"1939","EC","Ecuador",2004,32645622000,1501.79689705753,8.5,6.4,4,17.0927973129138,0,-1.46856664485486,341188000,1424315.8,NA,-11.6028150285598,NA,1864124000,4434275000,10907224000,17546811000,1439914101.4209,248
"1940","EC","Ecuador",2005,36942384000,1562.32686278164,8.4,4.9,4,19.8432239781818,0,1.28287727844034,125314000,1564516.15,NA,2.31786064350058,NA,1718705000,4668478000,10895807000,17408304000,2147944744.33348,248
"1941","EC","Ecuador",2006,41705009000,1610.9673434588,8.2,4.1,5,19.6351953790491,43.7,4.17198544256806,72254000,72224.86,NA,-5.68457137663085,NA,1998433000,4979775000,10348543000,17399005000,2026480271.9457,248
"1942","EC","Ecuador",2007,45503563000,1618.86800245365,8.1,3.7,5,22.7762384233516,44.1,4.25797130191453,52036000,481568.2,NA,7.24932184473547,NA,1870304000,5183089000,10762966000,17868395000,3520673052.296,248
"1943","EC","Ecuador",2008,54208524000,1710.53305970472,8.9,3.4,5,22.2669408966014,46.8,3.03984204489593,50720000,1360690.3,NA,-8.56867283638707,NA,1682779000,3989593000,10094688000,15817780000,4472854645.70672,248
"1944","EC","Ecuador",2009,52021861000,1692.06719742943,9.4,4.1,6,24.4287300679228,46,0.261672735795248,452056000,2438424.67,NA,4.21728390540214,NA,1385759000,4466050000,6959607000,13263472000,3792122213.74514,248
"1945","EC","Ecuador",2010,57978116000,1728.05215634333,8.9,3.5,6,26.444908972206,45,-2.78169536255956,444080000,406400.32,NA,-5.90447561234876,NA,803553000,5081676000,8633300000,14962609000,2622493198.24139,248
"1946","EC","Ecuador",2011,65945432309.7654,1837.00858391267,8.8,3.4,6,28.327617767749,57.9,-0.393265020493156,442708000,1960724.64,NA,-2.57282639880912,NA,744656000,5380297000,9928987000,16496648000,2957999565.64517,248
"1947","EC","Ecuador",2012,NA,NA,NA,NA,6,NA,53.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,248
"1948","EE","Estonia",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1949","EE","Estonia",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1950","EE","Estonia",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1951","EE","Estonia",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1952","EE","Estonia",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1953","EE","Estonia",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1954","EE","Estonia",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1955","EE","Estonia",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1956","EE","Estonia",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1957","EE","Estonia",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1958","EE","Estonia",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1959","EE","Estonia",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1960","EE","Estonia",1992,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,-1.65794314539834,NA,NA,NA,NA,NA,197501500,939
"1961","EE","Estonia",1993,NA,NA,NA,NA,NA,NA,NA,NA,NA,98330.4324450989,NA,-11.9662327720728,NA,NA,NA,NA,NA,389247606.4,939
"1962","EE","Estonia",1994,NA,NA,NA,NA,NA,NA,NA,NA,NA,8370296.30482619,NA,-24.6457450598592,NA,NA,NA,NA,NA,446418562.0438,939
"1963","EE","Estonia",1995,3776934625.35826,2857.30984381972,NA,NA,NA,11.2146541239337,NA,-4.17813878516315,NA,9868293.46272457,1.56828168362627,-18.1029808305593,9.87583834412581,NA,NA,NA,NA,583006267.33607,939
"1964","EE","Estonia",1996,4727878866.64934,3070.57376978106,NA,NA,NA,18.7569516237928,NA,-8.42313217368491,NA,172249086.469181,0.145699260232624,5.77406091556538,8.87665870360647,NA,NA,NA,NA,639770387.3634,939
"1965","EE","Estonia",1997,5052080279.62566,3470.31617967697,NA,NA,NA,28.6086935250419,NA,-11.1187772716233,NA,127809246.896857,2.3590116700776,-8.89694197077536,8.42057808060812,NA,NA,NA,NA,760039371.05175,939
"1966","EE","Estonia",1998,5593919519.78657,3742.41023471166,NA,NA,NA,30.0584168477768,NA,-8.55273979090396,NA,25741104.4229613,-0.216601189518092,5.45424187013226,4.1392686033595,NA,NA,NA,NA,812906422.87316,939
"1967","EE","Estonia",1999,5709013424.24888,3760.74839251593,NA,NA,NA,31.0117299095935,NA,-5.16103453171448,NA,235357203.725011,-3.01764679535988,3.75846335199067,5.50529254564727,NA,NA,NA,NA,855813707.08165,939
"1968","EE","Estonia",2000,5675170444.07592,4143.92718887775,12.6,1,NA,34.5584276612481,NA,-5.26872893892137,NA,-28479001.4961919,0.199680835347729,-4.09260412199725,4.30206677781692,NA,NA,NA,NA,922839655.62733,939
"1969","EE","Estonia",2001,6237914988.81432,4421.71260355746,13.3,1.3,NA,38.2210207803026,NA,-5.20400269230301,NA,31870523.6609464,0.804777595909836,0.641728733485362,4.09561503800817,NA,NA,NA,NA,822453577.65532,939
"1970","EE","Estonia",2002,7318191229.06079,4730.72459064213,12.1,0.8,NA,43.8282880710022,NA,-10.6493697853228,NA,53344219.5251254,0.918173272413265,-2.52575454466881,4.81719478775923,NA,NA,NA,NA,1003157301.09376,939
"1971","EE","Estonia",2003,9840744920.99323,5117.24162368032,10.5,0.4,NA,50.3665896041678,NA,-11.3332990619484,NA,110608586.611021,1.93028937136565,0.880590271108073,5.23345834910367,NA,NA,NA,NA,1376698670.14612,939
"1972","EE","Estonia",2004,12025938549.6017,5459.03869145148,9.9,0.3,5,60.2277082825536,9.5,-11.385379460866,NA,176146778.720178,2.07944641708491,-1.15926834530928,5.47325990911972,NA,NA,NA,NA,1791730276.81601,939
"1973","EE","Estonia",2005,13905511615.1818,5956.41926386876,8.7,0.2,5,68.2819005087159,12.5,-9.97011224746565,NA,-1362796579.6,1.96124024075051,-1.98921015112632,5.86404571755636,NA,NA,NA,NA,1947311947.01705,939
"1974","EE","Estonia",2006,16798533760.0249,6570.33013867989,8.4,0.2,5,81.1533988686436,18.2,-15.391025374946,NA,308572953.97,2.62493652358336,-0.790601086936765,5.53589031275204,NA,NA,NA,NA,2786325227.33418,939
"1975","EE","Estonia",2007,21993654860.5465,7072.43586369007,8.6,0.5,5,90.3478774355278,19.7,-15.928394183322,NA,289401325.42,2.83893611460291,0.503691097849061,4.81287415833821,NA,NA,NA,NA,3269362367.55381,939
"1976","EE","Estonia",2008,23781594462.9582,6783.90338402407,8.8,1.9,5,96.2908578047719,20.6,-9.32050344065273,NA,-301396093.12,-2.29317959236469,0.95712987808743,5.66611847170636,NA,NA,NA,NA,3971834388.55749,939
"1977","EE","Estonia",2009,19117640930.0361,5831.01054605754,8.7,5.2,5,105.995706869121,20.6,3.56823626715962,NA,-132920859.74,-1.52742757072164,-3.23852805481117,9.08536009359309,NA,NA,NA,NA,3980640980.22447,939
"1978","EE","Estonia",2010,18845657894.7368,6025.7133929943,9.3,5.4,5,98.782445848863,22.4,2.91561562251192,NA,39584199.02,0.0328150418566332,3.39620920101271,9.14143283040209,NA,NA,NA,NA,2567137792.89151,939
"1979","EE","Estonia",2011,22154722222.2222,6525.54127183613,10,5.2,5,85.7855736800532,33.1,2.1529197604282,NA,-112197291.56,NA,4.98510194037197,NA,NA,NA,NA,NA,207115954.62374,939
"1980","EE","Estonia",2012,NA,NA,NA,NA,5,NA,33.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,939
"1981","EG","Egypt, Arab Rep.",1980,22912499711.7613,856.600789534921,NA,NA,NA,83.2432004087608,NA,-1.90476192935612,410717000,0,NA,14.6860606002383,NA,4027064000,2.65e+08,14427947000,19130728000,2479664000,469
"1982","EG","Egypt, Arab Rep.",1981,23405404411.8766,868.058861660873,NA,NA,NA,99.6194249994316,NA,-9.12121451723078,312946000,0,NA,2.69358867080272,NA,3640123000,3.2e+08,17804568000,22077637000,1682922750.77577,469
"1983","EG","Egypt, Arab Rep.",1982,25592366135.4263,931.626134194437,NA,NA,NA,102.102070331385,NA,-7.2315091058145,260067000,0,NA,21.1043149598888,NA,5068766000,4.55e+08,21539350000,27323183000,1809313173.19745,469
"1984","EG","Egypt, Arab Rep.",1983,28137368590.4939,976.887535039662,NA,NA,NA,104.442602724923,NA,-1.17129441895348,238438000,0,NA,5.90581858568715,NA,5203619000,6e+08,24170458000,30212515000,1698907486.96934,469
"1985","EG","Egypt, Arab Rep.",1984,30642873685.5634,1011.73856151978,NA,NA,NA,106.990850614361,NA,-6.15710623553086,205593000,0,NA,10.5049920578136,NA,5.783e+09,5.5e+08,25644898000,32183491000,1485991444.09757,469
"1986","EG","Egypt, Arab Rep.",1985,34689560501.8409,1052.84637236733,NA,NA,NA,109.111508559731,NA,-5.23582797824525,183527000,0,NA,8.94606322238935,NA,6196631000,7.5e+08,28983264000,36113422000,1587362857.79991,469
"1987","EG","Egypt, Arab Rep.",1986,35880262453.4064,1054.88802024629,NA,NA,NA,110.925425660157,NA,-4.0173300663572,144312000,0,NA,7.92597656137145,NA,7123622000,9.47e+08,31653407000,39868341000,1779681031.9,469
"1988","EG","Egypt, Arab Rep.",1987,40507934104.2712,1055.69771921354,NA,NA,NA,97.0336521612755,NA,0.0497257082797829,262276000,0,NA,10.725774599845,NA,6361583000,1.098e+09,36398594000,44120453000,2555643305.2,469
"1989","EG","Egypt, Arab Rep.",1988,35044633281.4165,1085.77768166017,NA,NA,NA,97.4936047947591,NA,-2.97008998353262,189792000,0,NA,12.7510301750615,NA,6873868000,1.131e+09,37917250000,46111910000,2261158624,469
"1990","EG","Egypt, Arab Rep.",1989,39648442465.4082,1114.51320410226,NA,NA,NA,98.551223095219,NA,-3.30037038828728,160886000,0,NA,16.0505639520606,NA,7893445000,1.081e+09,36510639000,45645970000,2495363416,469
"1991","EG","Egypt, Arab Rep.",1990,43130415154.4605,1153.68451349847,NA,NA,NA,99.7588533397225,NA,5.39526455209495,124781000,0,-1.95032751262637,15.2328937584365,NA,4453285000,1e+09,27385261000,32963327000,3619931743.8,469
"1992","EG","Egypt, Arab Rep.",1991,36970555121.6287,1143.81312004781,NA,NA,NA,93.1318146952321,NA,9.1126573266655,127308000,0,2.47293340925705,2.59806284182028,NA,3121731000,8.5e+08,28493763000,32592802000,6185285499.9,469
"1993","EG","Egypt, Arab Rep.",1992,41855483504.0259,1173.21006969121,NA,NA,NA,77.7047814108088,NA,7.81259640612078,202400000,0,-1.17469446441409,2.54913726983057,NA,2517693000,6e+08,27817557000,31137650000,11620220250,469
"1994","EG","Egypt, Arab Rep.",1993,46578631212.6125,1186.80573095167,NA,NA,NA,74.5565693490264,NA,5.44885054353586,202188000,0,4.23260309278351,-3.09051872059965,NA,2004620000,5e+08,27915004000,30621812000,13854276598.2868,469
"1995","EG","Egypt, Arab Rep.",1994,51897983715.5584,1213.50564994442,NA,NA,NA,75.18955928636,NA,0.0597325710569109,192992000,0,3.004,2.42497814616609,NA,1932645000,3.75e+08,29968111000,32468748000,14412967953.6103,469
"1996","EG","Egypt, Arab Rep.",1995,60159244485.2082,1248.73269824921,NA,NA,NA,75.2823265536088,NA,-0.422212749135261,103311000,0,3.44166666666667,0.5853251147518,NA,2372169000,3.13e+08,30655452000,33443932000,17121799305.0993,469
"1997","EG","Egypt, Arab Rep.",1996,67629717779.7354,1289.08093272615,NA,NA,NA,76.1370595794922,NA,-0.283898863256134,15674000,0,-1.40061028770706,-0.21683327200268,NA,2347969000,1.27e+08,28993380000,31484023000,18296476741.5344,469
"1998","EG","Egypt, Arab Rep.",1997,78436575743.8571,1337.00893903159,NA,NA,NA,76.1472872784528,NA,-0.905827406744797,0,514500000,-1.62805566002257,2.75561294434504,NA,2992555000,130700000,26802976000,29926231000,19370588074.6377,469
"1999","EG","Egypt, Arab Rep.",1998,84828807269.5429,1367.34264710145,NA,NA,NA,83.7399667411792,NA,-3.02491580701654,0,-1.6e+08,NA,4.91062820893235,NA,4261721000,384100000,27621392000,32267213000,18823908948.1291,469
"2000","EG","Egypt, Arab Rep.",1999,90710703939.461,1425.76465127052,NA,NA,NA,88.3351179635429,NA,-1.80221289109502,186557000,657800000,NA,0.619391928466332,NA,4294005000,481400000,26090976000,31052938000,15190021353.8891,469
"2001","EG","Egypt, Arab Rep.",2000,99838540997.321,1475.84440956885,5.6,13.6,NA,89.0123019028827,NA,-0.972570302310463,177097000,2.69e+08,NA,7.7367202497402,NA,4103977000,572800000,24317874000,29171748000,13785041208.3986,469
"2002","EG","Egypt, Arab Rep.",2001,97632008050.9424,1500.52274289198,NA,16.9,NA,94.630694173404,NA,-0.397820353953327,170820000,39200000,NA,2.80949567213087,NA,2207081000,618500000,24280409000,27276810000,13598234046.3646,469
"2003","EG","Egypt, Arab Rep.",2002,87850680572.7895,1507.92935090253,NA,20.2,NA,101.559038500952,NA,0.708474875711753,184791000,-216900000,-6.74531533195669,11.1266808518499,NA,2150067000,658500000,25868208000,28861566000,14076054208.6436,469
"2004","EG","Egypt, Arab Rep.",2003,82923680621.5433,1527.27425798563,5.3,24.2,NA,104.58811982461,NA,4.51415080944623,201979000,36800000,-5.8162874287161,9.25903274496217,NA,1864826000,315638000,27502120000,29884563000,14603575994.4176,469
"2005","EG","Egypt, Arab Rep.",2004,78845185709.4117,1560.38393950214,5.1,23.6,2,104.737011088344,0,4.97392448849527,211091000,26100000,-5.61055014555325,6.96776909400124,NA,1718866000,85200000,28728491000,30743648000,15338515010.149,469
"2006","EG","Egypt, Arab Rep.",2005,89685724889.1628,1600.32183780396,6.1,26.5,2,98.0213384988815,0,2.3446317712197,194272000,729400000,-6.44885796324468,-1.56016248499764,NA,1655573000,9.3e+07,27988928000,29931773000,21856785236.5931,469
"2007","EG","Egypt, Arab Rep.",2006,107484034648.245,1678.95479552593,4.9,18.2,2,92.966836143998,0,2.45189902725988,204484000,501900000,-7.16849604852789,2.2992163401213,NA,1719593000,8.1e+07,28626093000,30631170000,26006844917.5056,469
"2008","EG","Egypt, Arab Rep.",2007,130477817194.412,1765.86942692363,4.8,19.3,4,84.1463983837943,NA,0.315455921052632,214794000,-3198900000,-4.55796186895811,0.826323126361808,85.7885338345865,2235664000,20530000,31678396000,34149384000,32214421941.8473,469
"2009","EG","Egypt, Arab Rep.",2008,162818181818.182,1858.85844705384,5.6,14.8,5,77.6984785968587,4.7,-0.868821887213847,209360000,-673600000,-6.36079061976549,4.60382141286141,NA,2842474000,80030000,30377539000,33509403000,34330505078.0226,469
"2010","EG","Egypt, Arab Rep.",2009,188984088127.295,1911.96450082734,5.5,13.4,6,75.1145461068893,8.2,-1.77226560880829,1408495000,3.93e+08,-6.56296296296296,10.4796270776526,NA,2561364000,7.4e+07,30926312000,34970171000,34896677828.6998,469
"2011","EG","Egypt, Arab Rep.",2010,218894280919.77,1975.55003074879,6.2,11,6,69.4220342404393,10.3,-2.05752291977457,1383644000,1724400000,-7.73391347588264,2.46020903357477,NA,3.149e+09,53750000,31840861000,36427255000,37028502251.591,469
"2012","EG","Egypt, Arab Rep.",2011,229530568259.73,1976.61482988293,6.3,NA,6,74.8948228926682,13.7,-2.38918068367895,1379367000,-711300000,NA,17.3142848946881,NA,3025002000,16250000,30580073000,35000692000,18637544531.7575,469
"2013","EG","Egypt, Arab Rep.",2012,NA,NA,NA,NA,6,NA,16.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,469
"2014","ER","Eritrea",1980,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2015","ER","Eritrea",1981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2016","ER","Eritrea",1982,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2017","ER","Eritrea",1983,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2018","ER","Eritrea",1984,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2019","ER","Eritrea",1985,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2020","ER","Eritrea",1986,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2021","ER","Eritrea",1987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2022","ER","Eritrea",1988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2023","ER","Eritrea",1989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2024","ER","Eritrea",1990,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2025","ER","Eritrea",1991,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2026","ER","Eritrea",1992,477101651.648376,134.920356482794,NA,NA,NA,NA,NA,39.42556043353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2027","ER","Eritrea",1993,467876293.706829,153.240958783406,NA,NA,NA,NA,NA,22.9334124090575,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2028","ER","Eritrea",1994,531688311.688312,185.43889667183,NA,NA,NA,NA,NA,23.2655105031754,0,NA,NA,NA,NA,0,0,29057000,29057000,NA,643
"2029","ER","Eritrea",1995,578015625,189.169591855763,NA,NA,NA,50.0969719476658,NA,-5.44938764283201,0,NA,NA,NA,NA,0,0,36689000,36689000,40490517.103481,643
"2030","ER","Eritrea",1996,693535954.190067,203.484929620202,NA,NA,NA,77.2905647374677,NA,-8.62291455618533,0,NA,NA,20.5355537327088,NA,0,0,44287000,44287000,81319532.7053844,643
"2031","ER","Eritrea",1997,686494476.137988,214.828338087698,NA,NA,NA,73.3317135880352,NA,0.72830107097155,0,NA,NA,2.00109444082621,NA,0,0,75455000,75455000,229576077.042404,643
"2032","ER","Eritrea",1998,745526149.49945,212.698481173195,NA,NA,NA,111.503442139907,NA,-39.2666962911976,0,NA,NA,36.1749902668492,NA,0,0,146135000,146135000,68154685.3154418,643
"2033","ER","Eritrea",1999,688921325.712043,206.019360932907,NA,NA,NA,147.848691037435,NA,-30.3042402011404,20805000,NA,NA,40.0609153839187,NA,0,0,252558000,273363000,58866380.3185591,643
"2034","ER","Eritrea",2000,633600000,172.757156225256,NA,NA,NA,167.744204421488,NA,-16.5178365620335,19750000,NA,NA,25.7267247111521,NA,11950000,0,297995000,329695000,36131624.5459957,643
"2035","ER","Eritrea",2001,687595191.093052,201.499328358239,NA,NA,NA,145.615011364819,NA,NA,19050000,NA,NA,1.02562312748026,NA,18899000,0,394848000,432797000,50449873.4015955,643
"2036","ER","Eritrea",2002,675480056.973979,199.120319848207,NA,NA,NA,143.934271529674,NA,NA,20608000,NA,NA,13.9716767136999,NA,30929000,0,489213000,540750000,30282531.9052226,643
"2037","ER","Eritrea",2003,870232527.976135,185.812498923101,NA,NA,NA,130.746499186801,NA,NA,22525000,NA,NA,13.0210859098242,NA,28444000,0,605123000,656092000,24707771.969311,643
"2038","ER","Eritrea",2004,1109048050.77063,180.973696046491,NA,NA,0,120.336171056308,NA,NA,23541000,NA,NA,11.5022145697998,NA,32706000,0,703995000,760242000,34746846.60068,643
"2039","ER","Eritrea",2005,1098393404.43392,178.673817903849,NA,NA,0,125.730339592062,0,NA,21665000,NA,NA,10.9328760421681,NA,12554000,0,722989000,757208000,27944199.0745528,643
"2040","ER","Eritrea",2006,1211186991.86992,170.877740624591,NA,NA,0,124.44697914499,0,NA,22804000,NA,NA,8.56466464537358,NA,18560000,0,781370000,822734000,25354624.7395122,643
"2041","ER","Eritrea",2007,1317983739.8374,167.799222557514,NA,NA,0,121.142169814449,0,NA,23954000,NA,NA,8.8188783254093,NA,16732000,0,855669000,896355000,34284787.5543902,643
"2042","ER","Eritrea",2008,1380162601.62602,146.808404115447,NA,NA,0,135.102552513289,0,NA,23348000,NA,NA,13.9699545869817,NA,17472000,0,956964000,997784000,57898130.1213821,643
"2043","ER","Eritrea",2009,1856715447.15447,147.997999703709,NA,NA,0,113.123751160542,0,NA,23763000,NA,NA,11.8687162993811,NA,13904000,0,1012985000,1050652000,90010610.8504072,643
"2044","ER","Eritrea",2010,2117008130.0813,146.776634706229,NA,NA,0,114.363353581155,0,NA,23344000,NA,NA,12.6245559200709,NA,16178000,0,1002025000,1041547000,114149585.508846,643
"2045","ER","Eritrea",2011,2608715447.15447,154.809661243308,NA,NA,0,103.969859762622,0,NA,23272000,NA,NA,10.2289839023594,NA,18351000,0,1013615000,1055238000,114795759.037059,643
"2046","ER","Eritrea",2012,NA,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,643
"2047","ES","Spain",1980,226003471828.902,8808.82438158905,NA,NA,NA,92.2573851321063,NA,-2.46898846297683,NA,14185791.3745671,NA,NA,NA,NA,NA,NA,NA,20473494316.9639,184
"2048","ES","Spain",1981,196915036531.134,8726.872252078,NA,NA,NA,100.211630936177,NA,-2.72361517358902,NA,114964596.422113,NA,NA,NA,NA,NA,NA,NA,16610959376.4814,184
"2049","ES","Spain",1982,190301806354.185,8788.55213789066,NA,NA,NA,106.220002790476,NA,-2.39001594517612,NA,12627517.9502534,NA,NA,NA,NA,NA,NA,NA,14328183498.094,184
"2050","ES","Spain",1983,165983970531.241,8901.97707747402,NA,NA,NA,98.4387160134085,NA,-1.81535273455165,NA,47626572.3743136,NA,NA,NA,NA,NA,NA,NA,12974274893.6131,184
"2051","ES","Spain",1984,167102230763.629,9023.88852589867,NA,NA,NA,98.0816337830756,NA,1.06378044851074,NA,228870389.717582,NA,NA,NA,NA,NA,NA,NA,16464821587.5854,184
"2052","ES","Spain",1985,175540268385.169,9199.66730012816,NA,NA,NA,100.670362179184,NA,1.58679837058293,NA,487983034.016474,NA,NA,NA,NA,NA,NA,NA,15966406853.5765,184
