imfcode,country,year,AMCType,NumAMCOp,NumAMCCountry,NumAMCCountryLag,A1C,A2C,A3C,A4C,A5C,A6C,A7C,F1,F2,F3,F4,F5,F6,F7,source,note
548,MALAYSIA,2000,Centralised,1,1,1,1,,,,,,,AMC,AMC+,,,,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.201.6448&rep=rep1&type=pdf,
548,MALAYSIA,2001,Centralised,1,1,1,1,,,,,,,AMC,AMC+,,,,,,,
548,MALAYSIA,2002,Centralised,1,1,1,1,,,,,,,AMC,AMC+,,,,,,,
548,MALAYSIA,2003,Centralised,1,1,1,1,,,,,,,AMC,AMC+,,,,,,,
548,MALAYSIA,2004,Centralised,1,1,1,1,,,,,,,AMC,,,,,,,,
548,MALAYSIA,2005,Centralised,1,1,1,1,,,,,,,AMC,,,,,,,,
548,MALAYSIA,2006,Centralised,1,2,2,2,,,,,,,AMC+,,,,,,,,
548,MALAYSIA,2007,Centralised,1,2,2,2,,,,,,,AMC+,,,,,,,,
548,MALAYSIA,2008,Centralised,1,2,2,2,,,,,,,AMC+,,,,,,,,
548,MALAYSIA,2009,Centralised,1,2,2,2,,,,,,,AMC+,,,,,,,,
548,MALAYSIA,2010,Centralised,1,2,2,2,,,,,,,AMC+,,,,,,,,
548,MALAYSIA,2011,Centralised,1,2,2,2,,,,,,,AMC+,,,,,,,,
548,MALAYSIA,2012,Centralised,1,2,2,2,,,,,,,AMC+,,,,,,,,
556,MALDIVES,1980,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1981,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1982,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1983,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1984,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1985,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1986,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1987,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1988,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1989,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1990,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1991,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1992,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1993,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1994,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1995,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1996,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1997,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1998,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,1999,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2000,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2001,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2002,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2003,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2004,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2005,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2006,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2007,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2008,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2009,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2010,NA,,,,,,,,,,,,,,,,,,,
556,MALDIVES,2011,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1980,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1981,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1982,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1983,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1984,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1985,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1986,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1987,None,,,,,,,,,,,,,,,,,,,
678,MALI,1988,None,,,,,,,,,,,,,,,,,,,
678,MALI,1989,None,,,,,,,,,,,,,,,,,,,
678,MALI,1990,None,,,,,,,,,,,,,,,,,,,
678,MALI,1991,None,,,,,,,,,,,,,,,,,,,
678,MALI,1992,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1993,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1994,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1995,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1996,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1997,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1998,NA,,,,,,,,,,,,,,,,,,,
678,MALI,1999,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2000,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2001,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2002,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2003,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2004,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2005,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2006,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2007,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2008,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2009,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2010,NA,,,,,,,,,,,,,,,,,,,
678,MALI,2011,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1980,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1981,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1982,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1983,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1984,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1985,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1986,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1987,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1988,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1989,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1990,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1991,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1992,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1993,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1994,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1995,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1996,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1997,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1998,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,1999,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2000,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2001,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2002,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2003,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2004,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2005,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2006,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2007,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2008,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2009,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2010,NA,,,,,,,,,,,,,,,,,,,
181,MALTA,2011,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1980,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1981,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1982,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1983,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1984,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1985,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1986,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1987,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1988,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1989,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1990,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1991,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1992,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1993,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1994,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1995,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1996,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1997,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1998,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,1999,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2000,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2001,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2002,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2003,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2004,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2005,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2006,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2007,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2008,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2009,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2010,NA,,,,,,,,,,,,,,,,,,,
867,MARSHALL ISLANDS,2011,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1980,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1981,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1982,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1983,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1984,None,,,,,,,,,,,,,,,,,,LV_2012,
682,MAURITANIA,1985,None,,,,,,,,,,,,,,,,,,RR_2008,
682,MAURITANIA,1986,None,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1987,None,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1988,None,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1989,None,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1990,None,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1991,None,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1992,None,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1993,None,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1994,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1995,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1996,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1997,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1998,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,1999,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2000,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2001,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2002,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2003,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2004,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2005,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2006,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2007,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2008,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2009,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2010,NA,,,,,,,,,,,,,,,,,,,
682,MAURITANIA,2011,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1980,NA,,,,,,,,,,,,,,,,,,RR_2008,
684,MAURITIUS,1981,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1982,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1983,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1984,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1985,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1986,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1987,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1988,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1989,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1990,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1991,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1992,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1993,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1994,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1995,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1996,None,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1997,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1998,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,1999,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2000,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2001,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2002,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2003,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2004,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2005,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2006,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2007,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2008,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2009,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2010,NA,,,,,,,,,,,,,,,,,,,
684,MAURITIUS,2011,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1980,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1981,None,,,,,,,,,,,,,,,,,,,
273,MEXICO,1982,None,,,,,,,,,,,,,,,,,,,
273,MEXICO,1983,None,,,,,,,,,,,,,,,,,,,
273,MEXICO,1984,None,,,,,,,,,,,,,,,,,,,
273,MEXICO,1985,None,,,,,,,,,,,,,,,,,,,
273,MEXICO,1986,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1987,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1988,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1989,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1990,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1991,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1992,NA,,,,,,,,,,,,,,,,,,,
273,MEXICO,1993,NA,,,,,,,,,,,,,,,,,,RR_2008,
273,MEXICO,1994,None,,,,,,,,,,,,,,,,,,http://www1.worldbank.org/finance/assets/images/depins02.pdf,Klingebiel_2000
273,MEXICO,1995,None,,,,,,,,,,,,,,,,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.203.6170&rep=rep1&type=pdf,
273,MEXICO,1996,Centralised,2,2,,1,2,,,,,,AMC+,AMC,,,,,,CKV_2004,
273,MEXICO,1997,Centralised,2,3,2,3,,,,,,,AMC,,,,,,,http://www.ipab.org.mx/ipab/english/about-the-ipab,
273,MEXICO,1998,Centralised,1,3,3,3,,,,,,,AMC,,,,,,,,
273,MEXICO,1999,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2000,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2001,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2002,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2003,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2004,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2005,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2006,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2007,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2008,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2009,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2010,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2011,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
273,MEXICO,2012,Centralised,1,3,3,3,,,,,,,DI/AMC,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1980,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1981,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1982,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1983,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1984,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1985,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1986,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1987,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1988,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1989,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1990,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1991,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1992,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1993,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1994,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1995,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1996,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1997,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1998,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",1999,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2000,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2001,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2002,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2003,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2004,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2005,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2006,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2007,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2008,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2009,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2010,NA,,,,,,,,,,,,,,,,,,,
868,"MICRONESIA, FEDERATED STATES OF",2011,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1980,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1981,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1982,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1983,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1984,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1985,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1986,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1987,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1988,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1989,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1990,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1991,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1992,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1993,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1994,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1995,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1996,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1997,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1998,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",1999,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2000,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2001,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2002,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2003,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2004,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2005,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2006,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2007,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2008,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2009,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2010,NA,,,,,,,,,,,,,,,,,,,
921,"MOLDOVA, REPUBLIC OF",2011,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1980,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1981,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1982,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1983,NA,,,,,Mongolian Asset Realization,,,,,,,,,,,,,,
948,MONGOLIA,1984,NA,,,,,Centralised,,,,,,,,,,,,,,
948,MONGOLIA,1985,NA,,,,,http://www.imf.org/external/pubs/ft/wp/wp98113.pdf (p.2),,,,,,,,,,,,,,
948,MONGOLIA,1986,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1987,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1988,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1989,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1990,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1991,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1992,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1993,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1994,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1995,NA,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,1996,Centralised,1,1,,1,,,,,,,,,,,,,,,
948,MONGOLIA,1997,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,1998,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,1999,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2000,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2001,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2002,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2003,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2004,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2005,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2006,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2007,Centralised,1,1,1,1,,,,,,,,,,,,,,,
948,MONGOLIA,2008,None,,,,,,,,,,,,,,,,,,LV_2012,
948,MONGOLIA,2009,None,,,,,,,,,,,,,,,,,,http://ieg.worldbankgroup.org/content/dam/ieg/crisis/crisis2_chap3.pdf,
948,MONGOLIA,2010,None,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,2011,None,,,,,,,,,,,,,,,,,,,
948,MONGOLIA,2012,None,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1980,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1981,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1982,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1983,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1984,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1985,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1986,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1987,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1988,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1989,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1990,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1991,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1992,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1993,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1994,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1995,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1996,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1997,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1998,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,1999,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,2000,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,2001,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,2002,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,2003,NA,,,,,,,,,,,,,,,,,,,
943,MONTENEGRO,2004,NA,,,,,,,,,,,,,,,,,,,
