imfcode,country,year,AMCType,NumAMCOp,NumAMCCountry,NumAMCCountryLag,A1C,A2C,A3C,A4C,A5C,A6C,A7C,F1,F2,F3,F4,F5,F6,F7,source,note
935,CZECH REPUBLIC,1987,NA,,,,,,,,,,,,,,,,,,,Czechoslovakia
935,CZECH REPUBLIC,1988,NA,,,,,,,,,,,,,,,,,,,Czechoslovakia
935,CZECH REPUBLIC,1989,NA,,,,,,,,,,,,,,,,,,,Czechoslovakia
935,CZECH REPUBLIC,1990,NA,,,,,,,,,,,,,,,,,,,Czechoslovakia
935,CZECH REPUBLIC,1991,Centralised,1,1,,1,,,,,,,AMC+,,,,,,,http://www.worldbank.org/ifa/icr_cze.pdf,Czechoslovakia
935,CZECH REPUBLIC,1992,Centralised,2,2,1,1,,,,,,,AMC+,AMC,,,,,,http://unpan1.un.org/intradoc/groups/public/documents/NISPAcee/UNPAN004810.pdf,Czechoslovakia
935,CZECH REPUBLIC,1993,Decentralised,2,2,2,1,2,,,,,,AMC+,AMC,,,,,,http://books.google.pl/books?id=L_AF5-fwYIYC&pg=PA93&lpg=PA93&dq=Konsolidacni+banka&source=bl&ots=1U_3asd5iQ&sig=2RDxbN7NdhUoUd41Wt_cYW62Sug&hl=pl&sa=X&ei=re8FUOmkFofUsgbE2-CSBw&ved=0CM8CEOgBMBU#v=onepage&q=Konsolidacni%20banka&f=false (p33),
935,CZECH REPUBLIC,1994,Decentralised,2,2,2,1,2,,,,,,AMC+,AMC,,,,,,http://citeseerx.ist.psu.edu/viewdoc/download?doi=10.1.1.17.4619&rep=rep1&type=pdf,
935,CZECH REPUBLIC,1995,Decentralised,2,2,2,1,2,,,,,,AMC+,AMC,,,,,,http://www.cnb.cz/en/research/research_publications/cnb_wp/download/wp7-2003.pdf,
935,CZECH REPUBLIC,1996,Decentralised,3,3,2,1,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,1997,Decentralised,3,3,3,1,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,1998,Decentralised,3,3,3,1,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,1999,Decentralised,3,3,3,1,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2000,Decentralised,4,4,3,1,2,3,5,,,,AMC+,AMC,AMC,AMC,,,,,
935,CZECH REPUBLIC,2001,Decentralised,4,5,4,4,2,3,5,,,,AMC+,AMC,AMC,AMC,,,,,
935,CZECH REPUBLIC,2002,Decentralised,4,5,5,4,2,3,?,,,,AMC+,AMC,AMC,?,,,,,
935,CZECH REPUBLIC,2003,Decentralised,4,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2004,Decentralised,4,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2005,Decentralised,4,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2006,Decentralised,4,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2007,Decentralised,4,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2008,Decentralised,3,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2009,Decentralised,3,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2010,Decentralised,3,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2011,Decentralised,3,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
935,CZECH REPUBLIC,2012,Decentralised,3,5,5,4,2,3,,,,,AMC+,AMC,AMC,,,,,,
128,DENMARK,1980,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1981,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1982,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1983,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1984,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1985,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1986,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1987,None,,,,,,,,,,,,,,,,,,RR_2008,
128,DENMARK,1988,None,,,,,,,,,,,,,,,,,,http://www.aw-bc.com/info/hughes_macdonald/Chapter9.pdf,
128,DENMARK,1989,None,,,,,,,,,,,,,,,,,,,
128,DENMARK,1990,None,,,,,,,,,,,,,,,,,,,
128,DENMARK,1991,None,,,,,,,,,,,,,,,,,,,
128,DENMARK,1992,None,,,,,,,,,,,,,,,,,,,
128,DENMARK,1993,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1994,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1995,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1996,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1997,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1998,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,1999,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2000,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2001,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2002,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2003,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2004,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2005,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2006,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2007,NA,,,,,,,,,,,,,,,,,,,
128,DENMARK,2008,Centralised,1,1,,1,,,,,,,AMC,,,,,,,http://ftalphaville.ft.com/blog/2011/02/07/481011/a-senior-haircut-precedent-in-denmark/,
128,DENMARK,2009,Centralised,1,1,1,1,,,,,,,AMC,,,,,,,,
128,DENMARK,2010,Centralised,1,1,1,1,,,,,,,AMC,,,,,,,,
128,DENMARK,2011,Centralised,1,1,1,1,,,,,,,AMC,,,,,,,,
128,DENMARK,2012,Centralised,1,1,1,1,,,,,,,AMC,,,,,,,,
611,DJIBOUTI,1980,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1981,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1982,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1983,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1984,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1985,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1986,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1987,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1988,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1989,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1990,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1991,None,,,,,,,,,,,,,,,,,,LV_2012,
611,DJIBOUTI,1992,None,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1993,None,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1994,None,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1995,None,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1996,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1997,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1998,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,1999,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2000,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2001,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2002,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2003,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2004,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2005,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2006,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2007,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2008,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2009,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2010,NA,,,,,,,,,,,,,,,,,,,
611,DJIBOUTI,2011,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1980,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1981,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1982,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1983,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1984,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1985,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1986,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1987,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1988,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1989,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1990,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1991,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1992,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1993,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1994,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1995,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1996,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1997,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1998,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,1999,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2000,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2001,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2002,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2003,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2004,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2005,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2006,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2007,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2008,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2009,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2010,NA,,,,,,,,,,,,,,,,,,,
321,DOMINICA,2011,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1980,NA,,,,,,,,,,,,,,,,,,RR_2008,
243,DOMINICAN REPUBLIC,1981,NA,,,,,,,,,,,,,,,,,,LV_2012,
243,DOMINICAN REPUBLIC,1982,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1983,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1984,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1985,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1986,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1987,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1988,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1989,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1990,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1991,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1992,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1993,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1994,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1995,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1996,None,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1997,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1998,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,1999,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2000,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2001,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2002,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2003,NA,,,,,,,,,,,,,,,,,,,Centralised
243,DOMINICAN REPUBLIC,2004,NA,,,,,,,,,,,,,,,,,,,Centralised
243,DOMINICAN REPUBLIC,2005,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2006,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2007,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2008,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2009,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2010,NA,,,,,,,,,,,,,,,,,,,
243,DOMINICAN REPUBLIC,2011,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1980,NA,,,,,,,,,,,,,,,,,,,Klingebiel_2000
248,ECUADOR,1981,NA,,,,,,,,,,,,,,,,,,,LV_2012
248,ECUADOR,1982,None,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1983,None,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1984,None,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1985,None,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1986,None,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1987,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1988,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1989,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1990,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1991,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1992,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1993,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1994,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1995,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1996,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1997,NA,,,,,,,,,,,,,,,,,,,
248,ECUADOR,1998,Centralised,1,1,,1,,,,,,,DI/AMC,,,,,,,,
248,ECUADOR,1999,Centralised,1,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2000,Centralised,1,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2001,Centralised,1,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2002,Centralised,1,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2003,NA,,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2004,NA,,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2005,NA,,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2006,NA,,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2007,NA,,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2008,NA,,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2009,NA,,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2010,NA,,1,1,,,,,,,,,,,,,,,,
248,ECUADOR,2011,NA,,1,1,,,,,,,,,,,,,,,,
469,EGYPT,1980,None,,,,,,,,,,,,,,,,,,,
469,EGYPT,1981,NA,,,,,,,,,,,,,,,,,,,LV_2012
469,EGYPT,1982,NA,,,,,,,,,,,,,,,,,,,http://www.cbe.org.eg/public/Annual_2007-2008En.pdf
469,EGYPT,1983,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1984,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1985,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1986,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1987,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1988,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1989,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1990,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1991,None,,,,,,,,,,,,,,,,,,,Klingebiel_2000
469,EGYPT,1992,None,,,,,,,,,,,,,,,,,,,research
469,EGYPT,1993,None,,,,,,,,,,,,,,,,,,,
469,EGYPT,1994,None,,,,,,,,,,,,,,,,,,,
469,EGYPT,1995,None,,,,,,,,,,,,,,,,,,,
469,EGYPT,1996,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1997,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1998,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,1999,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,2000,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,2001,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,2002,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,2003,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,2004,NA,,,,,,,,,,,CB,,,,,,,,http://www.cbe.org.eg/public/Annual_2007-2008En.pdf
469,EGYPT,2005,NA,,,,,,,,,,,CB,,,,,,,,
469,EGYPT,2006,NA,,,,,,,,,,,CB,,,,,,,,
469,EGYPT,2007,NA,,,,,,,,,,,CB,,,,,,,,
469,EGYPT,2008,NA,,,,,,,,,,,CB,,,,,,,,
469,EGYPT,2009,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,2010,NA,,,,,,,,,,,,,,,,,,,
469,EGYPT,2011,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1980,NA,,,,,,,,,,,,,,,,,,LV_2012,
253,EL SALVADOR,1981,NA,,,,,,,,,,,,,,,,,,K_2000,
253,EL SALVADOR,1982,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1983,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1984,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1985,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1986,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1987,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1988,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1989,None,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1990,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1991,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1992,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1993,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1994,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1995,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1996,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1997,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1998,None,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,1999,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2000,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2001,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2002,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2003,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2004,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2005,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2006,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2007,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2008,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2009,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2010,NA,,,,,,,,,,,,,,,,,,,
253,EL SALVADOR,2011,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1980,NA,,,,,,,,,,,,,,,,,,LV_2012,
642,EQUATORIAL GUINEA,1981,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1982,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1983,None,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1984,None,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1985,None,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1986,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1987,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1988,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1989,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1990,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1991,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1992,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1993,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1994,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1995,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1996,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1997,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1998,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,1999,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2000,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2001,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2002,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2003,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2004,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2005,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2006,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2007,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2008,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2009,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2010,NA,,,,,,,,,,,,,,,,,,,
642,EQUATORIAL GUINEA,2011,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1980,NA,,,,,,,,,,,,,,,,,,LV_2012,
643,ERITREA,1981,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1982,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1983,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1984,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1985,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1986,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1987,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1988,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1989,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1990,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1991,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1992,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1993,None,,,,,,,,,,,,,,,,,,,
643,ERITREA,1994,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1995,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1996,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1997,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1998,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,1999,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2000,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2001,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2002,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2003,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2004,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2005,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2006,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2007,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2008,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2009,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2010,NA,,,,,,,,,,,,,,,,,,,
643,ERITREA,2011,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1980,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1981,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1982,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1983,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1984,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1985,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1986,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1987,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1988,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1989,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1990,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1991,NA,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1992,None,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1993,None,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1994,None,,,,,,,,,,,,,,,,,,,
939,ESTONIA,1995,Decentralised,1,1,,1,,,,,,,AMC,,,,,,,TZK_1999,
939,ESTONIA,1996,Decentralised,1,1,1,1,,,,,,,AMC,,,,,,,http://www.oenb.at/de/img/barisitz1_ftr_202_tcm14-10383.pdf,
939,ESTONIA,1997,NA,,1,1,,,,,,,,,,,,,,,http://www.ipe.ro/rjef/rjef1_12/rjef1_2012p20-40.pdf,
939,ESTONIA,1998,None,,1,1,,,,,,,,,,,,,,,http://www.oecd.org/eco/47476715.pdf,
939,ESTONIA,1999,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2000,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2001,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2002,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2003,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2004,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2005,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2006,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2007,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2008,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2009,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2010,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2011,NA,,1,1,,,,,,,,,,,,,,,,
939,ESTONIA,2012,NA,,1,1,,,,,,,,,,,,,,,,
644,ETHIOPIA,1980,NA,,,,,,,,,,,,,,,,,,,
644,ETHIOPIA,1981,NA,,,,,,,,,,,,,,,,,,,
644,ETHIOPIA,1982,NA,,,,,,,,,,,,,,,,,,,
644,ETHIOPIA,1983,NA,,,,,,,,,,,,,,,,,,,
644,ETHIOPIA,1984,NA,,,,,,,,,,,,,,,,,,,
