parl,newelecP,oldelecP,country,consolexpcentgov,consolrevcengov,expcengov,revcengov,expgengov,revgengov,cengovdefsur,consolgovdefsur,country_code,cashsurdefimf,cashsurdefwdi,cashsurdef_imf_gfs,cashsurdef_imf_gfs2,drazenbudbal,Argentina,Bahamas,Barbados,Belize,Bolivia,Brazil,Chile,Colombia,CostaRica,DomRep,Ecuador,ElSalvador,Guatemala,Mexico,Nicaragua,Panama,Peru,TrinTob,Uruguay,Venezuela,run620,growth,inflation,oldeleU,oldelecL,newelecL,dbud_bal_comb,newfloating,oldfloating,oldelecL_oldfloat,oldelecP_oldfloat,dcashsurdefimf,dcashsurdefwdi,ddrazenbudbal,dcashsurdef_imf_gfs2,dcashsurdef_imf_gfs,newelecL_newfloat,newelecP_newfloat,dcengovdefsur,dconsolgovdefsur,newinflation,newgrowth,newextdebtpercgni,newextdebt,year,fiscalresponsibilitylaw,newelecL_nfloat_fisresp
0,0,0,"Brazil",,,,,,,,,6,-.56,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,175,4,66,0,0,0,,1,1,0,0,-.95,,,,,0,0,,,66,4.399323,21.17,160469.5,1995,0,0
0,0,0,"Brazil",,,,,,,,,6,-1.08,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,3,15.8,0,0,0,,1,1,0,0,-.52,,,,,0,0,,,15.8,2.106969,21.91,181288.5,1996,0,0
0,.2417582,.2444444,"Brazil",,,,,,,-29195.6,-63663.8,6,.26,0,,-22.98,-.00764,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,177,3,6.9,.2444444,.2444444,.2417582,,1,1,.2444444,.2444444,1.34,,,,,.2417582,.2417582,,,6.92532,3.333333,23.21,198456.7,1997,0,0
0,.7582418,,"Brazil",,,,,,,-17343.9,-70879.5,6,.77,-.8,,-23.01,-.85857,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,,,,,.7582418,,0,,,,.51,-.8,-.85093,-.0300007,,0,0,11851.7,-7215.699,3.2,0,29.25,241471.5,1998,0,0
0,0,,"Brazil",,,,,,,,,6,1.97,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,,,,,0,,1,,,,1.2,,,,,0,0,,,4.9,.3072197,42.97,244107.7,1999,0,0
0,0,,"Brazil",,,,,,,,,6,1.83,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,,,,,0,,0,,,,-.14,,,,,0,0,,,7,4.287902,38.55,241552.3,2000,1,0
0,.2362638,,"Brazil",,,,,,,,,6,1.72,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,181,,,,,.2362638,,1,,,,-.11,,,,,.2362638,.2362638,,,6.8,1.321586,42.97,229019.6,2001,1,.2362638
0,.7637362,,"Brazil",,,,,,,,,6,2.2,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,182,,,,,.7637362,,1,,,,.48,,,,,.7637362,.7637362,,,8.5,2.608696,47.32,230918.1,2002,1,.7637362
0,0,,"Brazil",,,,,,,,,6,2.32,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,183,,,,,0,,1,,,,.1199999,,,,,0,0,,,14.7153,1.271186,43.94,234816.4,2003,1,0
0,0,,"Brazil",,,,,,,,,6,2.56,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,184,,,,,0,,1,,,,.24,,,,,0,0,,,6.6,5.718271,34.05,219499.4,2004,1,0
0,.25,,"Brazil",,,,,,,,,6,2.47,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,185,,,,,.25,,,,,,-.0899999,,,,,,,,,6.9,2.902375,22.14,187301,2005,,
0,.75,,"Brazil",,,,,,,,,6,2.1,,,,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,186,,,,,.75,,,,,,-.3700001,,,,,,,,,4.2,3.717949,18.7,194149.9,2006,,
0,,,"Chile",,,,,,,,1760,7,,,1.36,4.47,.3341623,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,187,,211.8,,,,,1,1,,,,,,,,,,,,211.8,3.406384,58.97,5619.8,1976,0,
0,,,"Chile",,,,,,,,-3190,7,,,-1.11,-3.37,-1.459499,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,188,,91.9,,,,,,,,,,,-1.793661,-7.84,-2.47,,,,-4950,91.9,8.69744,42.8,5883.3,1977,0,
0,,,"Chile",,,,,,,,-520,7,,,-.11,-.33,-.8902382,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,189,,40.1,,,,,,,,,,,.5692608,3.04,1,,,,2670,40.1,7.462927,49.51,7373.8,1978,0,
0,,,"Chile",,,,,,,,37220,7,,,4.82,16.45,3.910904,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,190,,33.4,,,,,1,1,,,,,4.801142,16.78,4.93,,,,37740,33.4,8.68232,46.72,9361,1979,0,
0,,,"Chile",,,,,,,,58210,7,,,5.41,18.84,4.759735,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,191,,35.1,,,,,0,0,,,,,.8488312,2.389999,.5899997,,,,20990,35.1,8.148606,45.51,12081.3,1980,0,
0,,,"Chile",,,,,,,,32990,7,,,.256,8.54,2.058722,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,192,,19.7,,,,-2.822062,0,0,,,,,-2.701013,-10.3,-5.154,,,,-25220,19.7,4.737311,50.45,15663.6,1981,0,
0,,,"Chile",,,,,,,,-12190,7,,,-.98,-3.15,-4.611337,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,193,,9.9,,,,-3.574973,1,1,,,,,-6.670059,-11.69,-1.236,,,,-45180,9.9,-10.32323,77.63,17314.7,1982,0,
0,,,"Chile",,,,,,,,-40890,7,,,-2.63,-8.64,-4.17536,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,194,,27.3,,,,-1.641244,1,1,,,,,.435977,-5.49,-1.65,,,,-28700,27.3,-3.786572,99.73,17928.3,1983,0,
0,,,"Chile",,,,,,,,-56160,7,,,-2.97,-9.3,-3.682284,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,195,,19.9,,,,-.3400836,1,1,,,,,.4930761,-.6599998,-.3399999,,,,-15270,19.9,7.973341,115.02,19737,1984,0,
0,,,"Chile",,,,,,,,-60730,7,,,-2.36,-7.47,-2.036245,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,196,,29.5,,,,.6750691,1,1,,,,,1.646039,1.83,.6100001,,,,-4570,29.5,7.119228,141.53,20383.9,1985,0,
0,,,"Chile",,,,,,,,-31410,7,,,-.97,-3.3,-1.413777,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,197,,20.6,,,,1.371388,1,1,,,,,.6224681,4.17,1.39,,,,29320,20.6,5.596354,133.95,21144.5,1986,0,
0,,,"Chile",,,,,,,,86300,7,,,.48,8.07,.5673309,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,198,,19.9,,,,2.81928,1,1,,,,,1.981108,11.37,1.45,,,,117710,19.9,6.594215,112.22,21489.4,1987,0,
0,,,"Chile",,,,,,,,61020,7,,,-.23,4.79,-.6189716,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,199,,14.7,,,,-.869534,1,1,,,,,-1.186302,-3.28,-.71,,,,-25280,14.7,7.311202,86.4,19581.8,1988,0,
0,,.9666666,"Chile",,,,,,,,108430,7,,,,7.22,.5336089,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,200,,17,.9666666,.9666666,,.4433773,1,1,.9666666,.9666666,,,1.15258,2.43,,,,,47410,17,10.56033,68.32,18032.4,1989,0,
0,0,0,"Chile",,,,,,,,74270,7,,,,4.03,.3554161,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,201,4,26,0,0,0,-.6711801,1,1,0,0,,,-.1781928,-3.19,,0,0,,-34160,26,3.69758,64.52,19225.8,1990,0,0
0,0,0,"Chile",,,,,,,,186090,7,,,,7.39,1.311351,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,202,8,21.8,0,0,0,.7345606,1,1,0,0,,,.9559349,3.36,,0,0,,111820,21.8,7.969988,52.07,17946.9,1991,0,0
0,.0549451,.0416667,"Chile",,,,,,,,346360,7,,,,11,2.232539,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,203,12,15.4,.0416667,.0416667,.0549451,.7430047,1,1,.0416667,.0416667,,,.921188,3.61,,.0549451,.0549451,,160270,15.4,12.27793,44.97,19133.7,1992,0,0
0,.9450549,.9583333,"Chile",,,,,,,,356520,7,,,,9.33,1.835893,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,204,7,12.7,.9583333,.9583333,.9450549,-.2974424,1,1,.9583333,.9583333,,,-.3966459,-1.67,,.9450549,.9450549,,10160,12.7,6.986287,43.48,19993.9,1993,0,0
0,0,0,"Chile",,,,,,,,361950,7,,,,8.1,1.592873,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,205,6,11.4,0,0,0,-.291698,1,1,0,0,,,-.2430201,-1.23,,0,0,,5430,11.4,5.708119,42.12,22155.4,1994,0,0
0,0,0,"Chile",,,,,,,,667610,7,2.36,,,13.13,2.359936,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,206,11,8.2,0,0,0,.8883309,1,1,0,0,,,.767063,5.03,,0,0,,305660,8.2,10.62758,32.11,22038.2,1995,0,0
0,.0521978,.0416667,"Chile",,,,,,,,657830,7,2.1,,,11.01,2.060133,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,207,7,7.4,.0416667,.0416667,.0549451,-.2530472,1,1,.0416667,.0416667,-.26,,-.299803,-2.12,,.0549451,.0521978,,-9780,7.4,7.413492,37.48,27459.4,1996,0,0
0,.9478022,.9583333,"Chile",,,,,,,,623290,7,1.79,,,9.24,1.911147,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,208,7,6.1,.9583333,.9583333,.9450549,-.352791,1,1,.9583333,.9583333,-.3099999,,-.148986,-1.77,,.9450549,.9478022,,-34540,6.1,6.60558,33.73,27043.9,1997,0,0
0,0,,"Chile",,,,,,,,131860,7,,,,1.73,.4135772,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,209,,,,,0,,1,,,,,,-1.49757,-7.51,,0,0,,-491430,5.1,3.230879,43.49,33695,1998,0,0
0,0,,"Chile",,,,,,,,-502430,7,-1.34,,,-6.1,-1.338916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,210,,,,,0,,1,,,,,,-1.752493,-7.83,,0,0,,-634290,3.3,-.7608548,49.19,34814.8,1999,0,0
0,0,,"Chile",8501550,8778390,7884860,8605660,9258950,9623720,,56410,7,.27,-.7,,.63,.3036883,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,211,,,,,.0412088,,1,,,,1.61,,1.642604,6.73,,.0412088,0,,558840,3.8,4.489076,51.17,37288.7,2000,1,.0412088
0,0,,"Chile",9107750,9466060,8641970,9285970,9937530,10381840,,-112600,7,.35,-.5,,-1.16,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,212,,,,,.9587912,,1,,,,.08,.2,,-1.79,,.9587912,0,,-169010,3.6,3.377039,58.47,38630.7,2001,1,.9587912
0,0,,"Chile",9730650,9774090,9275480,9595780,1.06e+07,10767020,,,7,-.38,-1.2,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,213,,,,,0,,1,,,,-.73,-.7,,,,0,0,,,2.5,2.18411,63.99,41218.7,2002,1,0
0,0,,"Chile",1.02e+07,10586280,9818400,1.04e+07,1.12e+07,11630770,,,7,.18,-.5,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,214,,,,,0,,1,,,,.56,.7,,,,0,0,,,2.8,3.916913,61.59,42820.4,2003,1,0
0,.0549451,,"Chile",1.10e+07,12832290,1.05e+07,1.25e+07,1.19e+07,13866370,,,7,2.63,2.1,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,215,,,,,.0549451,,1,,,,2.45,2.6,,,,.0549451,.0549451,,,1.1,6.041087,49.77,43803,2004,1,.0549451
0,.9450549,,"Chile",1.20e+07,15747240,1.15e+07,1.53e+07,1.32e+07,17097850,,,7,5.02,4.5,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,216,,,,,.9450549,,,,,,2.39,2.4,,,,,,,,3.1,5.559452,41.89,45369.8,2005,,
0,0,,"Chile",1.33e+07,20060510,1.27e+07,1.94e+07,1.45e+07,21528830,,,7,8.07,7.7,,,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,217,,,,,0,,,,,,3.05,3.2,,,,,,,,3.4,4.341939,37.95,47977,2006,,
0,,,"Colombia",,,,,,,11300,5300,8,.85,,1,9.17,-1.591298,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,218,4.6,20.2,,,,,1,1,,,,,,,,,,,,20.2,4.817187,26.31,3943.9,1976,0,
0,.5769231,,"Colombia",,,,,,,17000,4500,8,.81,,.63,5.66,-2.46917,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,219,4.9,33.1,,,.8461539,,1,1,,,-.04,,-.8778721,-3.51,-.37,.8461539,.5769231,5700,-800,33.1,4.148014,26.36,5052.6,1977,0,0
0,.4230769,,"Colombia",,,,,,,21100,6200,8,.66,,.68,5.9,-2.510198,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,220,8.9,17.8,,,.1538462,,1,1,,,-.15,,-.041028,.2400002,.05,.1538462,.4230769,4100,1700,17.8,8.46345,22.26,5101.7,1978,0,0
0,0,,"Colombia",,,,,,,27100,-9200,8,.5,,-1.04,-8.24,-2.457899,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,221,4.9,24.7,,,0,,1,1,,,-.16,,.052299,-14.14,-1.72,0,0,6000,-15400,24.7,5.382854,21.22,5869.1,1979,0,0
0,0,,"Colombia",,,,,,,31500,-27800,8,-.68,,-1.85,-12.79,-3.720403,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,222,4.1,26.5,0,0,0,,1,1,0,,-1.18,,-1.262504,-4.55,-.8100001,0,0,4400,-18600,26.5,4.098199,20.91,6940.5,1980,0,0
0,.5906594,.5833333,"Colombia",,,,,,,21000,-60400,8,-.51,,-2.96,-20.84,-3.643388,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,223,2.3,27.5,.7972222,.7972222,.8021978,-1.285776,1,1,.7972222,.5833333,.17,,.0770149,-8.05,-1.11,.8021978,.5906594,-10500,-32600,27.5,2.263217,24.24,8716.4,1981,0,0
0,.4093406,.4166667,"Colombia",,,,,,,-25100,-118100,8,-1.35,,-4.73,-29.41,-5.69455,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,224,.9,24.6,.2027778,.2027778,.1978022,-1.682872,1,1,.2027778,.4166667,-.84,,-2.051162,-8.57,-1.77,.1978022,.4093406,-46100,-57700,24.5,.9484803,27.28,10306.4,1982,0,0
0,0,,"Colombia",,,,,,,-25400,-127900,8,-1.76,,-4.19,-26.88,-5.711591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,225,1.6,19.8,0,0,0,.5413489,,,,,-.41,,-.0170407,2.530001,.54,,,-300,-9800,19.8,1.584376,30.56,11412.5,1983,0,
0,0,,"Colombia",,,,,,,-60800,-166500,8,-3.38,,-4.32,-27.97,-7.397746,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,226,3.4,16.1,0,0,0,-.1295304,1,1,0,,-1.62,,-1.686155,-1.09,-.1300001,0,0,-35400,-38600,16.1,3.355101,32.79,12038.7,1984,0,0
0,.6043956,.5833333,"Colombia",,,,,,,3900,-134700,8,-2.65,,-3.19,-21.2,-5.06456,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,227,3.1,24,.8111111,.8111111,.8159341,1.604784,,,,,.73,,2.333186,6.769999,1.13,,,64700,31800,24,3.088265,42.94,14248.3,1985,0,
0,.3956044,.4166667,"Colombia",,,,,,,74700,-58600,8,-1.33,,-1.58,-6.27,-3.948167,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,228,5.8,18.9,.1888889,.1888889,.1840659,1.849215,,,,,1.32,,1.116393,14.93,1.61,,,70800,76100,18.9,5.838293,45.76,15362.5,1986,0,
0,0,,"Colombia",,,,,,,178500,-61000,8,-.45,,-.69,-5.03,-3.367591,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,229,5.4,23.3,0,0,0,.1720293,,,,,.8800001,,.5805762,1.24,.89,,,103800,-2400,23.3,5.371507,49.09,17024.4,1987,0,
0,0,0,"Colombia",,,,,,,-29700,-156300,8,-1.36,,-1.34,-9.39,-3.412921,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,230,4,28.1,0,0,0,-.6410632,1,1,0,0,-.91,,-.04533,-4.36,-.65,0,0,-208200,-95300,28.1,4.059821,45.21,17016.4,1988,0,0
0,.5989011,.5916666,"Colombia",,,,,,,-79800,-286700,8,-3.3,,-1.89,-12.84,-5.866514,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,231,3,25.8,.6388889,.6388889,.8104396,-.5629942,1,1,.6388889,.5916666,-1.94,,-2.453593,-3.45,-.55,.8104396,.5989011,-50100,-130400,25.8,3.417427,45,16885.9,1989,0,0
0,.4010989,.4083333,"Colombia",,,,,,,795700,795700,8,-.68,,,33.02,-1.344565,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,232,4,29.1,.3611111,.3611111,.1895604,5.828954,1,1,.3611111,.4083333,2.62,,4.521949,45.86,,.1895604,.4010989,875500,1082400,29.1,6.042038,45.09,17222.1,1990,0,0
0,0,0,"Colombia",,,,,,,666300,666300,8,.08,,,22.11,.8068427,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,233,2,30.4,.8333333,.8333333,.8214286,-1.381414,1,1,.8333333,0,.76,,2.151408,-10.91,,.8214286,0,-129400,-129400,30.4,2.277231,43.65,17200.8,1991,0,0
0,0,0,"Colombia",,,,,,,-632800,-632800,8,-2.81,,,-12.13,-2.926779,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,234,4,27,0,0,0,-4.440326,1,1,0,0,-2.89,,-3.733622,-34.24,,0,0,-1299100,-1299100,27,5.032678,36.64,17277.1,1992,0,0
0,.6208791,.589,"Colombia",,,,,,,-238200,-238200,8,-.63,,,-3.54,-1.353336,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,235,5,22.6,.8,.8,.8049451,1.345488,1,1,.8,.589,2.18,,1.573443,8.59,,.8049451,.6208791,394600,394600,22.6,2.365651,35.12,18941.7,1993,0,0
0,.3791209,.4166667,"Colombia",,,,,,,-927000,-927000,8,-1.52,,,-10.74,-1.329278,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,236,6,23.8,.2,.2,.1950549,-.8300456,1,1,.2,.4166667,-.89,,.024058,-7.2,,.1950549,.3791209,-688800,-688800,23.8,5.835812,27.33,21937.9,1994,0,0
0,0,0,"Colombia",,,,,,,-1939000,-1939000,8,-2.3,,,-16.92,-2.094172,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,237,5,21,0,0,0,-.9236642,1,1,0,0,-.78,,-.764894,-6.18,,0,0,-1012000,-1012000,21,5.202437,27.54,25044.3,1995,0,0
0,0,0,"Colombia",,,,,,,-3734000,-3734000,8,-3.75,,,-23.66,-3.578159,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,238,2,20.2,0,0,0,-1.411295,1,1,0,0,-1.45,,-1.483987,-6.74,,0,0,-1795000,-1795000,20.2,2.055855,30.39,28895.5,1996,0,0
0,.5879121,.5944445,"Colombia",,,,,,,-4504000,-4504000,8,-3.7,,,-22.76,-3.533868,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,239,3,18.9,.8277778,.8277778,.8186813,.0069487,1,1,.8277778,.5944445,.05,,.044291,.8999996,,.8186813,.5879121,-770000,-770000,18.5,3.430294,30.62,31937.4,1997,0,0
0,.4120879,,"Colombia",,,,,,,-6941000,-7229000,8,-4.94,,,-30.35,-4.706477,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,240,,,,,.1813187,,1,,,,-1.24,,-1.172609,-7.59,,.1813187,.4120879,-2437000,-2725000,18.7,.5697841,34.2,33078.9,1998,0,0
0,0,,"Colombia",,,,,,,,-1.06e+07,8,-5.86,,,-36.2,-5.284729,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,241,,,,,0,,1,,,,-.9200001,,-.5782518,-5.85,,0,0,,-3417000,10.9,-4.204015,40.61,34420.3,1999,0,0
0,0,,"Colombia",,,,,,,,,8,-6.83,,,,-6.423243,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,242,,,,,0,,1,,,,-.9699998,,-1.138514,,,0,0,,,9.2,2.924861,41.65,33929.8,2000,0,0
0,.6016483,,"Colombia",,,4.45e+07,3.43e+07,,,,,8,-5.9,-7,,,-5.117662,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,243,,,,,.8131868,,1,,,,.9299998,,1.305581,,,.8131868,.6016483,,,8,1.471518,45.65,36244.6,2001,0,0
0,.3983516,,"Colombia",,,4.33e+07,3.45e+07,,,,,8,-5.47,-9.6,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,244,,,,,.1868132,,1,,,,.4300003,-2.6,,,,.1868132,.3983516,,,6.3,1.933674,42.34,33203.6,2002,0,0
0,0,,"Colombia",7.52e+07,63038620,5.84e+07,4.91e+07,7.72e+07,72380780,,,8,-4.87,-4.6,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,245,,,,,0,,1,,,,.5999999,5,,,,0,0,,,7.1,3.857742,45.09,36996.8,2003,1,0
0,0,,"Colombia",,,6.86e+07,6.07e+07,,,,,8,-4.45,-9.8,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,246,,,,,0,,1,,,,.4200001,-5.2,,,,0,0,,,5.9,4.866956,34.19,37909.9,2004,1,0
0,.5961539,,"Colombia",,,9.09e+07,6.33e+07,,,,,8,-5,-2.3,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,247,,,,,.8076923,,,,,,-.5500002,7.5,,,,,,,,5,4.721711,29.38,37656.3,2005,,
0,.4038461,,"Colombia",,,9.22e+07,8.36e+07,,,,,8,-3.73,-3.9,,,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,248,,,,,.1923077,,,,,,1.27,-1.6,,,,,,,,4.3,6.842708,26.93,39697.9,2006,,
0,,,"CostaRica",,,,,,,-520,-700,9,-4.7,,-3.4,-16.17,-.0764023,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,249,5.5,3.5,,,,,0,0,,,,,,,,,,,,3.5,5.517564,42.13,984.6,1976,0,
0,.9038461,,"CostaRica",,,,,,,-700,-820,9,-2.83,,-3.11,-15.7,.5951386,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,250,8.9,4.2,,,.9038461,,0,0,,,1.87,,.6715409,.4700003,.2900002,0,0,-180,-120,4.2,8.904474,44.01,1317.1,1977,0,0
0,.0961538,,"CostaRica",,,,,,,-1220,-1510,9,-4.36,,-4.99,-20.75,1.071878,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,251,6.3,6,,,.0961538,,0,0,,,-1.53,,.4767393,-5.05,-1.88,0,0,-520,-690,6,6.267687,49.4,1684.6,1978,0,0
0,0,,"CostaRica",,,,,,,-2160,-2340,9,-6.68,,-6.77,-27.04,-.965587,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,252,4.9,9.2,,,0,,0,0,,,-2.32,,-2.037465,-6.290001,-1.78,0,0,-940,-830,9.2,4.939124,54.43,2114.9,1979,0,0
0,0,0,"CostaRica",,,,,,,-2550,-3060,9,-8.11,,-7.4,-29.31,-2.980198,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,253,.8,18.1,0,0,0,,0,0,0,0,-1.43,,-2.014611,-2.269999,-.6300001,0,0,-390,-720,18.1,.7518954,59.46,2744.1,1980,0,0
0,.8983517,.4916667,"CostaRica",,,,,,,-1110,-1640,9,-2.42,,-2.87,-13.86,2.374781,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,254,-2.3,37.1,0,.4916667,.8983517,3.59095,1,1,.4916667,.4916667,5.69,,5.354979,15.45,4.53,.8983517,.8983517,1440,1420,37.1,-2.261656,141.25,3304.9,1981,0,0
0,.1016484,.5083333,"CostaRica",,,,,,,90,-860,9,-.96,,-.88,-4.81,3.225823,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,255,-7.3,90.1,0,.5083333,.1016484,1.581575,,,,,1.46,,.851042,9.049999,1.99,,,1200,780,90.1,-7.285569,165.48,3645,1982,0,
0,0,0,"CostaRica",,,,,,,-2840,-2600,9,-1.91,,-2.01,-8.47,3.548836,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,256,2.9,32.6,0,0,0,-.8969668,,,,,-.95,,.3230131,-3.66,-1.13,,,-2930,-1740,32.6,2.862993,114.97,4188.4,1983,0,
0,0,0,"CostaRica",,,,,,,-1790,-1200,9,-.11,,-.74,-3.19,5.46672,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,257,8,12,0,0,0,1.012889,,,,,1.8,,1.917884,5.28,1.27,,,1050,1400,12,6.201704,93.18,3999.4,1984,0,
0,.9120879,.9083334,"CostaRica",,,,,,,-3030,-2470,9,.9,,-1.25,-5.68,6.598423,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,258,.7,15.1,0,.9083334,.9120879,-.406785,1,1,.9083334,.9083334,1.01,,1.131703,-2.49,-.51,.9120879,.9120879,-1240,-1270,15.1,1.041412,97.47,4400.3,1985,0,0
0,.0879121,.0916667,"CostaRica",,,,,,,-11670,-11040,9,-1.69,,-4.48,-16.83,4.244748,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,259,5.5,11.8,0,.0916667,.0879121,-2.566489,1,1,.0916667,.0916667,-2.59,,-2.353675,-11.15,-3.23,.0879121,.0879121,-8640,-8570,11.8,5.784949,87.94,4576.4,1986,0,0
