"country","ISOCode","imfcode","year","UDS","polity2","durable","yrcurnt","govfrac","execrlc","checks","polariz","ElectionYear","percent1","percentl","prtyin","W","ModS","SystemicCrisis","CurrencyCrisis","SovereignDefault","SovereignDebtRestructuring","CvHOwnPerc","legal_abs","political_abs","economic_abs","GDPCurrentUSD","GDPperCapita","CapToAssetswdi","NPLwdi","BankConcentration","CreditInfo","DomesticCredit","CreditBurCoverange","CurrentAccount","IMFCreditsGDP","PortfolioEquityGDP","TradeOpen","CashSurplusDeficit","ClaimsOnGov","CentGovDebt","ShortExternDebtAllGDP","ExternPrivateDebtGDP","ExternPublicDebtGDP","ExternDebtTotalGDP","TotalReservesGDP","IMFDreher","CrisisDate","CreditBoom","CreditorRights","CreditorRightsIndex","DepositIns","YearDICreated","DICoverageLimit","DICoverageRatio","DepositFreeze","DateDepositFreeze","DurationDepositFreeze","TimeDepositsFreeze","BankHoliday","DateBankHoliday","DurationBankHoliday","BankGuaranteee","DateBankGuaranteeStart","DateBankGuaranteeEnd","BankGuaranteeDuration","BankGuaranteeCoverage","EmergencyLending","DateEmergencyLending","PeakLendingSupport","BankRestructuring","Nationalizations","AssetPurchases","Recap","RecapCosts","RecoveryDummy","RecoveryProceeds","GovRecapCosts","DepositorLosses","DepositorLosesSeverity","MonetaryPolicyIndex","AverageReserveChange","FiscalPolicyIndex","IncreasePublicDebt","IMFProgram","YearIMFProgram","IMF.AMC","PeakNPLs","NetFiscalCosts","GrossFiscalCosts","FiveYearRecovery","OutputLoss","AMCType","AMCAnyCreated","NumAMCOpNoNA","NumAMCCountryNoNA","NumAMCCountryLagNoNA","F1","F2","F3","F4","F5"
"AFGHANISTAN","AF",512,1980,-2.03908355163231,NA,0,NA,NA,"Left",1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,3641723447.18433,NA,NA,NA,NA,NA,12.8705830151414,NA,NA,0,0,NA,NA,-20.5014490516383,NA,NA,NA,NA,NA,25.8129402604587,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1981,-1.85154555255864,NA,0,NA,0,"Left",1,0,NA,NA,NA,3,NA,NA,0,0,0,0,NA,NA,NA,NA,3478787909.81818,NA,NA,NA,NA,NA,16.3082487177005,NA,NA,0,0,NA,NA,11.056192992819,NA,NA,NA,NA,NA,18.9112110948728,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1982,-1.86056735058746,NA,0,NA,0,"Left",1,0,NA,NA,NA,4,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.0570439397391,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1983,-1.64405378798106,NA,0,NA,0,"Left",1,0,NA,NA,NA,5,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1984,-1.64114439152636,NA,0,NA,0,"Left",1,0,NA,NA,NA,6,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1985,-1.83679433102271,NA,0,NA,0,"Left",1,0,NA,NA,NA,7,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.7683203830571,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1986,-1.62587934608781,NA,0,NA,0,"Left",1,0,NA,NA,NA,8,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15.2383756790175,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1987,-1.64135049797022,NA,0,NA,0,"Left",1,0,NA,NA,NA,9,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.9566086561398,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1988,-1.26928934614551,NA,0,6,0,"Left",1,0,"NotElectionYear",NA,NA,10,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.9986360132863,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1989,-1.31847352632657,-8,0,5,0.90353125333786,"Left",1,0,"NotElectionYear",NA,NA,11,0.5,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.1229752059695,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1990,-1.32815702558815,-8,1,4,0.90353125333786,"Left",1,0,"NotElectionYear",NA,NA,12,0.5,0,0,0,0,0,NA,NA,0.0875,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.7669946784934,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1991,-1.32275765223517,-8,2,3,0.90353125333786,"Left",1,0,"NotElectionYear",NA,NA,1,0.5,0,0,0,0,0,NA,NA,0.05625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1992,-0.59602655449505,0,0,2,0.90353125333786,"Left",1,0,"NotElectionYear",NA,NA,2,NA,NA,0,0,0,0,NA,NA,0.1979167,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1993,-0.792372396573952,0,0,1,0.559966742992401,NA,1,0,"NotElectionYear",NA,NA,1,NA,NA,0,0,0,0,NA,NA,0.15625,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1994,-0.788449454795605,0,0,0,0.559966742992401,NA,1,0,"ElectionYear",NA,NA,2,NA,NA,0,0,0,0,NA,NA,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1995,-0.788855547342899,0,0,NA,0.559966742992401,NA,1,0,NA,NA,NA,3,NA,NA,0,0,0,0,NA,NA,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1996,-1.18209586335725,-7,0,NA,0.559966742992401,NA,1,0,NA,NA,NA,4,0.25,0,0,0,0,0,NA,0.0706744,0.0533936,0.0558481,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1997,-1.18210185447153,-7,1,NA,NA,NA,1,0,NA,NA,NA,1,0.25,0,0,0,0,0,NA,0.0713015,0.0327501,0.0543285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1998,-1.19137028038274,-7,2,NA,NA,NA,1,0,NA,NA,NA,2,0.25,0,0,0,0,0,NA,0.0719285,0.0329399,0.0528089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,1999,-1.17573852012372,-7,3,NA,NA,NA,1,0,NA,NA,NA,3,0.25,0,0,0,0,0,NA,0.070826,0.0315488,0.0512502,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2000,-1.36304690591985,-7,4,NA,NA,NA,1,0,NA,NA,NA,4,0.25,0,0,0,0,0,NA,0.0697235,0.0301577,0.0496916,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2001,-1.63219930744776,NA,0,NA,NA,NA,1,0,NA,NA,NA,5,NA,NA,0,0,0,0,NA,NA,0.0208575,0.1311501,2461666314.78366,NA,NA,NA,NA,NA,NA,NA,NA,2.73071129081553,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2002,-0.877518803009756,NA,0,0,NA,NA,1,0,"ElectionYear",NA,NA,NA,NA,NA,0,0,0,0,NA,0.1863914,0.1355161,0.2481252,4128818042.61749,231.972528425574,NA,NA,NA,NA,NA,NA,NA,1.68568823526738,NA,97.6744227414061,-1.24943,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2003,-0.884849678100808,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.1935513,0.1653276,0.2872841,4583648921.74369,241.621317908266,NA,NA,NA,NA,NA,NA,NA,0.865683665513046,NA,137.901039450943,-4.56391,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2004,-0.702415598191655,NA,0,NA,NA,NA,1,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,0.2240606,0.1858957,0.2857728,5285461998.97866,234.99662511261,NA,NA,NA,0,NA,0,NA,0.784605016704566,NA,121.135818708672,-5.3441,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2005,-0.231028580491201,NA,0,4,NA,NA,1,0,"NotElectionYear",55,NA,NA,NA,NA,0,0,0,0,NA,0.2786118,0.1635624,0.2712058,6275076015.72254,252.407892476849,NA,NA,NA,0,NA,0,NA,0.608212552395756,NA,104.862400585823,-4.47116,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2006,-0.312526285469601,NA,0,3,NA,NA,1,0,"NotElectionYear",55,NA,NA,NA,NA,0,0,0,0,NA,0.2620904,0.1531786,0.2683389,7057597615.29559,258.418692237452,NA,NA,100,0,-4.82409840823094,0,NA,0.569202187341159,NA,100.555349391532,-2.02786009623865,NA,NA,0.257042140808423,0,12.9063960521905,13.7326403803401,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2007,-0.228373077020802,NA,0,2,NA,NA,1,0,"NotElectionYear",55,NA,NA,NA,NA,0,0,0,0,NA,0.2638681,0.138302,0.2677397,9843851008.65578,285.917091331432,NA,NA,100,0,0.535180550442421,0,NA,1.00337154547697,NA,76.1737611099221,-1.73123021382319,6.6493646447335,NA,0.209723816236621,0,19.2350605300208,20.4481548758718,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2008,-0.377696069811925,NA,0,1,NA,NA,1,0,"NotElectionYear",55,NA,NA,NA,NA,0,0,0,0,NA,0.1961334,0.1230987,0.2760025,10190534636.4958,288.758199717933,NA,NA,94.39292,0,4.92536006931885,0,-16.4187314668246,1.28630738892297,-0.00944643273722312,73.065520253295,-2.31424986562037,5.54299825712717,NA,0.170307060611374,0,19.4824577004009,20.9390721499353,29.8539242997303,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2009,-0.542272001801947,NA,0,0,NA,NA,1,0,"ElectionYear",55,NA,NA,NA,NA,0,0,0,0,NA,0.198985,0.0917509,0.251748,12486950468.7364,340.931426686279,NA,NA,89.84695,0,3.98858951246019,0,-15.1591101745721,2.8249667593636,NA,56.9068174106398,0.281700159004388,-8.64087493953899,NA,0.161774486497536,0,16.7932883633213,19.7800296091824,34.1627740370143,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2010,-0.693909150465608,NA,0,4,NA,NA,1,0,"NotElectionYear",49.7000007629395,NA,NA,NA,NA,0,0,0,0,NA,0.1994763,0.1105604,0.2828502,15936784436.1811,360.705615126257,-8.421,49.901,90.01989,0,4.19110899400323,0,-17.5409158679056,2.22899105790454,-0.00234600380959656,54.9673280882724,1.49556676883044,-6.04926340089676,NA,0.638126219296277,0,12.3387939886775,15.2059112658783,32.3932360286775,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2011,-0.846442589914445,NA,0,3,NA,NA,NA,NA,"NotElectionYear",49.7000007629395,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,17870159081.5143,373.451677075743,8.226,4.561,92.401,0,-2.9790782837623,0,-20.0485768798002,2.08478726070988,0.000262832075449101,50.3012220751711,-0.626409395990062,-5.54950626584335,NA,1.29579428444785,0,11.3223675892903,14.7029491344481,35.5041187172227,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"AFGHANISTAN","AF",512,2012,-0.844970253325341,NA,0,2,NA,NA,NA,NA,"NotElectionYear",49.7000007629395,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,20496777409.458,416.875539585278,7.626,4.959,NA,0,-4.02852989183964,0,-35.5457596355516,1.89118851347398,0.00987524875087578,44.6810750676293,-0.621411517014419,-5.79280852919065,NA,1.21789974596109,0,10.1058227770195,13.2149110364546,34.89477525558,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"ALBANIA","AL",914,1980,-1.31344766149135,-9,33,NA,1.11022302462516e-16,"Left",1,0,NA,NA,NA,36,0.5,0.5,0,0,0,0,NA,NA,NA,NA,NA,1810.4832960822,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.825074595547,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANIA","AL",914,1981,-1.31440528578121,-9,34,NA,1.11022302462516e-16,"Left",1,0,NA,NA,NA,37,0.5,0.5,0,0,0,0,NA,NA,NA,NA,NA,1870.34751653079,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.4976054531106,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANIA","AL",914,1982,-1.30790731183119,-9,35,NA,1.11022302462516e-16,"Left",1,0,NA,NA,NA,38,0.5,0.5,0,0,0,0,NA,NA,NA,NA,NA,1882.09270586919,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.2525384912959,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANIA","AL",914,1983,-1.47143388667771,-9,36,NA,1.11022302462516e-16,"Left",1,0,NA,NA,NA,39,0.5,0.5,0,0,0,0,NA,NA,NA,NA,NA,1859.73853118253,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.0056218360105,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ALBANIA","AL",914,1984,-1.47210036511715,-9,37,NA,1.11022302462516e-16,"Left",1,0,NA,NA,NA,40,0.5,0.5,0,0,0,0,NA,NA,NA,NA,1924242456.27134,1793.03426615175,NA,NA,NA,NA,NA,NA,NA,0,0,36.7904295633449,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
"ALBANIA","AL",914,1985,-1.58096686044017,-9,38,NA,1.11022302462516e-16,"Left",1,0,NA,NA,NA,41,0.5,0.5,0,0,0,0,NA,NA,NA,NA,1965384580.6465,1779.5412961396,NA,NA,NA,NA,NA,NA,NA,0,0,34.6854064602421,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA
